asvLen	totReads	numSamps
ASV.1	325	48373	3
ASV.2	325	42384	3
ASV.3	328	4775	3
ASV.4	328	4005	3
ASV.5	328	3854	3
ASV.12	325	1166	3
ASV.15	328	872	3
ASV.16	322	838	3
ASV.21	322	542	3
ASV.23	282	285	3
ASV.24	322	281	3
ASV.27	328	223	3
ASV.34	328	139	1
ASV.39	255	110	2
ASV.42	255	104	2
ASV.47	325	78	1
ASV.50	262	73	3
ASV.52	282	71	1
ASV.58	202	56	3
ASV.59	340	56	1
ASV.60	328	55	1
ASV.62	340	53	1
ASV.66	340	52	1
ASV.67	196	45	3
ASV.71	328	41	1
ASV.72	299	39	2
ASV.77	335	34	3
ASV.79	214	32	3
ASV.82	328	31	1
ASV.83	316	29	3
ASV.85	322	29	1
ASV.86	322	29	1
ASV.87	316	28	1
ASV.89	282	28	1
ASV.94	328	25	1
ASV.96	314	23	1
ASV.106	284	19	3
ASV.108	272	18	3
ASV.111	253	17	3
ASV.112	328	16	1
ASV.113	316	16	1
ASV.114	198	16	1
ASV.116	322	15	2
ASV.117	314	15	1
ASV.118	262	14	1
ASV.122	328	13	1
ASV.123	296	13	1
ASV.124	294	13	1
ASV.126	294	12	1
ASV.127	294	12	1
ASV.130	325	10	1
ASV.132	343	10	2
ASV.133	282	10	1
ASV.135	231	9	1
ASV.138	316	9	1
ASV.139	230	9	2
ASV.141	261	9	1
ASV.146	290	7	1
ASV.152	294	6	1
ASV.153	325	6	1
ASV.157	253	6	1
ASV.159	198	6	1
ASV.160	265	6	1
ASV.161	195	5	1
ASV.166	348	5	1
ASV.167	249	5	1
ASV.168	226	5	1
ASV.170	203	5	1
ASV.171	201	4	1
ASV.172	256	4	1
ASV.173	227	4	1
ASV.174	331	4	1
ASV.175	280	4	1
ASV.182	310	4	1
ASV.183	223	4	1
ASV.184	274	4	1
ASV.186	348	4	1
ASV.187	247	4	1
ASV.188	244	4	1
ASV.189	325	4	1
ASV.191	277	3	1
ASV.192	198	3	1
ASV.193	296	3	1
ASV.194	240	3	1
ASV.195	275	3	1
ASV.196	259	3	1
ASV.203	221	3	1
ASV.204	233	3	1
ASV.205	234	3	1
ASV.209	228	3	1
ASV.210	215	3	1
ASV.211	328	3	1
ASV.212	328	3	1
ASV.213	359	3	1
ASV.214	215	3	1
ASV.215	325	3	1
ASV.218	223	2	1
ASV.219	273	2	1
ASV.220	232	2	1
ASV.221	337	2	1
ASV.222	269	2	1
ASV.223	199	2	1
ASV.224	211	2	1
ASV.225	244	2	1
ASV.226	248	2	1
ASV.227	223	2	1
ASV.228	197	2	1
ASV.229	200	2	1
ASV.230	236	2	1
ASV.239	261	2	1
ASV.240	259	2	1
ASV.241	259	2	1
ASV.242	206	2	1
ASV.243	195	2	1
ASV.244	352	2	1
ASV.245	301	2	1
ASV.252	318	2	1
ASV.253	227	2	1
ASV.254	310	2	1
ASV.255	317	2	1
ASV.256	196	2	1
ASV.257	257	2	1
ASV.258	291	2	1
