#Source	Type	SizeFrac	SampName
RawFastqs/SRR12432956_1.fastq.gz	DNA	Frac_0.2	SRR12432956
RawFastqs/SRR12432956_2.fastq.gz	DNA	Frac_0.2	SRR12432956
RawFastqs/SRR12432957_1.fastq.gz	DNA	Frac_0.2	SRR12432957
RawFastqs/SRR12432957_2.fastq.gz	DNA	Frac_0.2	SRR12432957
RawFastqs/SRR12432958_1.fastq.gz	DNA	Frac_0.2	SRR12432958
RawFastqs/SRR12432958_2.fastq.gz	DNA	Frac_0.2	SRR12432958
RawFastqs/SRR12432959_1.fastq.gz	DNA	Frac_0.2	SRR12432959
RawFastqs/SRR12432959_2.fastq.gz	DNA	Frac_0.2	SRR12432959
RawFastqs/SRR12432960_1.fastq.gz	DNA	Frac_0.2	SRR12432960
RawFastqs/SRR12432960_2.fastq.gz	DNA	Frac_0.2	SRR12432960
RawFastqs/SRR12432961_1.fastq.gz	DNA	Frac_0.2	SRR12432961
RawFastqs/SRR12432961_2.fastq.gz	DNA	Frac_0.2	SRR12432961
RawFastqs/SRR12432962_1.fastq.gz	DNA	Frac_0.2	SRR12432962
RawFastqs/SRR12432962_2.fastq.gz	DNA	Frac_0.2	SRR12432962
RawFastqs/SRR12432963_1.fastq.gz	DNA	Frac_0.2	SRR12432963
RawFastqs/SRR12432963_2.fastq.gz	DNA	Frac_0.2	SRR12432963
RawFastqs/SRR12432964_1.fastq.gz	DNA	Frac_0.2	SRR12432964
RawFastqs/SRR12432964_2.fastq.gz	DNA	Frac_0.2	SRR12432964
RawFastqs/SRR12432965_1.fastq.gz	DNA	Frac_0.2	SRR12432965
RawFastqs/SRR12432965_2.fastq.gz	DNA	Frac_0.2	SRR12432965
RawFastqs/SRR12432966_1.fastq.gz	DNA	Frac_0.2	SRR12432966
RawFastqs/SRR12432966_2.fastq.gz	DNA	Frac_0.2	SRR12432966
RawFastqs/SRR12432967_1.fastq.gz	DNA	Frac_0.2	SRR12432967
RawFastqs/SRR12432967_2.fastq.gz	DNA	Frac_0.2	SRR12432967
RawFastqs/SRR12432968_1.fastq.gz	DNA	Frac_0.2	SRR12432968
RawFastqs/SRR12432968_2.fastq.gz	DNA	Frac_0.2	SRR12432968
RawFastqs/SRR12432969_1.fastq.gz	DNA	Frac_0.2	SRR12432969
RawFastqs/SRR12432969_2.fastq.gz	DNA	Frac_0.2	SRR12432969
RawFastqs/SRR12432970_1.fastq.gz	DNA	Frac_0.2	SRR12432970
RawFastqs/SRR12432970_2.fastq.gz	DNA	Frac_0.2	SRR12432970
RawFastqs/SRR12432971_1.fastq.gz	DNA	Frac_0.2	SRR12432971
RawFastqs/SRR12432971_2.fastq.gz	DNA	Frac_0.2	SRR12432971
RawFastqs/SRR12432972_1.fastq.gz	DNA	Frac_0.2	SRR12432972
RawFastqs/SRR12432972_2.fastq.gz	DNA	Frac_0.2	SRR12432972
RawFastqs/SRR12432973_1.fastq.gz	DNA	Frac_0.2	SRR12432973
RawFastqs/SRR12432973_2.fastq.gz	DNA	Frac_0.2	SRR12432973
RawFastqs/SRR12432974_1.fastq.gz	DNA	Frac_0.2	SRR12432974
RawFastqs/SRR12432974_2.fastq.gz	DNA	Frac_0.2	SRR12432974
RawFastqs/SRR12432975_1.fastq.gz	DNA	Frac_0.2	SRR12432975
RawFastqs/SRR12432975_2.fastq.gz	DNA	Frac_0.2	SRR12432975
RawFastqs/SRR12432976_1.fastq.gz	DNA	Frac_0.2	SRR12432976
