asvLen	totReads	numSamps
ASV.1	325	60366	3
ASV.2	325	31410	3
ASV.3	328	4183	3
ASV.4	328	2497	3
ASV.8	328	2178	3
ASV.16	328	599	2
ASV.17	199	592	3
ASV.19	203	539	1
ASV.21	325	482	1
ASV.22	328	414	1
ASV.23	325	413	3
ASV.25	322	347	3
ASV.26	262	301	3
ASV.27	328	298	1
ASV.28	325	287	1
ASV.29	325	280	1
ASV.31	348	202	2
ASV.32	322	192	2
ASV.34	262	150	1
ASV.35	258	142	1
ASV.39	328	109	1
ASV.40	282	109	2
ASV.42	328	105	1
ASV.46	328	98	1
ASV.48	322	86	1
ASV.53	328	77	1
ASV.54	325	72	1
ASV.56	348	64	1
ASV.58	262	61	3
ASV.60	348	50	2
ASV.61	328	50	1
ASV.63	328	44	1
ASV.72	328	36	1
ASV.73	325	34	1
ASV.74	328	33	1
ASV.75	240	32	1
ASV.78	328	31	1
ASV.84	328	26	1
ASV.85	199	26	1
ASV.87	223	25	1
ASV.88	325	24	1
ASV.93	262	21	1
ASV.95	269	21	2
ASV.105	235	15	1
ASV.106	203	15	1
ASV.108	197	14	1
ASV.112	325	12	1
ASV.115	328	12	1
ASV.117	255	11	2
ASV.120	328	11	1
ASV.121	268	10	1
ASV.122	196	10	1
ASV.123	223	9	1
ASV.124	323	9	1
ASV.125	286	9	1
ASV.128	330	9	1
ASV.130	218	8	1
ASV.136	222	8	1
ASV.137	340	8	1
ASV.140	229	7	1
ASV.141	361	7	1
ASV.142	332	7	1
ASV.143	325	7	1
ASV.144	262	7	1
ASV.145	225	7	1
ASV.146	199	7	1
ASV.148	327	7	1
ASV.152	234	6	1
ASV.153	288	6	1
ASV.154	284	6	1
ASV.155	315	6	1
ASV.156	266	6	1
ASV.158	205	6	1
ASV.159	256	6	1
ASV.160	245	5	1
ASV.161	346	5	1
ASV.162	260	5	1
ASV.163	276	5	1
ASV.164	255	5	1
ASV.167	214	5	1
ASV.168	310	5	2
ASV.169	256	5	1
ASV.170	208	5	1
ASV.172	214	4	1
ASV.173	294	4	1
ASV.174	277	4	1
ASV.175	291	4	1
ASV.176	256	4	1
ASV.177	307	4	1
ASV.178	212	4	1
ASV.182	253	4	1
ASV.185	220	4	1
ASV.186	208	4	1
ASV.189	314	3	1
ASV.190	285	3	1
ASV.191	218	3	1
ASV.192	363	3	1
ASV.193	199	3	1
ASV.194	328	3	1
ASV.195	234	3	1
ASV.196	232	3	1
ASV.197	319	3	1
ASV.198	217	3	1
ASV.199	262	3	1
ASV.200	296	3	1
ASV.201	221	3	1
ASV.202	310	3	1
ASV.205	296	3	1
ASV.207	202	3	1
ASV.208	257	3	1
ASV.209	272	3	1
ASV.210	291	3	1
ASV.217	230	3	1
ASV.218	319	3	1
ASV.221	291	2	1
ASV.222	292	2	1
ASV.223	214	2	1
ASV.224	283	2	1
ASV.225	200	2	1
ASV.226	354	2	1
ASV.227	249	2	1
ASV.228	363	2	1
ASV.229	258	2	1
ASV.230	333	2	1
ASV.231	288	2	1
ASV.232	244	2	1
ASV.233	274	2	1
ASV.239	282	2	1
ASV.240	244	2	1
ASV.241	291	2	1
ASV.249	215	2	1
ASV.250	201	2	1
ASV.251	278	2	1
ASV.252	244	2	1
ASV.253	294	2	1
ASV.254	211	2	1
ASV.260	354	1	1
