SAMPLEID,coastal.200km
DRR205311,TRUE
DRR205313,TRUE
DRR205314,TRUE
DRR205318,TRUE
DRR205321,TRUE
DRR205312,TRUE
DRR205315_transcriptomic,TRUE
DRR205316,TRUE
DRR205317,TRUE
DRR205319_transcriptomic,TRUE
DRR205320,TRUE
DRR205322_transcriptomic,TRUE
DRR205323,TRUE
DRR205324,TRUE
