SRR11948576	SRR11948577	SRR11948578	SRR11948579	SRR11948580	SRR11948581	SRR11948582	SRR11948583	SRR11948584	SRR11948585	SRR11948586	SRR11948587	SRR11948588	SRR11948589
ASV.678	0	0	0	40	0	0	0	0	0	0	0	0	0	0
ASV.680	0	0	0	0	0	28	0	12	0	0	0	0	0	0
ASV.681	0	0	0	0	0	40	0	0	0	0	0	0	0	0
ASV.685	0	0	0	0	0	0	0	40	0	0	0	0	0	0
ASV.688	0	0	0	0	0	0	0	0	0	40	0	0	0	0
ASV.691	0	0	0	0	0	39	0	0	0	0	0	0	0	0
ASV.702	0	0	0	0	0	3	0	0	0	0	0	0	0	35
ASV.704	0	0	0	0	0	38	0	0	0	0	0	0	0	0
ASV.707	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV.713	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ASV.715	9	0	0	0	0	0	0	0	26	0	2	0	0	0
ASV.717	0	0	0	31	0	0	0	6	0	0	0	0	0	0
ASV.719	0	0	0	0	0	37	0	0	0	0	0	0	0	0
ASV.720	0	0	0	0	0	37	0	0	0	0	0	0	0	0
ASV.721	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV.722	0	0	0	0	0	0	0	0	0	37	0	0	0	0
ASV.727	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV.728	0	0	0	0	0	21	0	15	0	0	0	0	0	0
ASV.729	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV.730	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV.734	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ASV.741	0	0	0	0	0	35	0	0	0	0	0	0	0	0
ASV.742	0	0	0	0	0	35	0	0	0	0	0	0	0	0
ASV.745	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV.747	0	0	0	0	0	0	0	0	0	35	0	0	0	0
ASV.751	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV.752	13	10	0	0	0	0	0	0	9	0	2	0	0	0
ASV.753	15	0	0	0	0	0	0	0	17	0	2	0	0	0
ASV.754	0	0	0	0	0	34	0	0	0	0	0	0	0	0
ASV.758	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV.762	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV.764	0	0	0	0	0	0	0	0	0	34	0	0	0	0
ASV.765	0	0	0	0	0	0	0	0	0	0	0	0	34	0
ASV.767	22	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.777	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV.778	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV.780	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV.781	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV.782	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV.783	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ASV.787	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV.788	14	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.799	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV.801	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV.805	0	0	0	0	0	0	0	0	0	32	0	0	0	0
ASV.811	19	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.815	0	0	0	0	0	31	0	0	0	0	0	0	0	0
ASV.816	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV.818	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV.819	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV.821	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV.823	0	0	0	0	0	0	0	0	0	31	0	0	0	0
ASV.826	3	3	0	0	0	0	0	0	16	0	8	0	0	0
ASV.830	0	9	0	0	0	0	0	0	21	0	0	0	0	0
ASV.835	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV.839	0	0	0	0	0	0	0	0	30	0	0	0	0	0
ASV.841	0	0	0	0	0	0	0	0	0	30	0	0	0	0
ASV.846	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ASV.847	29	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.854	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV.857	0	0	0	0	0	0	29	0	0	0	0	0	0	0
ASV.875	0	0	0	0	0	28	0	0	0	0	0	0	0	0
ASV.877	0	0	0	0	0	28	0	0	0	0	0	0	0	0
ASV.880	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV.881	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV.882	0	0	0	0	0	0	0	0	23	0	5	0	0	0
ASV.883	0	0	0	0	0	0	0	0	24	0	4	0	0	0
ASV.884	0	0	0	0	0	0	0	0	0	28	0	0	0	0
ASV.888	12	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.897	0	0	0	0	0	27	0	0	0	0	0	0	0	0
ASV.898	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV.899	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV.902	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ASV.909	26	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.924	0	0	0	0	0	15	0	5	0	0	0	6	0	0
ASV.927	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV.928	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV.929	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV.930	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV.931	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV.932	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV.933	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.934	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.935	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.941	12	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.942	7	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.943	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.944	0	0	0	6	19	0	0	0	0	0	0	0	0	0
ASV.946	0	0	0	0	0	25	0	0	0	0	0	0	0	0
ASV.949	0	0	0	0	0	11	0	0	0	0	0	0	0	14
ASV.951	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ASV.952	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ASV.970	0	0	0	0	0	24	0	0	0	0	0	0	0	0
ASV.972	0	0	0	0	0	0	0	14	0	10	0	0	0	0
ASV.977	0	0	0	0	0	0	0	24	0	0	0	0	0	0
ASV.978	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV.981	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV.985	0	20	0	0	0	0	0	0	0	3	0	0	0	0
ASV.991	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ASV.994	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ASV.997	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.1011	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ASV.1014	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV.1018	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.1026	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV.1029	0	18	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1038	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV.1041	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1042	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1043	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1044	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1045	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1046	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1047	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1051	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV.1054	0	0	0	0	0	0	0	0	0	21	0	0	0	0
ASV.1056	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV.1060	0	11	0	3	0	0	0	0	0	0	0	6	0	0
ASV.1075	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1076	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1077	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1078	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1079	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1080	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.1083	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV.1087	0	0	0	0	0	0	0	0	11	0	0	9	0	0
ASV.1088	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.1090	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.1092	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.1098	6	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.1120	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASV.1121	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASV.1122	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV.1124	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV.1125	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV.1126	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV.1131	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV.1133	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV.1138	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1148	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ASV.1150	0	0	0	0	0	8	0	0	0	10	0	0	0	0
ASV.1152	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV.1154	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV.1155	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV.1160	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.1161	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.1169	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV.1171	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV.1172	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV.1173	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV.1175	6	0	0	5	0	0	0	0	6	0	0	0	0	0
ASV.1176	5	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.1177	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1179	0	6	0	0	0	0	0	0	0	9	0	2	0	0
ASV.1188	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV.1189	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV.1196	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV.1198	0	0	0	0	0	0	12	5	0	0	0	0	0	0
ASV.1199	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV.1201	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV.1206	0	0	0	0	0	0	0	0	3	0	14	0	0	0
ASV.1207	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV.1213	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.1214	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.1215	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.1228	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV.1231	6	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.1232	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1249	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1250	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1251	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1253	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1254	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1255	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.1259	0	0	0	0	0	0	0	0	6	0	10	0	0	0
ASV.1260	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV.1264	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.1270	3	0	0	0	0	0	0	0	10	0	2	0	0	0
ASV.1281	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.1283	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV.1285	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV.1291	0	0	0	0	0	7	0	0	0	0	0	8	0	0
ASV.1292	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV.1296	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.1300	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.1301	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.1303	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.1307	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.1312	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.1316	4	0	0	0	0	0	0	0	7	0	3	0	0	0
ASV.1318	8	0	0	0	0	0	0	0	3	0	3	0	0	0
ASV.1319	0	5	0	9	0	0	0	0	0	0	0	0	0	0
ASV.1320	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1321	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1338	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV.1340	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV.1345	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.1347	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.1355	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.1360	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.1368	2	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.1378	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.1379	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.1386	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.1391	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.1392	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.1394	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.1395	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.1396	0	0	0	0	0	0	3	10	0	0	0	0	0	0
ASV.1404	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.1405	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.1410	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.1411	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.1414	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.1415	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.1418	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.1419	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.1420	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.1430	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.1439	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1463	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.1469	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.1482	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.1484	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.1485	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.1486	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.1487	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.1491	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.1492	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.1494	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.1497	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.1498	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.1508	5	2	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1509	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1511	6	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.1514	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1515	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1536	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV.1537	0	0	0	0	0	5	0	0	0	6	0	0	0	0
ASV.1538	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV.1541	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV.1550	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.1551	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.1554	0	0	0	0	0	0	0	0	8	0	3	0	0	0
ASV.1555	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.1556	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.1557	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.1567	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.1569	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.1572	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.1574	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.1576	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1577	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1605	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.1607	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.1608	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.1609	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.1613	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.1624	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.1626	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.1628	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.1629	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.1631	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.1635	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.1639	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.1640	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.1641	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV.1642	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV.1657	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1664	6	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1665	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1666	2	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1667	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1671	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1679	0	0	0	3	0	0	0	0	6	0	0	0	0	0
ASV.1694	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV.1702	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.1705	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.1713	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.1717	0	0	0	0	0	0	0	0	6	0	3	0	0	0
ASV.1718	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.1719	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.1720	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.1721	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.1722	0	0	0	0	0	0	0	0	4	0	5	0	0	0
ASV.1723	0	0	0	0	0	0	0	0	0	5	0	4	0	0
ASV.1724	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1725	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1726	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1727	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1733	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1734	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.1735	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV.1739	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.1745	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1746	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1747	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1752	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1753	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1754	6	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.1755	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1758	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1760	0	6	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1766	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV.1771	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV.1783	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV.1786	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV.1788	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV.1795	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.1801	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.1802	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.1810	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.1812	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.1813	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1814	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1815	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1816	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1817	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1818	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1819	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.1820	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1821	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1823	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1824	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1826	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1830	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV.1845	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1846	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1847	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1849	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1850	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1851	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1852	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1858	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV.1891	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV.1893	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV.1899	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1901	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1902	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1916	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1917	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1918	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1919	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1920	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1921	0	0	0	0	0	0	0	0	5	0	2	0	0	0
ASV.1922	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1923	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1925	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1926	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1927	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1928	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1931	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1932	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1933	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1934	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV.1937	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1949	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1953	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1955	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1956	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1957	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1958	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1959	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1960	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1961	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1962	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1967	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1968	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1969	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1974	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1975	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1990	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2004	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2006	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2007	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2009	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2010	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2012	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV.2017	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2022	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2024	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2038	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2044	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2045	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2046	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2047	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2048	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2049	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2050	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2051	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2052	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2057	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2058	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2059	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2060	0	0	0	0	0	0	0	0	4	0	2	0	0	0
