asvLen	totReads	numSamps
ASV.1	325	68532	3
ASV.2	325	6695	3
ASV.3	322	1169	3
ASV.4	262	1115	3
ASV.6	322	603	3
ASV.7	322	580	3
ASV.8	258	569	3
ASV.13	328	451	2
ASV.14	317	442	2
ASV.15	262	396	3
ASV.16	328	368	3
ASV.17	282	363	3
ASV.19	282	331	3
ASV.20	328	330	2
ASV.22	322	248	1
ASV.24	348	186	3
ASV.26	202	171	3
ASV.27	262	158	3
ASV.28	340	130	2
ASV.30	317	111	1
ASV.31	322	111	3
ASV.32	196	108	2
ASV.33	296	105	2
ASV.34	282	102	3
ASV.35	340	100	1
ASV.36	282	97	2
ASV.37	322	90	1
ASV.38	294	90	2
ASV.40	314	68	2
ASV.41	299	68	1
ASV.43	296	64	3
ASV.44	269	63	3
ASV.46	262	61	1
ASV.48	244	56	1
ASV.49	282	54	2
ASV.50	348	52	2
ASV.51	266	50	2
ASV.52	314	50	2
ASV.53	299	45	1
ASV.54	322	44	1
ASV.56	322	44	1
ASV.57	346	43	2
ASV.59	282	43	1
ASV.60	201	41	3
ASV.61	214	39	2
ASV.63	322	38	1
ASV.64	223	37	2
ASV.65	322	37	1
ASV.66	299	33	1
ASV.67	313	32	1
ASV.68	206	31	2
ASV.70	314	31	1
ASV.71	273	29	2
ASV.72	348	28	2
ASV.73	262	28	1
ASV.74	335	27	2
ASV.75	270	24	1
ASV.76	262	23	1
ASV.77	314	22	1
ASV.78	259	21	3
ASV.79	270	21	1
ASV.80	262	21	2
ASV.81	282	20	1
ASV.82	284	20	1
ASV.83	268	20	1
ASV.84	244	20	1
ASV.85	322	19	2
ASV.87	306	18	1
ASV.88	328	18	1
ASV.89	240	18	1
ASV.90	323	17	1
ASV.91	360	17	2
ASV.92	235	17	1
ASV.93	212	17	1
ASV.95	269	17	1
ASV.96	247	16	1
ASV.97	262	16	1
ASV.99	223	15	1
ASV.100	259	15	2
ASV.101	296	15	1
ASV.102	337	15	1
ASV.103	247	15	1
ASV.105	296	15	1
ASV.106	247	15	1
ASV.107	247	14	1
ASV.108	332	14	1
ASV.109	253	14	1
ASV.110	230	14	1
ASV.111	223	14	1
ASV.112	278	14	1
ASV.113	256	14	1
ASV.114	283	13	1
ASV.115	325	13	1
ASV.116	294	13	2
ASV.118	325	12	2
ASV.119	235	12	1
ASV.120	228	12	1
ASV.121	254	12	1
ASV.122	358	12	2
ASV.125	286	12	1
ASV.126	320	11	1
ASV.127	235	11	1
ASV.131	227	11	1
ASV.132	280	11	1
ASV.133	253	11	1
ASV.134	282	10	1
ASV.135	247	10	1
ASV.136	303	10	1
ASV.137	255	10	1
ASV.138	280	10	1
ASV.139	247	10	1
ASV.140	257	10	1
ASV.141	253	10	1
ASV.142	255	9	1
ASV.143	225	9	1
ASV.144	332	9	1
ASV.145	228	9	1
ASV.146	201	9	1
ASV.147	213	9	1
ASV.148	244	9	1
ASV.149	223	9	1
ASV.150	362	9	1
ASV.151	333	8	1
ASV.152	207	8	1
ASV.153	196	8	1
ASV.154	290	8	1
ASV.155	196	8	1
ASV.156	250	8	2
ASV.157	320	8	1
ASV.158	287	8	1
ASV.159	244	8	1
ASV.160	196	8	1
ASV.161	205	8	1
ASV.162	354	8	1
ASV.163	220	8	1
ASV.164	281	8	1
ASV.165	252	8	1
ASV.166	360	8	1
ASV.168	316	8	1
ASV.169	222	8	1
ASV.170	328	8	1
ASV.171	206	8	1
ASV.172	199	8	1
ASV.173	254	7	1
ASV.176	360	7	1
ASV.177	250	7	1
ASV.178	280	7	1
ASV.179	296	7	1
ASV.180	294	7	1
ASV.181	352	7	1
ASV.182	280	7	1
ASV.183	294	7	1
ASV.184	322	7	1
ASV.185	205	7	1
ASV.186	329	7	1
ASV.187	292	7	1
ASV.188	235	7	1
ASV.189	230	7	1
ASV.190	224	7	1
ASV.191	225	7	1
ASV.192	197	7	1
ASV.193	298	7	1
ASV.195	213	7	1
ASV.196	223	7	1
ASV.198	197	7	1
ASV.199	303	7	1
ASV.200	241	7	1
ASV.201	322	7	1
ASV.202	239	7	1
ASV.203	252	7	1
ASV.204	263	7	1
ASV.205	274	6	1
ASV.207	229	6	1
ASV.208	207	6	1
ASV.209	262	6	1
ASV.210	283	6	1
ASV.211	332	6	1
ASV.212	216	6	1
ASV.213	206	6	1
ASV.214	225	6	1
ASV.215	223	6	1
ASV.216	313	6	1
ASV.217	252	6	1
ASV.218	250	6	1
ASV.219	243	6	1
ASV.220	325	6	1
ASV.221	200	6	1
ASV.222	232	6	1
ASV.223	216	6	1
ASV.224	286	6	1
ASV.225	250	6	1
ASV.226	328	6	1
ASV.227	313	6	1
ASV.228	286	6	1
ASV.229	298	6	1
ASV.230	247	6	1
ASV.231	337	6	1
ASV.232	316	6	1
ASV.233	307	6	1
ASV.234	325	6	1
ASV.235	241	6	1
ASV.236	249	6	1
ASV.237	256	6	1
ASV.238	298	5	1
ASV.239	230	5	1
ASV.240	336	5	1
ASV.241	288	5	1
ASV.242	291	5	1
ASV.243	281	5	1
ASV.244	206	5	1
ASV.245	286	5	1
ASV.246	221	5	1
ASV.247	242	5	1
ASV.248	207	5	1
ASV.249	215	5	1
ASV.250	297	5	1
ASV.251	197	5	1
ASV.252	239	5	1
ASV.253	320	5	1
ASV.254	348	5	1
ASV.255	348	5	1
ASV.256	277	5	1
ASV.257	337	5	1
ASV.258	195	5	1
ASV.259	316	5	1
ASV.260	245	5	1
ASV.261	344	5	1
ASV.262	327	5	1
ASV.263	203	5	1
ASV.264	282	5	1
ASV.265	275	5	1
ASV.266	274	5	1
ASV.267	225	5	1
ASV.268	248	5	1
ASV.269	221	5	1
ASV.270	278	5	1
ASV.271	352	5	1
ASV.272	288	5	1
ASV.273	240	5	1
ASV.274	294	5	1
ASV.275	202	5	1
ASV.276	322	5	1
ASV.277	275	5	1
ASV.278	218	5	1
ASV.281	328	5	1
ASV.282	279	5	1
ASV.283	338	5	1
ASV.284	300	5	1
ASV.285	325	5	1
ASV.286	276	5	1
ASV.287	286	5	1
ASV.288	332	5	1
ASV.289	259	5	1
ASV.290	262	5	1
ASV.291	233	5	1
ASV.292	310	4	1
ASV.293	329	4	1
ASV.294	259	4	1
ASV.295	316	4	1
ASV.296	304	4	1
ASV.297	326	4	1
ASV.298	311	4	1
ASV.299	325	4	1
ASV.300	198	4	1
ASV.301	302	4	1
ASV.302	280	4	1
ASV.303	288	4	1
ASV.304	314	4	1
ASV.305	242	4	1
ASV.306	281	4	1
ASV.307	269	4	1
ASV.308	208	4	1
ASV.309	259	4	1
ASV.310	240	4	1
ASV.311	258	4	1
ASV.312	210	4	1
ASV.313	263	4	1
ASV.314	222	4	1
ASV.315	232	4	1
ASV.316	307	4	1
ASV.317	362	4	1
ASV.318	263	4	1
ASV.319	232	4	1
ASV.320	263	4	1
ASV.321	245	4	1
ASV.322	285	4	1
ASV.323	197	4	1
ASV.324	205	4	1
ASV.325	221	4	1
ASV.326	298	4	1
ASV.327	283	4	1
ASV.328	260	4	1
ASV.329	236	4	1
ASV.330	344	4	1
ASV.331	276	4	1
ASV.332	358	4	1
ASV.333	304	4	1
ASV.334	313	4	1
ASV.335	271	4	1
ASV.336	295	4	1
ASV.337	238	4	1
ASV.338	308	4	1
ASV.339	353	4	1
ASV.340	262	4	1
ASV.341	255	4	1
ASV.342	302	4	1
ASV.343	296	4	1
ASV.344	274	4	1
ASV.345	325	4	1
ASV.346	197	4	1
ASV.347	217	4	1
ASV.348	265	4	1
ASV.349	229	4	1
ASV.350	233	4	1
ASV.351	315	4	1
ASV.352	313	4	1
ASV.353	214	3	1
ASV.354	199	3	1
ASV.355	281	3	1
ASV.357	215	3	1
ASV.358	222	3	1
ASV.359	259	3	1
ASV.360	246	3	1
ASV.361	226	3	1
ASV.362	228	3	1
ASV.363	286	3	1
ASV.364	216	3	1
ASV.365	296	3	1
ASV.367	199	3	1
ASV.368	227	3	1
ASV.369	227	3	1
ASV.370	269	3	1
ASV.371	196	3	1
ASV.372	199	3	1
ASV.373	258	3	1
ASV.375	250	3	1
ASV.376	334	3	1
ASV.377	323	3	1
ASV.378	213	3	1
ASV.379	317	3	1
ASV.380	213	3	1
ASV.381	324	3	1
ASV.382	231	3	1
ASV.383	226	3	1
ASV.384	221	3	1
ASV.385	266	3	1
ASV.386	259	3	1
ASV.387	230	3	1
ASV.388	328	3	1
ASV.389	330	3	1
ASV.390	317	3	1
ASV.391	241	3	1
ASV.392	214	3	1
ASV.393	235	3	1
ASV.394	204	3	1
ASV.395	261	3	1
ASV.396	285	3	1
ASV.397	268	3	1
ASV.398	271	3	1
ASV.399	222	3	1
ASV.400	252	3	1
ASV.401	196	3	1
ASV.402	244	3	1
ASV.403	332	3	1
ASV.404	339	3	1
ASV.405	296	3	1
ASV.406	256	3	1
