DRR090493	DRR090494	DRR090495	DRR090496	DRR090497	DRR090498	DRR090499	DRR090500	DRR090501	DRR090502	DRR090503	DRR090504	DRR090505	DRR090506	DRR090507	DRR090508	DRR090509	DRR090510	DRR090511	DRR090512
ASV.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
ASV.546	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.547	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
ASV.552	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
ASV.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	14	0	0	0
ASV.560	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
ASV.572	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
ASV.574	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.576	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.579	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
ASV.580	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
ASV.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
ASV.584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135
ASV.585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135
ASV.590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
ASV.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
ASV.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131
ASV.600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131
ASV.601	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.605	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	0	4
ASV.606	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
ASV.610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	22
ASV.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
ASV.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
ASV.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
ASV.632	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
ASV.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
ASV.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
ASV.652	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.655	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
ASV.657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
ASV.666	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
ASV.668	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.672	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
ASV.684	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	52
ASV.694	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
ASV.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
ASV.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
ASV.710	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
ASV.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
ASV.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
ASV.724	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.726	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
ASV.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
ASV.728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
ASV.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
ASV.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
ASV.755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
ASV.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99
ASV.767	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.773	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.782	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	49
ASV.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
ASV.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
ASV.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
ASV.802	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.812	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.825	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.826	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
ASV.834	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
ASV.843	19	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	19	11	15	20
ASV.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
ASV.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0
ASV.879	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0
ASV.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	2	0
ASV.888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
ASV.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
ASV.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
ASV.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
ASV.925	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ASV.926	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ASV.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
ASV.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
ASV.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
ASV.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
ASV.970	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
ASV.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
ASV.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
ASV.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
ASV.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	19
ASV.999	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
ASV.1018	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0
ASV.1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
ASV.1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
ASV.1026	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	23	0	0	17
ASV.1032	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1051	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0
ASV.1066	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1091	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
ASV.1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
ASV.1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
ASV.1126	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
ASV.1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
ASV.1218	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1225	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
ASV.1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
ASV.1241	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1244	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
ASV.1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
ASV.1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
ASV.1292	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
ASV.1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
ASV.1321	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
ASV.1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0
ASV.1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
ASV.1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
ASV.1397	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ASV.1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV.1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
ASV.1428	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	7
ASV.1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ASV.1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ASV.1475	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
ASV.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
ASV.1527	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV.1560	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
ASV.1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ASV.1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
ASV.1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
ASV.1672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
ASV.1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
ASV.1726	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0
ASV.1791	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1797	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1878	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
ASV.2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
ASV.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV.2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
ASV.2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
ASV.2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV.2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV.2091	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2097	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASV.2205	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2208	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV.2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV.2273	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2363	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV.2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ASV.2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV.2513	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2523	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV.2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV.2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV.2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV.2746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV.2796	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2797	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3024	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.3115	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3139	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV.3204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.3206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.3281	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3284	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.3406	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3417	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3421	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3423	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV.3433	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.3445	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV.3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV.3485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.3557	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3578	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3579	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.3584	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0
ASV.3631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV.3653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.3698	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3717	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3742	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3763	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3878	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
ASV.3940	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3961	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3968	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV.4043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.4156	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4157	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4188	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4203	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0
ASV.4230	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV.4232	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV.4242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV.4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.4437	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4438	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4441	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
ASV.4629	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4630	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4648	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.4750	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4751	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4775	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4783	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4830	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.4835	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.4846	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV.4857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.4899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.4901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.5048	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ASV.5259	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5266	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV.5272	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV.5273	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV.5324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
ASV.5343	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV.5365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.5373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.5376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.5413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.5466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV.5470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.5487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ASV.5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.5637	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ASV.5665	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5710	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5755	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5926	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.5953	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.6044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.6056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.6057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.6058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.6102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.6151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.6185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ASV.6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.6224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.6262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.6265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.6566	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6837	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6857	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.6904	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.6951	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.6999	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.7023	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.7025	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.7026	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.7049	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.7064	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.7084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.7216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.7269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
