SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.2868	0	22	0	0	0	0	0	0	0	0
ASV.2869	0	22	0	0	0	0	0	0	0	0
ASV.2870	0	22	0	0	0	0	0	0	0	0
ASV.2871	0	22	0	0	0	0	0	0	0	0
ASV.2872	0	22	0	0	0	0	0	0	0	0
ASV.2873	0	22	0	0	0	0	0	0	0	0
ASV.2874	0	22	0	0	0	0	0	0	0	0
ASV.2875	0	7	15	0	0	0	0	0	0	0
ASV.2876	0	22	0	0	0	0	0	0	0	0
ASV.2877	0	22	0	0	0	0	0	0	0	0
ASV.2878	0	22	0	0	0	0	0	0	0	0
ASV.2879	0	22	0	0	0	0	0	0	0	0
ASV.2880	0	22	0	0	0	0	0	0	0	0
ASV.2881	0	0	22	0	0	0	0	0	0	0
ASV.2882	0	0	22	0	0	0	0	0	0	0
ASV.2883	0	0	22	0	0	0	0	0	0	0
ASV.2884	0	0	5	17	0	0	0	0	0	0
ASV.2885	0	0	22	0	0	0	0	0	0	0
ASV.2886	0	0	16	6	0	0	0	0	0	0
ASV.2887	0	0	22	0	0	0	0	0	0	0
ASV.2888	0	0	22	0	0	0	0	0	0	0
ASV.2889	0	0	22	0	0	0	0	0	0	0
ASV.2890	0	0	0	22	0	0	0	0	0	0
ASV.2891	0	0	0	22	0	0	0	0	0	0
ASV.2892	0	0	0	22	0	0	0	0	0	0
ASV.2893	0	0	0	22	0	0	0	0	0	0
ASV.2894	0	0	0	22	0	0	0	0	0	0
ASV.2895	0	0	0	22	0	0	0	0	0	0
ASV.2896	0	0	0	22	0	0	0	0	0	0
ASV.2897	0	0	0	22	0	0	0	0	0	0
ASV.2898	0	0	0	22	0	0	0	0	0	0
ASV.2899	0	0	0	3	11	0	5	0	0	3
ASV.2900	0	0	0	22	0	0	0	0	0	0
ASV.2901	0	0	0	22	0	0	0	0	0	0
ASV.2902	0	0	0	22	0	0	0	0	0	0
ASV.2903	0	0	0	22	0	0	0	0	0	0
ASV.2904	0	0	0	22	0	0	0	0	0	0
ASV.2905	0	0	0	22	0	0	0	0	0	0
ASV.2906	0	0	0	22	0	0	0	0	0	0
ASV.2907	0	0	0	22	0	0	0	0	0	0
ASV.2908	0	0	0	22	0	0	0	0	0	0
ASV.2909	0	0	0	22	0	0	0	0	0	0
ASV.2910	0	0	0	22	0	0	0	0	0	0
ASV.2911	0	0	0	22	0	0	0	0	0	0
ASV.2912	0	0	0	22	0	0	0	0	0	0
ASV.2913	0	0	0	22	0	0	0	0	0	0
ASV.2914	0	0	0	22	0	0	0	0	0	0
ASV.2915	0	0	0	22	0	0	0	0	0	0
ASV.2916	0	0	0	22	0	0	0	0	0	0
ASV.2917	0	0	0	22	0	0	0	0	0	0
ASV.2918	0	0	0	22	0	0	0	0	0	0
ASV.2919	0	0	0	22	0	0	0	0	0	0
ASV.2920	0	0	0	22	0	0	0	0	0	0
ASV.2921	0	0	0	22	0	0	0	0	0	0
ASV.2922	0	0	0	22	0	0	0	0	0	0
ASV.2923	0	0	0	22	0	0	0	0	0	0
ASV.2924	0	0	0	22	0	0	0	0	0	0
ASV.2925	0	0	0	22	0	0	0	0	0	0
ASV.2926	0	0	0	22	0	0	0	0	0	0
ASV.2927	0	0	0	5	0	0	0	0	0	17
ASV.2928	0	0	0	22	0	0	0	0	0	0
ASV.2929	0	0	0	9	0	0	0	0	0	13
ASV.2933	0	0	0	0	0	0	22	0	0	0
ASV.2934	0	0	0	0	0	0	22	0	0	0
ASV.2936	0	0	0	0	0	0	0	22	0	0
ASV.2937	0	0	0	0	0	0	0	0	22	0
ASV.2938	0	0	0	0	0	0	0	0	22	0
ASV.2939	0	0	0	0	0	0	0	0	22	0
ASV.2940	0	0	0	0	0	0	0	0	0	22
ASV.2941	0	0	0	0	0	0	0	0	0	22
ASV.2942	0	0	0	0	0	0	0	0	0	22
ASV.2943	0	0	0	0	0	0	0	0	0	22
ASV.2944	0	0	0	0	0	0	0	0	0	22
ASV.2945	0	0	0	0	0	0	0	0	0	22
ASV.2946	0	0	0	0	0	0	0	0	0	22
ASV.2947	0	0	0	0	0	0	0	0	0	22
ASV.2948	0	0	0	0	0	0	0	0	0	22
ASV.2949	0	0	0	0	0	0	0	0	0	22
ASV.2951	21	0	0	0	0	0	0	0	0	0
ASV.2952	5	0	0	0	0	0	0	0	0	16
ASV.2953	21	0	0	0	0	0	0	0	0	0
ASV.2954	21	0	0	0	0	0	0	0	0	0
ASV.2955	5	0	0	0	0	0	0	0	0	16
ASV.2956	21	0	0	0	0	0	0	0	0	0
ASV.2957	21	0	0	0	0	0	0	0	0	0
ASV.2958	21	0	0	0	0	0	0	0	0	0
ASV.2959	21	0	0	0	0	0	0	0	0	0
ASV.2960	21	0	0	0	0	0	0	0	0	0
ASV.2961	21	0	0	0	0	0	0	0	0	0
ASV.2962	21	0	0	0	0	0	0	0	0	0
ASV.2963	3	0	0	0	0	0	0	0	0	18
ASV.2964	21	0	0	0	0	0	0	0	0	0
ASV.2965	19	0	2	0	0	0	0	0	0	0
ASV.2966	21	0	0	0	0	0	0	0	0	0
ASV.2967	21	0	0	0	0	0	0	0	0	0
ASV.2968	21	0	0	0	0	0	0	0	0	0
ASV.2969	21	0	0	0	0	0	0	0	0	0
ASV.2970	21	0	0	0	0	0	0	0	0	0
ASV.2971	21	0	0	0	0	0	0	0	0	0
ASV.2972	21	0	0	0	0	0	0	0	0	0
ASV.2973	21	0	0	0	0	0	0	0	0	0
ASV.2974	21	0	0	0	0	0	0	0	0	0
ASV.2975	5	0	0	0	0	0	0	0	0	16
ASV.2976	0	21	0	0	0	0	0	0	0	0
ASV.2977	0	21	0	0	0	0	0	0	0	0
ASV.2978	0	21	0	0	0	0	0	0	0	0
ASV.2979	0	21	0	0	0	0	0	0	0	0
ASV.2980	0	8	13	0	0	0	0	0	0	0
ASV.2981	0	21	0	0	0	0	0	0	0	0
ASV.2982	0	21	0	0	0	0	0	0	0	0
ASV.2983	0	21	0	0	0	0	0	0	0	0
ASV.2984	0	21	0	0	0	0	0	0	0	0
ASV.2985	0	21	0	0	0	0	0	0	0	0
ASV.2986	0	21	0	0	0	0	0	0	0	0
ASV.2987	0	21	0	0	0	0	0	0	0	0
ASV.2988	0	21	0	0	0	0	0	0	0	0
ASV.2989	0	21	0	0	0	0	0	0	0	0
ASV.2990	0	21	0	0	0	0	0	0	0	0
ASV.2991	0	21	0	0	0	0	0	0	0	0
ASV.2992	0	21	0	0	0	0	0	0	0	0
ASV.2993	0	21	0	0	0	0	0	0	0	0
ASV.2994	0	21	0	0	0	0	0	0	0	0
ASV.2995	0	21	0	0	0	0	0	0	0	0
ASV.2996	0	3	18	0	0	0	0	0	0	0
ASV.2997	0	21	0	0	0	0	0	0	0	0
ASV.2998	0	21	0	0	0	0	0	0	0	0
ASV.2999	0	21	0	0	0	0	0	0	0	0
ASV.3000	0	18	3	0	0	0	0	0	0	0
ASV.3001	0	21	0	0	0	0	0	0	0	0
ASV.3002	0	21	0	0	0	0	0	0	0	0
ASV.3003	0	15	6	0	0	0	0	0	0	0
ASV.3004	0	21	0	0	0	0	0	0	0	0
ASV.3005	0	21	0	0	0	0	0	0	0	0
ASV.3006	0	21	0	0	0	0	0	0	0	0
ASV.3007	0	21	0	0	0	0	0	0	0	0
ASV.3008	0	15	6	0	0	0	0	0	0	0
ASV.3009	0	21	0	0	0	0	0	0	0	0
ASV.3010	0	21	0	0	0	0	0	0	0	0
ASV.3011	0	21	0	0	0	0	0	0	0	0
ASV.3012	0	21	0	0	0	0	0	0	0	0
ASV.3013	0	0	21	0	0	0	0	0	0	0
ASV.3014	0	0	21	0	0	0	0	0	0	0
ASV.3015	0	0	16	5	0	0	0	0	0	0
ASV.3016	0	0	21	0	0	0	0	0	0	0
ASV.3017	0	0	21	0	0	0	0	0	0	0
ASV.3018	0	0	2	19	0	0	0	0	0	0
ASV.3019	0	0	9	12	0	0	0	0	0	0
ASV.3020	0	0	21	0	0	0	0	0	0	0
ASV.3021	0	0	21	0	0	0	0	0	0	0
ASV.3022	0	0	21	0	0	0	0	0	0	0
ASV.3023	0	0	0	21	0	0	0	0	0	0
ASV.3024	0	0	0	21	0	0	0	0	0	0
ASV.3025	0	0	0	21	0	0	0	0	0	0
ASV.3026	0	0	0	21	0	0	0	0	0	0
ASV.3027	0	0	0	21	0	0	0	0	0	0
ASV.3028	0	0	0	21	0	0	0	0	0	0
ASV.3029	0	0	0	21	0	0	0	0	0	0
ASV.3030	0	0	0	21	0	0	0	0	0	0
ASV.3031	0	0	0	21	0	0	0	0	0	0
ASV.3032	0	0	0	21	0	0	0	0	0	0
ASV.3033	0	0	0	21	0	0	0	0	0	0
ASV.3034	0	0	0	21	0	0	0	0	0	0
ASV.3035	0	0	0	21	0	0	0	0	0	0
ASV.3036	0	0	0	21	0	0	0	0	0	0
ASV.3037	0	0	0	21	0	0	0	0	0	0
ASV.3038	0	0	0	21	0	0	0	0	0	0
ASV.3039	0	0	0	21	0	0	0	0	0	0
ASV.3040	0	0	0	21	0	0	0	0	0	0
ASV.3041	0	0	0	21	0	0	0	0	0	0
ASV.3042	0	0	0	3	0	18	0	0	0	0
ASV.3043	0	0	0	21	0	0	0	0	0	0
ASV.3044	0	0	0	21	0	0	0	0	0	0
ASV.3045	0	0	0	21	0	0	0	0	0	0
ASV.3046	0	0	0	21	0	0	0	0	0	0
ASV.3047	0	0	0	21	0	0	0	0	0	0
ASV.3048	0	0	0	21	0	0	0	0	0	0
ASV.3049	0	0	0	21	0	0	0	0	0	0
ASV.3050	0	0	0	21	0	0	0	0	0	0
ASV.3051	0	0	0	21	0	0	0	0	0	0
ASV.3052	0	0	0	21	0	0	0	0	0	0
ASV.3053	0	0	0	21	0	0	0	0	0	0
ASV.3054	0	0	0	21	0	0	0	0	0	0
ASV.3055	0	0	0	21	0	0	0	0	0	0
ASV.3056	0	0	0	21	0	0	0	0	0	0
ASV.3057	0	0	0	21	0	0	0	0	0	0
ASV.3058	0	0	0	21	0	0	0	0	0	0
ASV.3059	0	0	0	21	0	0	0	0	0	0
ASV.3060	0	0	0	21	0	0	0	0	0	0
ASV.3061	0	0	0	21	0	0	0	0	0	0
ASV.3062	0	0	0	21	0	0	0	0	0	0
ASV.3063	0	0	0	21	0	0	0	0	0	0
ASV.3064	0	0	0	21	0	0	0	0	0	0
ASV.3065	0	0	0	21	0	0	0	0	0	0
ASV.3066	0	0	0	21	0	0	0	0	0	0
ASV.3067	0	0	0	21	0	0	0	0	0	0
ASV.3068	0	0	0	21	0	0	0	0	0	0
ASV.3069	0	0	0	21	0	0	0	0	0	0
ASV.3070	0	0	0	0	21	0	0	0	0	0
ASV.3072	0	0	0	0	0	0	21	0	0	0
ASV.3073	0	0	0	0	0	0	0	0	21	0
ASV.3076	0	0	0	0	0	0	0	0	0	21
ASV.3077	0	0	0	0	0	0	0	0	0	21
ASV.3078	0	0	0	0	0	0	0	0	0	21
ASV.3079	0	0	0	0	0	0	0	0	0	21
ASV.3080	0	0	0	0	0	0	0	0	0	21
ASV.3081	0	0	0	0	0	0	0	0	0	21
ASV.3082	0	0	0	0	0	0	0	0	0	21
ASV.3083	0	0	0	0	0	0	0	0	0	21
ASV.3084	0	0	0	0	0	0	0	0	0	21
ASV.3085	20	0	0	0	0	0	0	0	0	0
ASV.3086	20	0	0	0	0	0	0	0	0	0
ASV.3087	10	0	0	10	0	0	0	0	0	0
ASV.3088	20	0	0	0	0	0	0	0	0	0
ASV.3089	20	0	0	0	0	0	0	0	0	0
ASV.3090	20	0	0	0	0	0	0	0	0	0
ASV.3091	20	0	0	0	0	0	0	0	0	0
ASV.3092	20	0	0	0	0	0	0	0	0	0
ASV.3093	20	0	0	0	0	0	0	0	0	0
ASV.3094	20	0	0	0	0	0	0	0	0	0
ASV.3095	20	0	0	0	0	0	0	0	0	0
ASV.3096	20	0	0	0	0	0	0	0	0	0
ASV.3097	20	0	0	0	0	0	0	0	0	0
ASV.3098	20	0	0	0	0	0	0	0	0	0
ASV.3099	20	0	0	0	0	0	0	0	0	0
ASV.3100	20	0	0	0	0	0	0	0	0	0
ASV.3101	20	0	0	0	0	0	0	0	0	0
ASV.3102	20	0	0	0	0	0	0	0	0	0
ASV.3103	0	20	0	0	0	0	0	0	0	0
ASV.3104	0	20	0	0	0	0	0	0	0	0
ASV.3105	0	12	8	0	0	0	0	0	0	0
ASV.3106	0	10	10	0	0	0	0	0	0	0
ASV.3107	0	20	0	0	0	0	0	0	0	0
ASV.3108	0	20	0	0	0	0	0	0	0	0
ASV.3109	0	20	0	0	0	0	0	0	0	0
ASV.3110	0	20	0	0	0	0	0	0	0	0
ASV.3111	0	20	0	0	0	0	0	0	0	0
ASV.3112	0	20	0	0	0	0	0	0	0	0
ASV.3113	0	20	0	0	0	0	0	0	0	0
ASV.3114	0	20	0	0	0	0	0	0	0	0
ASV.3115	0	20	0	0	0	0	0	0	0	0
ASV.3116	0	20	0	0	0	0	0	0	0	0
ASV.3117	0	20	0	0	0	0	0	0	0	0
ASV.3118	0	20	0	0	0	0	0	0	0	0
ASV.3119	0	20	0	0	0	0	0	0	0	0
ASV.3120	0	20	0	0	0	0	0	0	0	0
ASV.3123	0	20	0	0	0	0	0	0	0	0
ASV.3124	0	20	0	0	0	0	0	0	0	0
ASV.3125	0	20	0	0	0	0	0	0	0	0
ASV.3126	0	20	0	0	0	0	0	0	0	0
ASV.3127	0	10	0	10	0	0	0	0	0	0
ASV.3128	0	20	0	0	0	0	0	0	0	0
ASV.3129	0	20	0	0	0	0	0	0	0	0
ASV.3130	0	20	0	0	0	0	0	0	0	0
ASV.3131	0	20	0	0	0	0	0	0	0	0
ASV.3132	0	20	0	0	0	0	0	0	0	0
ASV.3133	0	18	2	0	0	0	0	0	0	0
ASV.3134	0	20	0	0	0	0	0	0	0	0
ASV.3135	0	20	0	0	0	0	0	0	0	0
ASV.3136	0	20	0	0	0	0	0	0	0	0
ASV.3137	0	20	0	0	0	0	0	0	0	0
ASV.3138	0	20	0	0	0	0	0	0	0	0
ASV.3139	0	20	0	0	0	0	0	0	0	0
ASV.3140	0	20	0	0	0	0	0	0	0	0
ASV.3141	0	20	0	0	0	0	0	0	0	0
ASV.3142	0	20	0	0	0	0	0	0	0	0
ASV.3143	0	20	0	0	0	0	0	0	0	0
ASV.3144	0	20	0	0	0	0	0	0	0	0
ASV.3145	0	3	0	17	0	0	0	0	0	0
ASV.3146	0	20	0	0	0	0	0	0	0	0
ASV.3147	0	20	0	0	0	0	0	0	0	0
ASV.3148	0	20	0	0	0	0	0	0	0	0
ASV.3149	0	20	0	0	0	0	0	0	0	0
ASV.3150	0	20	0	0	0	0	0	0	0	0
ASV.3151	0	20	0	0	0	0	0	0	0	0
ASV.3152	0	20	0	0	0	0	0	0	0	0
ASV.3153	0	20	0	0	0	0	0	0	0	0
ASV.3154	0	20	0	0	0	0	0	0	0	0
ASV.3155	0	0	20	0	0	0	0	0	0	0
ASV.3156	0	0	6	0	0	0	0	0	0	14
ASV.3157	0	0	20	0	0	0	0	0	0	0
ASV.3158	0	0	20	0	0	0	0	0	0	0
ASV.3159	0	0	20	0	0	0	0	0	0	0
ASV.3160	0	0	20	0	0	0	0	0	0	0
ASV.3161	0	0	20	0	0	0	0	0	0	0
ASV.3162	0	0	20	0	0	0	0	0	0	0
ASV.3163	0	0	20	0	0	0	0	0	0	0
ASV.3164	0	0	7	5	0	0	0	0	0	8
ASV.3165	0	0	20	0	0	0	0	0	0	0
ASV.3166	0	0	0	20	0	0	0	0	0	0
ASV.3167	0	0	0	20	0	0	0	0	0	0
ASV.3168	0	0	0	20	0	0	0	0	0	0
ASV.3169	0	0	0	20	0	0	0	0	0	0
ASV.3170	0	0	0	20	0	0	0	0	0	0
ASV.3171	0	0	0	20	0	0	0	0	0	0
ASV.3172	0	0	0	20	0	0	0	0	0	0
ASV.3173	0	0	0	20	0	0	0	0	0	0
ASV.3174	0	0	0	20	0	0	0	0	0	0
ASV.3175	0	0	0	20	0	0	0	0	0	0
ASV.3176	0	0	0	20	0	0	0	0	0	0
ASV.3177	0	0	0	10	0	0	0	0	0	10
ASV.3178	0	0	0	20	0	0	0	0	0	0
ASV.3179	0	0	0	20	0	0	0	0	0	0
ASV.3180	0	0	0	20	0	0	0	0	0	0
ASV.3181	0	0	0	20	0	0	0	0	0	0
ASV.3182	0	0	0	20	0	0	0	0	0	0
ASV.3183	0	0	0	20	0	0	0	0	0	0
ASV.3184	0	0	0	20	0	0	0	0	0	0
ASV.3185	0	0	0	20	0	0	0	0	0	0
ASV.3186	0	0	0	20	0	0	0	0	0	0
ASV.3187	0	0	0	20	0	0	0	0	0	0
ASV.3188	0	0	0	20	0	0	0	0	0	0
ASV.3189	0	0	0	20	0	0	0	0	0	0
ASV.3190	0	0	0	20	0	0	0	0	0	0
ASV.3191	0	0	0	20	0	0	0	0	0	0
ASV.3192	0	0	0	20	0	0	0	0	0	0
ASV.3193	0	0	0	20	0	0	0	0	0	0
ASV.3194	0	0	0	20	0	0	0	0	0	0
ASV.3195	0	0	0	20	0	0	0	0	0	0
ASV.3196	0	0	0	20	0	0	0	0	0	0
ASV.3197	0	0	0	20	0	0	0	0	0	0
ASV.3198	0	0	0	20	0	0	0	0	0	0
ASV.3199	0	0	0	20	0	0	0	0	0	0
ASV.3200	0	0	0	20	0	0	0	0	0	0
ASV.3201	0	0	0	20	0	0	0	0	0	0
ASV.3202	0	0	0	20	0	0	0	0	0	0
ASV.3203	0	0	0	20	0	0	0	0	0	0
ASV.3204	0	0	0	20	0	0	0	0	0	0
ASV.3205	0	0	0	20	0	0	0	0	0	0
ASV.3206	0	0	0	20	0	0	0	0	0	0
ASV.3207	0	0	0	20	0	0	0	0	0	0
ASV.3208	0	0	0	20	0	0	0	0	0	0
ASV.3210	0	0	0	20	0	0	0	0	0	0
ASV.3211	0	0	0	20	0	0	0	0	0	0
ASV.3212	0	0	0	20	0	0	0	0	0	0
ASV.3213	0	0	0	20	0	0	0	0	0	0
ASV.3214	0	0	0	20	0	0	0	0	0	0
ASV.3215	0	0	0	20	0	0	0	0	0	0
ASV.3217	0	0	0	0	0	20	0	0	0	0
ASV.3218	0	0	0	0	0	20	0	0	0	0
ASV.3219	0	0	0	0	0	20	0	0	0	0
ASV.3223	0	0	0	0	0	0	15	0	5	0
ASV.3224	0	0	0	0	0	0	20	0	0	0
ASV.3227	0	0	0	0	0	0	0	0	20	0
ASV.3229	0	0	0	0	0	0	0	0	0	20
ASV.3230	0	0	0	0	0	0	0	0	0	20
ASV.3231	0	0	0	0	0	0	0	0	0	20
ASV.3232	0	0	0	0	0	0	0	0	0	20
ASV.3233	0	0	0	0	0	0	0	0	0	20
ASV.3234	0	0	0	0	0	0	0	0	0	20
ASV.3235	0	0	0	0	0	0	0	0	0	20
ASV.3236	0	0	0	0	0	0	0	0	0	20
ASV.3237	0	0	0	0	0	0	0	0	0	20
ASV.3238	0	0	0	0	0	0	0	0	0	20
ASV.3239	0	0	0	0	0	0	0	0	0	20
ASV.3240	0	0	0	0	0	0	0	0	0	20
ASV.3241	0	0	0	0	0	0	0	0	0	20
ASV.3242	0	0	0	0	0	0	0	0	0	20
ASV.3243	0	0	0	0	0	0	0	0	0	20
ASV.3244	0	0	0	0	0	0	0	0	0	20
ASV.3245	0	0	0	0	0	0	0	0	0	20
ASV.3246	0	0	0	0	0	0	0	0	0	20
ASV.3247	0	0	0	0	0	0	0	0	0	20
ASV.3248	16	0	0	0	0	0	0	0	0	3
ASV.3249	19	0	0	0	0	0	0	0	0	0
ASV.3250	19	0	0	0	0	0	0	0	0	0
ASV.3251	19	0	0	0	0	0	0	0	0	0
ASV.3252	14	0	0	0	0	0	0	0	0	5
ASV.3253	19	0	0	0	0	0	0	0	0	0
ASV.3254	19	0	0	0	0	0	0	0	0	0
ASV.3255	19	0	0	0	0	0	0	0	0	0
ASV.3256	19	0	0	0	0	0	0	0	0	0
ASV.3257	19	0	0	0	0	0	0	0	0	0
ASV.3258	19	0	0	0	0	0	0	0	0	0
ASV.3259	19	0	0	0	0	0	0	0	0	0
ASV.3260	19	0	0	0	0	0	0	0	0	0
ASV.3261	19	0	0	0	0	0	0	0	0	0
ASV.3262	19	0	0	0	0	0	0	0	0	0
ASV.3263	19	0	0	0	0	0	0	0	0	0
ASV.3264	19	0	0	0	0	0	0	0	0	0
ASV.3265	19	0	0	0	0	0	0	0	0	0
ASV.3266	19	0	0	0	0	0	0	0	0	0
ASV.3267	19	0	0	0	0	0	0	0	0	0
ASV.3268	19	0	0	0	0	0	0	0	0	0
ASV.3269	19	0	0	0	0	0	0	0	0	0
ASV.3270	19	0	0	0	0	0	0	0	0	0
ASV.3271	19	0	0	0	0	0	0	0	0	0
ASV.3272	19	0	0	0	0	0	0	0	0	0
ASV.3273	19	0	0	0	0	0	0	0	0	0
ASV.3274	19	0	0	0	0	0	0	0	0	0
ASV.3275	0	19	0	0	0	0	0	0	0	0
ASV.3276	0	19	0	0	0	0	0	0	0	0
ASV.3277	0	19	0	0	0	0	0	0	0	0
ASV.3278	0	19	0	0	0	0	0	0	0	0
ASV.3279	0	19	0	0	0	0	0	0	0	0
ASV.3280	0	19	0	0	0	0	0	0	0	0
ASV.3281	0	19	0	0	0	0	0	0	0	0
ASV.3282	0	19	0	0	0	0	0	0	0	0
ASV.3283	0	19	0	0	0	0	0	0	0	0
ASV.3284	0	19	0	0	0	0	0	0	0	0
ASV.3285	0	19	0	0	0	0	0	0	0	0
ASV.3286	0	19	0	0	0	0	0	0	0	0
ASV.3287	0	19	0	0	0	0	0	0	0	0
ASV.3288	0	19	0	0	0	0	0	0	0	0
ASV.3289	0	19	0	0	0	0	0	0	0	0
ASV.3290	0	19	0	0	0	0	0	0	0	0
ASV.3291	0	14	5	0	0	0	0	0	0	0
ASV.3292	0	19	0	0	0	0	0	0	0	0
ASV.3293	0	19	0	0	0	0	0	0	0	0
ASV.3294	0	19	0	0	0	0	0	0	0	0
ASV.3295	0	19	0	0	0	0	0	0	0	0
ASV.3296	0	13	6	0	0	0	0	0	0	0
ASV.3297	0	19	0	0	0	0	0	0	0	0
ASV.3298	0	19	0	0	0	0	0	0	0	0
ASV.3299	0	19	0	0	0	0	0	0	0	0
ASV.3300	0	19	0	0	0	0	0	0	0	0
ASV.3302	0	19	0	0	0	0	0	0	0	0
ASV.3303	0	19	0	0	0	0	0	0	0	0
ASV.3304	0	19	0	0	0	0	0	0	0	0
ASV.3305	0	19	0	0	0	0	0	0	0	0
ASV.3306	0	19	0	0	0	0	0	0	0	0
ASV.3307	0	19	0	0	0	0	0	0	0	0
ASV.3308	0	19	0	0	0	0	0	0	0	0
ASV.3309	0	19	0	0	0	0	0	0	0	0
ASV.3310	0	19	0	0	0	0	0	0	0	0
ASV.3311	0	19	0	0	0	0	0	0	0	0
ASV.3312	0	19	0	0	0	0	0	0	0	0
ASV.3313	0	19	0	0	0	0	0	0	0	0
ASV.3314	0	19	0	0	0	0	0	0	0	0
ASV.3315	0	16	3	0	0	0	0	0	0	0
ASV.3316	0	19	0	0	0	0	0	0	0	0
ASV.3317	0	19	0	0	0	0	0	0	0	0
ASV.3318	0	19	0	0	0	0	0	0	0	0
ASV.3319	0	19	0	0	0	0	0	0	0	0
ASV.3320	0	19	0	0	0	0	0	0	0	0
ASV.3321	0	8	11	0	0	0	0	0	0	0
ASV.3322	0	19	0	0	0	0	0	0	0	0
ASV.3323	0	19	0	0	0	0	0	0	0	0
ASV.3324	0	19	0	0	0	0	0	0	0	0
ASV.3325	0	19	0	0	0	0	0	0	0	0
ASV.3326	0	19	0	0	0	0	0	0	0	0
ASV.3327	0	19	0	0	0	0	0	0	0	0
ASV.3328	0	19	0	0	0	0	0	0	0	0
ASV.3329	0	19	0	0	0	0	0	0	0	0
ASV.3330	0	19	0	0	0	0	0	0	0	0
ASV.3333	0	19	0	0	0	0	0	0	0	0
ASV.3334	0	0	19	0	0	0	0	0	0	0
ASV.3335	0	0	19	0	0	0	0	0	0	0
ASV.3336	0	0	19	0	0	0	0	0	0	0
ASV.3337	0	0	19	0	0	0	0	0	0	0
ASV.3338	0	0	8	0	0	0	0	0	0	11
ASV.3339	0	0	19	0	0	0	0	0	0	0
ASV.3340	0	0	19	0	0	0	0	0	0	0
ASV.3341	0	0	10	0	0	0	0	0	0	9
ASV.3342	0	0	19	0	0	0	0	0	0	0
ASV.3344	0	0	19	0	0	0	0	0	0	0
ASV.3345	0	0	19	0	0	0	0	0	0	0
ASV.3346	0	0	19	0	0	0	0	0	0	0
ASV.3347	0	0	12	7	0	0	0	0	0	0
ASV.3348	0	0	19	0	0	0	0	0	0	0
ASV.3349	0	0	19	0	0	0	0	0	0	0
ASV.3350	0	0	19	0	0	0	0	0	0	0
ASV.3351	0	0	0	19	0	0	0	0	0	0
ASV.3352	0	0	0	19	0	0	0	0	0	0
ASV.3353	0	0	0	19	0	0	0	0	0	0
ASV.3354	0	0	0	19	0	0	0	0	0	0
ASV.3355	0	0	0	19	0	0	0	0	0	0
ASV.3356	0	0	0	19	0	0	0	0	0	0
ASV.3357	0	0	0	19	0	0	0	0	0	0
ASV.3358	0	0	0	19	0	0	0	0	0	0
ASV.3359	0	0	0	19	0	0	0	0	0	0
ASV.3360	0	0	0	19	0	0	0	0	0	0
ASV.3361	0	0	0	19	0	0	0	0	0	0
ASV.3362	0	0	0	19	0	0	0	0	0	0
ASV.3363	0	0	0	19	0	0	0	0	0	0
ASV.3364	0	0	0	19	0	0	0	0	0	0
ASV.3365	0	0	0	19	0	0	0	0	0	0
ASV.3366	0	0	0	19	0	0	0	0	0	0
ASV.3367	0	0	0	19	0	0	0	0	0	0
ASV.3368	0	0	0	19	0	0	0	0	0	0
ASV.3369	0	0	0	19	0	0	0	0	0	0
ASV.3370	0	0	0	19	0	0	0	0	0	0
ASV.3371	0	0	0	19	0	0	0	0	0	0
ASV.3372	0	0	0	19	0	0	0	0	0	0
ASV.3373	0	0	0	19	0	0	0	0	0	0
ASV.3374	0	0	0	19	0	0	0	0	0	0
ASV.3375	0	0	0	19	0	0	0	0	0	0
ASV.3376	0	0	0	19	0	0	0	0	0	0
ASV.3377	0	0	0	19	0	0	0	0	0	0
ASV.3378	0	0	0	19	0	0	0	0	0	0
ASV.3379	0	0	0	19	0	0	0	0	0	0
ASV.3380	0	0	0	19	0	0	0	0	0	0
ASV.3381	0	0	0	19	0	0	0	0	0	0
ASV.3382	0	0	0	19	0	0	0	0	0	0
ASV.3383	0	0	0	19	0	0	0	0	0	0
ASV.3384	0	0	0	19	0	0	0	0	0	0
ASV.3385	0	0	0	19	0	0	0	0	0	0
ASV.3386	0	0	0	19	0	0	0	0	0	0
ASV.3387	0	0	0	19	0	0	0	0	0	0
ASV.3388	0	0	0	19	0	0	0	0	0	0
ASV.3389	0	0	0	19	0	0	0	0	0	0
ASV.3390	0	0	0	19	0	0	0	0	0	0
ASV.3391	0	0	0	19	0	0	0	0	0	0
ASV.3392	0	0	0	19	0	0	0	0	0	0
ASV.3393	0	0	0	19	0	0	0	0	0	0
ASV.3394	0	0	0	19	0	0	0	0	0	0
ASV.3395	0	0	0	19	0	0	0	0	0	0
ASV.3396	0	0	0	19	0	0	0	0	0	0
ASV.3397	0	0	0	19	0	0	0	0	0	0
ASV.3398	0	0	0	0	0	19	0	0	0	0
ASV.3400	0	0	0	0	0	0	19	0	0	0
ASV.3401	0	0	0	0	0	0	19	0	0	0
ASV.3402	0	0	0	0	0	0	19	0	0	0
ASV.3403	0	0	0	0	0	0	19	0	0	0
ASV.3404	0	0	0	0	0	0	19	0	0	0
ASV.3405	0	0	0	0	0	0	19	0	0	0
