#Source	Type	SizeFrac	SampName
RawFastqs/SRR15563687_2.fastq.gz	DNA	Frac_0.2	SRR15563687
RawFastqs/SRR15563688_1.fastq.gz	DNA	Frac_0.2	SRR15563688
RawFastqs/SRR15563688_2.fastq.gz	DNA	Frac_0.2	SRR15563688
RawFastqs/SRR15563689_1.fastq.gz	DNA	Frac_0.2	SRR15563689
RawFastqs/SRR15563689_2.fastq.gz	DNA	Frac_0.2	SRR15563689
RawFastqs/SRR15563690_1.fastq.gz	DNA	Frac_0.2	SRR15563690
RawFastqs/SRR15563690_2.fastq.gz	DNA	Frac_0.2	SRR15563690
RawFastqs/SRR15563691_1.fastq.gz	DNA	Frac_0.2	SRR15563691
RawFastqs/SRR15563691_2.fastq.gz	DNA	Frac_0.2	SRR15563691
RawFastqs/SRR15563692_1.fastq.gz	DNA	Frac_0.2	SRR15563692
RawFastqs/SRR15563692_2.fastq.gz	DNA	Frac_0.2	SRR15563692
RawFastqs/SRR15563693_1.fastq.gz	DNA	Frac_0.2	SRR15563693
RawFastqs/SRR15563693_2.fastq.gz	DNA	Frac_0.2	SRR15563693
RawFastqs/SRR15563694_1.fastq.gz	DNA	Frac_0.2	SRR15563694
RawFastqs/SRR15563694_2.fastq.gz	DNA	Frac_0.2	SRR15563694
RawFastqs/SRR15563695_1.fastq.gz	DNA	Frac_0.2	SRR15563695
RawFastqs/SRR15563695_2.fastq.gz	DNA	Frac_0.2	SRR15563695
RawFastqs/SRR15563696_1.fastq.gz	DNA	Frac_0.2	SRR15563696
RawFastqs/SRR15563696_2.fastq.gz	DNA	Frac_0.2	SRR15563696
RawFastqs/SRR15563697_1.fastq.gz	DNA	Frac_0.2	SRR15563697
RawFastqs/SRR15563697_2.fastq.gz	DNA	Frac_0.2	SRR15563697
RawFastqs/SRR15563698_1.fastq.gz	DNA	Frac_0.2	SRR15563698
RawFastqs/SRR15563698_2.fastq.gz	DNA	Frac_0.2	SRR15563698
RawFastqs/SRR15563699_1.fastq.gz	DNA	Frac_0.2	SRR15563699
RawFastqs/SRR15563699_2.fastq.gz	DNA	Frac_0.2	SRR15563699
RawFastqs/SRR15563700_1.fastq.gz	DNA	Frac_0.2	SRR15563700
RawFastqs/SRR15563700_2.fastq.gz	DNA	Frac_0.2	SRR15563700
RawFastqs/SRR15563701_1.fastq.gz	DNA	Frac_0.2	SRR15563701
RawFastqs/SRR15563701_2.fastq.gz	DNA	Frac_0.2	SRR15563701
RawFastqs/SRR15564309_1.fastq.gz	DNA	Frac_0.2	SRR15564309
RawFastqs/SRR15564309_2.fastq.gz	DNA	Frac_0.2	SRR15564309
RawFastqs/SRR15564310_1.fastq.gz	DNA	Frac_0.2	SRR15564310
RawFastqs/SRR15564310_2.fastq.gz	DNA	Frac_0.2	SRR15564310
RawFastqs/SRR15564311_1.fastq.gz	DNA	Frac_0.2	SRR15564311
RawFastqs/SRR15564311_2.fastq.gz	DNA	Frac_0.2	SRR15564311
