asvLen	totReads	numSamps
ASV.1	325	66570	3
ASV.2	325	29515	3
ASV.8	322	1211	3
ASV.13	322	673	3
ASV.16	328	534	2
ASV.17	322	529	3
ASV.18	262	519	3
ASV.21	328	324	1
ASV.22	282	302	3
ASV.23	262	295	3
ASV.24	328	292	2
ASV.25	199	271	2
ASV.27	262	210	3
ASV.28	322	184	2
ASV.31	282	166	2
ASV.32	325	161	1
ASV.34	328	140	1
ASV.35	348	137	3
ASV.37	262	109	2
ASV.38	348	106	2
ASV.39	325	100	1
ASV.41	255	96	3
ASV.44	325	78	1
ASV.45	196	77	3
ASV.46	328	75	1
ASV.48	273	67	2
ASV.49	215	63	3
ASV.50	262	59	2
ASV.51	199	57	1
ASV.52	340	55	2
ASV.53	282	55	1
ASV.55	325	51	2
ASV.56	214	51	2
ASV.57	235	51	2
ASV.61	353	47	2
ASV.62	322	45	1
ASV.63	256	44	2
ASV.64	299	42	2
ASV.65	269	42	2
ASV.67	222	40	3
ASV.68	293	39	1
ASV.72	255	37	1
ASV.76	229	32	2
ASV.77	360	32	1
ASV.79	286	30	2
ASV.80	202	29	1
ASV.84	212	28	2
ASV.87	340	26	1
ASV.88	275	25	1
ASV.90	257	25	1
ASV.91	350	24	2
ASV.92	325	24	1
ASV.93	222	23	1
ASV.95	256	23	1
ASV.96	247	22	2
ASV.97	299	21	1
ASV.98	284	21	2
ASV.99	239	21	2
ASV.100	360	20	1
ASV.101	273	19	3
ASV.103	254	19	2
ASV.104	249	19	2
ASV.105	261	18	3
ASV.106	269	18	2
ASV.107	323	18	2
ASV.109	269	18	1
ASV.110	328	18	1
ASV.111	282	17	1
ASV.112	199	17	1
ASV.113	298	17	1
ASV.114	205	16	1
ASV.116	261	16	1
ASV.117	328	14	1
ASV.118	289	14	2
ASV.119	248	14	2
ASV.120	330	14	1
ASV.122	294	13	1
ASV.123	258	12	2
ASV.126	266	12	1
ASV.127	296	12	1
ASV.128	328	12	1
ASV.131	317	11	2
ASV.132	195	11	2
ASV.133	269	11	1
ASV.134	206	11	2
ASV.135	352	11	2
ASV.136	282	11	1
ASV.137	266	11	1
ASV.138	302	10	1
ASV.143	259	10	1
ASV.144	262	10	1
ASV.145	325	10	1
ASV.146	294	10	1
ASV.147	208	10	1
ASV.149	325	9	1
ASV.152	237	9	1
