asvLen	totReads	numSamps
ASV.1	325	103636	4
ASV.2	325	26476	4
ASV.3	328	4304	4
ASV.4	328	4251	4
ASV.5	328	4177	4
ASV.11	328	1654	4
ASV.13	325	1460	4
ASV.18	325	756	4
ASV.20	322	511	4
ASV.21	322	477	4
ASV.27	262	255	3
ASV.28	328	248	3
ASV.34	262	207	3
ASV.35	322	190	3
ASV.36	262	180	4
ASV.38	255	175	3
ASV.43	282	153	4
ASV.44	255	137	4
ASV.57	322	83	2
ASV.58	328	82	1
ASV.64	199	73	3
ASV.66	296	71	2
ASV.68	328	70	1
ASV.71	262	62	3
ASV.72	328	60	1
ASV.75	348	50	3
ASV.78	328	48	1
ASV.79	203	46	1
ASV.82	196	42	3
ASV.84	340	38	2
ASV.86	262	35	1
ASV.87	322	34	2
ASV.88	328	32	1
ASV.89	320	31	1
ASV.91	328	31	2
ASV.94	338	28	1
ASV.95	252	28	1
ASV.96	223	28	2
ASV.98	328	28	1
ASV.99	325	27	2
ASV.103	199	25	1
ASV.104	322	24	1
ASV.106	310	24	2
ASV.107	266	24	2
ASV.109	328	23	1
ASV.110	322	22	1
ASV.112	325	21	1
ASV.113	314	20	1
ASV.115	299	19	2
ASV.118	253	18	1
ASV.121	202	17	1
ASV.122	235	16	1
ASV.123	316	15	1
ASV.127	271	14	1
ASV.128	314	14	1
ASV.129	208	13	1
ASV.130	273	13	2
ASV.132	225	12	1
ASV.133	257	12	1
ASV.134	322	12	1
ASV.135	260	12	1
ASV.138	328	12	1
ASV.139	282	12	1
ASV.140	234	11	1
ASV.141	315	11	1
ASV.142	269	11	2
ASV.147	361	11	1
ASV.148	205	10	1
ASV.151	198	10	1
ASV.155	294	10	1
ASV.156	328	10	1
ASV.157	298	9	1
ASV.158	325	9	1
ASV.159	196	9	1
ASV.162	299	9	1
ASV.163	296	9	1
ASV.164	314	9	1
ASV.165	325	9	1
ASV.166	266	8	1
ASV.167	201	8	1
ASV.169	325	8	1
ASV.171	206	8	2
ASV.172	215	8	2
ASV.174	261	8	1
ASV.175	269	8	1
ASV.176	256	8	1
ASV.177	294	8	1
ASV.178	361	7	1
ASV.179	247	7	1
ASV.180	322	7	1
ASV.181	313	7	1
ASV.185	328	7	1
ASV.186	282	7	1
ASV.187	280	7	1
ASV.188	256	7	1
ASV.189	322	7	1
ASV.192	359	7	1
ASV.194	254	7	1
ASV.195	330	7	1
ASV.196	338	7	1
ASV.197	230	6	1
ASV.198	328	6	1
ASV.199	258	6	1
ASV.200	341	6	1
ASV.201	307	6	1
ASV.202	266	6	1
ASV.203	253	6	1
ASV.204	219	6	1
ASV.206	205	6	1
ASV.209	290	6	2
ASV.211	214	6	1
ASV.212	265	5	1
ASV.213	270	5	1
ASV.214	196	5	1
ASV.215	258	5	1
ASV.216	261	5	1
ASV.219	203	5	1
ASV.220	260	5	1
ASV.221	229	5	1
ASV.222	269	5	1
ASV.223	335	5	1
ASV.224	197	5	1
ASV.225	267	5	1
ASV.226	199	5	1
ASV.230	252	5	1
ASV.231	256	5	1
ASV.232	314	5	1
ASV.233	269	5	1
ASV.234	234	5	1
ASV.235	227	4	1
ASV.236	325	4	1
ASV.237	333	4	1
ASV.238	347	4	1
ASV.239	316	4	1
ASV.240	329	4	1
ASV.242	217	4	1
ASV.243	325	4	1
ASV.244	325	4	1
ASV.245	226	4	1
ASV.246	227	4	1
ASV.247	235	4	1
ASV.248	328	4	1
ASV.257	346	4	1
ASV.258	295	4	1
ASV.259	223	4	1
ASV.260	201	4	1
ASV.261	208	4	1
ASV.262	359	4	1
ASV.263	309	3	1
ASV.264	239	3	1
ASV.265	242	3	1
ASV.266	260	3	1
ASV.267	222	3	1
ASV.268	221	3	1
ASV.269	296	3	1
ASV.270	211	3	1
ASV.271	337	3	1
ASV.272	284	3	1
ASV.273	250	3	1
ASV.274	354	3	1
ASV.275	322	3	1
ASV.276	286	3	1
ASV.277	219	3	1
ASV.278	216	3	1
ASV.279	214	3	1
ASV.280	278	3	1
ASV.281	202	3	1
ASV.283	237	3	1
ASV.284	198	3	1
ASV.285	213	3	1
ASV.286	312	3	1
ASV.293	293	3	1
ASV.294	219	3	1
ASV.295	208	3	1
ASV.300	331	3	1
ASV.301	346	3	1
ASV.302	275	3	1
ASV.303	321	3	1
ASV.304	335	3	1
ASV.305	317	3	1
ASV.306	272	3	1
ASV.307	242	2	1
ASV.308	319	2	1
ASV.309	209	2	1
ASV.310	353	2	1
ASV.311	229	2	1
ASV.312	332	2	1
ASV.313	341	2	1
ASV.314	316	2	1
ASV.315	275	2	1
ASV.316	360	2	1
ASV.317	260	2	1
ASV.318	300	2	1
ASV.319	296	2	1
ASV.320	298	2	1
ASV.321	317	2	1
ASV.325	314	2	1
ASV.326	272	2	1
ASV.327	265	2	1
ASV.328	292	2	1
ASV.329	248	2	1
ASV.330	324	2	1
ASV.331	250	2	1
ASV.332	311	2	1
ASV.333	314	2	1
ASV.334	286	2	1
ASV.335	231	2	1
ASV.336	282	2	1
ASV.337	335	2	1
ASV.338	288	2	1
ASV.339	325	2	1
ASV.344	232	2	1
ASV.346	244	2	1
ASV.347	281	2	1
ASV.348	246	2	1
ASV.349	293	2	1
ASV.350	237	2	1
ASV.351	282	2	1
ASV.352	338	2	1
ASV.353	317	2	1
ASV.354	361	2	1
ASV.355	361	2	1
ASV.356	210	2	1
ASV.357	278	2	1
ASV.358	203	2	1
ASV.359	289	2	1
ASV.360	239	2	1
ASV.361	235	2	1
ASV.362	231	2	1
ASV.363	246	2	1
ASV.364	243	2	1
ASV.367	245	2	1
ASV.368	351	2	1
ASV.369	280	2	1
ASV.370	332	2	1
ASV.371	325	2	1
ASV.372	350	2	1
ASV.373	204	2	1
ASV.374	230	2	1
ASV.375	205	2	1
ASV.376	324	2	1
