SAMPLEID,coastal.200km
SRR11948580,FALSE
SRR11948581,FALSE
SRR11948584,FALSE
SRR11948585,FALSE
SRR11948578,FALSE
SRR11948579,FALSE
SRR11948586,FALSE
SRR11948587,FALSE
SRR11948576,FALSE
SRR11948577,FALSE
SRR11948582,FALSE
SRR11948583,FALSE
SRR11948588,FALSE
SRR11948589,FALSE
