ids1	ids2
AUID.86920	AUID.87113
AUID.86921	AUID.87124
AUID.86922	AUID.87135
AUID.86927	AUID.87186
AUID.86928	AUID.87196
AUID.86931	AUID.87227
AUID.86934	AUID.87260
AUID.86935	AUID.87271
AUID.86936	AUID.87282
AUID.86937	AUID.87292
AUID.86938	AUID.87303
AUID.86939	AUID.87314
AUID.86940	AUID.87325
AUID.86941	AUID.87336
AUID.86942	AUID.87347
AUID.86943	AUID.87367
AUID.86946	AUID.87400
AUID.86949	AUID.87451
AUID.86951	AUID.87467
AUID.86954	AUID.87500
AUID.86955	AUID.87511
AUID.86956	AUID.87520
AUID.86957	AUID.87528
AUID.86961	AUID.87587
AUID.86963	AUID.87608
AUID.86964	AUID.87618
AUID.86965	AUID.87629
AUID.86968	AUID.87660
AUID.86969	AUID.87671
AUID.86970	AUID.87692
AUID.86972	AUID.87724
AUID.86975	AUID.87765
AUID.86977	AUID.87786
AUID.86978	AUID.87816
AUID.86979	AUID.87837
AUID.86981	AUID.87859
AUID.86982	AUID.87870
AUID.86983	AUID.87881
AUID.86984	AUID.87892
AUID.86985	AUID.87903
AUID.86987	AUID.87952
AUID.86989	AUID.88003
AUID.86993	AUID.88057
AUID.87018	AUID.88388
AUID.87060	AUID.88434
AUID.87065	AUID.88439
AUID.87128	AUID.88506
AUID.87142	AUID.88521
AUID.87196	AUID.88579
AUID.87658	AUID.89070
AUID.87810	AUID.89231
AUID.87873	AUID.89298
AUID.89090	AUID.90615
AUID.91500	AUID.93230
AUID.92362	AUID.94163
AUID.144617	AUID.154057
AUID.98232	AUID.100051
AUID.96513	AUID.96554
AUID.144618	AUID.171210
AUID.144619	AUID.144663
AUID.96988	AUID.97575
AUID.96423	AUID.96502
AUID.144620	AUID.154058
AUID.144621	AUID.154971
AUID.144622	AUID.157662
AUID.144623	AUID.158554
AUID.144624	AUID.159457
AUID.144625	AUID.160344
AUID.96586	AUID.96568
AUID.144626	AUID.163028
AUID.144627	AUID.163957
AUID.144628	AUID.165757
AUID.144629	AUID.165850
AUID.144630	AUID.165951
AUID.144631	AUID.166048
AUID.144632	AUID.166238
AUID.144634	AUID.166622
AUID.144636	AUID.166812
AUID.144637	AUID.166904
AUID.144638	AUID.167000
AUID.144639	AUID.167102
AUID.144641	AUID.167302
AUID.144643	AUID.167588
AUID.144644	AUID.167688
AUID.144645	AUID.167789
AUID.144646	AUID.167890
AUID.144648	AUID.168189
AUID.144649	AUID.168288
AUID.144650	AUID.168389
AUID.144651	AUID.168482
AUID.144652	AUID.168774
AUID.144653	AUID.168870
AUID.144654	AUID.169163
AUID.144655	AUID.169261
AUID.144657	AUID.169547
AUID.144658	AUID.169646
AUID.144659	AUID.169743
AUID.144660	AUID.169844
AUID.144661	AUID.170041
AUID.144662	AUID.170230
AUID.144664	AUID.170912
AUID.144666	AUID.171112
AUID.144667	AUID.171315
AUID.144668	AUID.171410
AUID.144672	AUID.171882
AUID.144673	AUID.171973
AUID.144675	AUID.144761
AUID.144676	AUID.144954
AUID.144677	AUID.145053
AUID.144678	AUID.145150
AUID.144679	AUID.145247
AUID.144680	AUID.145344
AUID.144681	AUID.145437
AUID.144682	AUID.145626
AUID.144683	AUID.145713
AUID.144684	AUID.145806
AUID.144686	AUID.146005
AUID.144687	AUID.146384
AUID.144689	AUID.146575
AUID.144690	AUID.146667
AUID.144691	AUID.146767
AUID.144693	AUID.146963
AUID.144695	AUID.147151
AUID.144696	AUID.147246
AUID.144697	AUID.147335
AUID.144698	AUID.147434
AUID.144700	AUID.148004
AUID.144701	AUID.148106
AUID.144702	AUID.148287
AUID.144703	AUID.148382
AUID.144704	AUID.148482
AUID.144705	AUID.148766
AUID.144706	AUID.148866
AUID.144707	AUID.148968
AUID.144708	AUID.149065
AUID.144709	AUID.149248
AUID.144710	AUID.149345
AUID.144711	AUID.149441
AUID.144712	AUID.149534
AUID.144714	AUID.149734
AUID.144715	AUID.149920
AUID.144716	AUID.150014
AUID.144717	AUID.150113
AUID.144718	AUID.150211
AUID.144719	AUID.150304
AUID.144720	AUID.150406
AUID.144721	AUID.150498
AUID.144722	AUID.150684
AUID.144723	AUID.150776
AUID.144725	AUID.151046
AUID.144726	AUID.151230
AUID.144727	AUID.151415
AUID.144728	AUID.151514
AUID.144730	AUID.151698
AUID.144732	AUID.151879
AUID.144733	AUID.152074
AUID.144734	AUID.152162
AUID.144735	AUID.152252
AUID.144736	AUID.152620
AUID.144738	AUID.153153
AUID.144740	AUID.153413
AUID.144741	AUID.153597
AUID.144744	AUID.153965
AUID.144747	AUID.154517
AUID.144748	AUID.154612
AUID.144751	AUID.154882
AUID.144753	AUID.155067
AUID.144754	AUID.155161
AUID.144756	AUID.155352
AUID.144757	AUID.155517
AUID.144758	AUID.155617
AUID.144759	AUID.155878
AUID.144760	AUID.156132
AUID.144761	AUID.156318
AUID.144762	AUID.156407
AUID.144763	AUID.156576
AUID.144765	AUID.156860
AUID.144767	AUID.157042
AUID.144769	AUID.157224
AUID.144771	AUID.157399
AUID.144773	AUID.157744
AUID.144775	AUID.158011
AUID.144776	AUID.158099
AUID.144777	AUID.158189
AUID.144779	AUID.158373
AUID.144781	AUID.158739
AUID.144782	AUID.158818
AUID.144783	AUID.158919
AUID.144784	AUID.159018
AUID.144786	AUID.159198
AUID.144787	AUID.159372
AUID.144789	AUID.159641
AUID.144790	AUID.159715
AUID.144793	AUID.159988
AUID.144795	AUID.160154
AUID.144796	AUID.160250
AUID.144797	AUID.160345
AUID.144798	AUID.160622
AUID.144800	AUID.160795
AUID.144801	AUID.161068
AUID.144802	AUID.161250
AUID.98790	AUID.127771
AUID.144803	AUID.161494
AUID.144804	AUID.161584
AUID.144805	AUID.161769
AUID.144807	AUID.161957
AUID.144808	AUID.162142
AUID.144811	AUID.162395
AUID.144812	AUID.162490
AUID.144813	AUID.162578
AUID.144814	AUID.162672
AUID.144815	AUID.162854
AUID.144816	AUID.162938
AUID.144817	AUID.163029
AUID.144818	AUID.163132
AUID.144819	AUID.163227
AUID.144822	AUID.163579
AUID.144823	AUID.163760
AUID.144824	AUID.163860
AUID.144825	AUID.164060
AUID.144826	AUID.164152
AUID.144827	AUID.164424
AUID.144829	AUID.164612
AUID.144830	AUID.164710
AUID.144833	AUID.165193
AUID.144834	AUID.165296
AUID.144836	AUID.165457
AUID.144837	AUID.165539
AUID.144838	AUID.165599
AUID.144841	AUID.165672
AUID.144843	AUID.165707
AUID.144844	AUID.165718
AUID.144845	AUID.165729
AUID.144847	AUID.165746
AUID.144848	AUID.165758
AUID.144849	AUID.165769
AUID.144850	AUID.165779
AUID.144851	AUID.165795
AUID.144854	AUID.165869
AUID.144855	AUID.165889
AUID.144857	AUID.165909
AUID.144858	AUID.165919
AUID.144859	AUID.165930
AUID.144862	AUID.165961
AUID.144864	AUID.165992
AUID.144865	AUID.166002
AUID.144870	AUID.166059
AUID.144871	AUID.166076
AUID.144874	AUID.166105
AUID.144875	AUID.166125
AUID.144878	AUID.166150
AUID.144882	AUID.166200
AUID.144884	AUID.166218
AUID.144885	AUID.166227
AUID.144886	AUID.166248
AUID.144889	AUID.166287
AUID.144890	AUID.166298
AUID.144893	AUID.166331
AUID.144894	AUID.166352
AUID.144896	AUID.166381
AUID.144897	AUID.166398
AUID.144898	AUID.166415
AUID.144900	AUID.166437
AUID.144901	AUID.166446
AUID.144902	AUID.166455
AUID.144905	AUID.166485
AUID.144906	AUID.166495
AUID.144909	AUID.166527
AUID.144913	AUID.166576
AUID.144914	AUID.166595
AUID.144915	AUID.166605
AUID.144916	AUID.166614
AUID.144917	AUID.166632
AUID.144918	AUID.166642
AUID.144921	AUID.166680
AUID.144922	AUID.166690
AUID.144925	AUID.166736
AUID.144926	AUID.166765
AUID.144927	AUID.166775
AUID.144928	AUID.166795
AUID.144930	AUID.166813
AUID.144931	AUID.166821
AUID.144932	AUID.166830
AUID.144934	AUID.166866
AUID.144935	AUID.166893
AUID.144936	AUID.166905
AUID.144937	AUID.166912
AUID.144939	AUID.166968
AUID.144940	AUID.166979
AUID.144943	AUID.167020
AUID.144944	AUID.167029
AUID.144945	AUID.167039
AUID.144946	AUID.167049
AUID.144949	AUID.167080
AUID.144950	AUID.167091
AUID.144954	AUID.167142
AUID.144956	AUID.167171
AUID.144957	AUID.167181
AUID.144958	AUID.167200
AUID.144959	AUID.167211
AUID.144961	AUID.167232
AUID.144962	AUID.167250
AUID.144963	AUID.167261
AUID.144964	AUID.167272
AUID.144965	AUID.167282
AUID.144969	AUID.167332
AUID.144971	AUID.167353
AUID.144972	AUID.167359
AUID.144973	AUID.167385
AUID.144974	AUID.167397
AUID.144975	AUID.167405
AUID.144976	AUID.167415
AUID.144977	AUID.167425
AUID.144979	AUID.167465
AUID.144980	AUID.167476
AUID.144981	AUID.167485
AUID.144982	AUID.167496
AUID.144983	AUID.167505
AUID.144986	AUID.167543
AUID.144987	AUID.167559
AUID.144988	AUID.167580
AUID.144989	AUID.167589
AUID.144990	AUID.167599
AUID.144992	AUID.167639
AUID.144993	AUID.167649
AUID.144994	AUID.167659
AUID.144995	AUID.167667
AUID.144997	AUID.167689
AUID.144999	AUID.167711
AUID.145001	AUID.167749
AUID.145003	AUID.167780
AUID.145004	AUID.167790
AUID.145005	AUID.167801
AUID.145006	AUID.167810
AUID.145007	AUID.167821
AUID.145010	AUID.167849
AUID.145011	AUID.167870
AUID.145012	AUID.167880
AUID.145013	AUID.167901
AUID.145014	AUID.167910
AUID.145020	AUID.167989
AUID.145021	AUID.167995
AUID.145022	AUID.168015
AUID.145024	AUID.168045
AUID.145025	AUID.168065
AUID.145028	AUID.168097
AUID.145029	AUID.168107
AUID.145030	AUID.168118
AUID.145034	AUID.168170
AUID.145035	AUID.168181
AUID.145037	AUID.168200
AUID.145041	AUID.168238
AUID.145042	AUID.168247
AUID.145043	AUID.168256
AUID.145044	AUID.168267
AUID.145047	AUID.168309
AUID.145049	AUID.168347
AUID.145050	AUID.168357
AUID.145051	AUID.168368
AUID.145052	AUID.168379
AUID.145053	AUID.168390
AUID.145054	AUID.168400
AUID.145055	AUID.168419
AUID.145056	AUID.168444
AUID.145058	AUID.168464
AUID.145060	AUID.168493
AUID.145061	AUID.168520
AUID.145063	AUID.168540
AUID.145064	AUID.168550
AUID.145066	AUID.168568
AUID.145068	AUID.168608
AUID.145069	AUID.168619
AUID.145070	AUID.168628
AUID.145074	AUID.168666
AUID.145075	AUID.168677
AUID.145077	AUID.168699
AUID.145078	AUID.168710
AUID.145079	AUID.168721
AUID.145080	AUID.168732
AUID.145081	AUID.168739
AUID.145082	AUID.168752
AUID.145083	AUID.168763
AUID.145084	AUID.168775
AUID.145085	AUID.168782
AUID.145088	AUID.168839
AUID.145089	AUID.168849
AUID.145090	AUID.168860
AUID.145095	AUID.168930
AUID.145096	AUID.168941
AUID.145097	AUID.168950
AUID.145098	AUID.168959
AUID.145099	AUID.168977
AUID.145102	AUID.169009
AUID.145103	AUID.169018
AUID.145104	AUID.169038
AUID.145106	AUID.169069
AUID.145109	AUID.169097
AUID.145110	AUID.169107
AUID.145111	AUID.169115
AUID.145112	AUID.169124
AUID.145114	AUID.169145
AUID.145115	AUID.169164
AUID.145117	AUID.169193
AUID.145121	AUID.169243
AUID.145122	AUID.169251
AUID.145125	AUID.169280
AUID.145126	AUID.169289
AUID.145128	AUID.169329
AUID.145129	AUID.169359
AUID.145130	AUID.169368
AUID.145131	AUID.169378
AUID.145135	AUID.169426
AUID.145136	AUID.169434
AUID.145139	AUID.169485
AUID.145140	AUID.169490
AUID.145144	AUID.169538
AUID.145145	AUID.169558
AUID.145150	AUID.169604
AUID.145152	AUID.169625
AUID.145153	AUID.169635
AUID.145155	AUID.169658
AUID.145156	AUID.169668
AUID.145157	AUID.169679
AUID.145159	AUID.169715
AUID.145160	AUID.169725
AUID.145161	AUID.169734
AUID.145162	AUID.169744
AUID.145163	AUID.169764
AUID.145166	AUID.169795
AUID.145167	AUID.169804
AUID.145169	AUID.169834
AUID.145170	AUID.169845
AUID.145174	AUID.169886
AUID.145175	AUID.169897
AUID.145176	AUID.169906
AUID.145179	AUID.169943
AUID.145181	AUID.169983
AUID.145183	AUID.170013
AUID.145184	AUID.170022
AUID.145185	AUID.170032
AUID.145186	AUID.170049
AUID.145188	AUID.170070
AUID.145190	AUID.170090
AUID.145193	AUID.170127
AUID.145199	AUID.170195
AUID.145200	AUID.170205
AUID.145202	AUID.170221
AUID.145204	AUID.170240
AUID.98204	AUID.127180
AUID.145208	AUID.170297
AUID.145209	AUID.170306
AUID.145211	AUID.170327
AUID.145213	AUID.170348
AUID.145215	AUID.170368
AUID.145217	AUID.170390
AUID.145218	AUID.170417
AUID.145220	AUID.170437
AUID.145221	AUID.170448
AUID.145222	AUID.170458
AUID.145224	AUID.170487
AUID.145225	AUID.170497
AUID.145226	AUID.170508
AUID.145230	AUID.170548
AUID.145233	AUID.170586
AUID.145234	AUID.170611
AUID.145235	AUID.170620
AUID.145236	AUID.170631
AUID.145237	AUID.170642
AUID.145240	AUID.170671
AUID.145241	AUID.170682
AUID.145242	AUID.170689
AUID.145243	AUID.170700
AUID.145244	AUID.170710
AUID.145245	AUID.170719
AUID.145249	AUID.170769
AUID.145250	AUID.170780
AUID.145252	AUID.170797
AUID.145255	AUID.170845
AUID.145256	AUID.170855
AUID.145257	AUID.170865
AUID.145258	AUID.170874
AUID.145260	AUID.170913
AUID.145261	AUID.170924
AUID.130345	AUID.138488
AUID.145265	AUID.170979
AUID.145268	AUID.171022
AUID.145270	AUID.171042
AUID.145271	AUID.171052
AUID.145272	AUID.171070
AUID.145273	AUID.171080
AUID.145274	AUID.171091
AUID.145276	AUID.171113
AUID.145278	AUID.171133
AUID.145279	AUID.171143
AUID.145283	AUID.171182
AUID.145284	AUID.171192
AUID.145285	AUID.171202
AUID.145286	AUID.171211
AUID.145287	AUID.171220
AUID.145289	AUID.171241
AUID.145291	AUID.171261
AUID.145292	AUID.171272
AUID.145293	AUID.171283
AUID.145294	AUID.171294
AUID.145297	AUID.171324
AUID.145299	AUID.171343
AUID.145300	AUID.171354
AUID.145301	AUID.171364
AUID.145303	AUID.171392
AUID.145310	AUID.171485
AUID.145313	AUID.171527
AUID.145315	AUID.171540
AUID.145316	AUID.171550
AUID.145317	AUID.171556
AUID.145318	AUID.171575
AUID.145319	AUID.171585
AUID.145321	AUID.171607
AUID.145324	AUID.171633
AUID.145325	AUID.171644
AUID.145326	AUID.171654
AUID.145329	AUID.171697
AUID.145333	AUID.171736
AUID.145335	AUID.171755
AUID.145336	AUID.171764
AUID.145337	AUID.171785
AUID.145338	AUID.171795
AUID.145340	AUID.171816
AUID.145341	AUID.171834
AUID.145342	AUID.171845
AUID.145343	AUID.171855
AUID.145344	AUID.171873
AUID.145346	AUID.171899
AUID.145347	AUID.171908
AUID.145348	AUID.171919
AUID.145350	AUID.171939
AUID.145353	AUID.171964
AUID.145356	AUID.172001
AUID.145357	AUID.172012
AUID.145361	AUID.172066
AUID.145362	AUID.172077
AUID.145364	AUID.172097
AUID.145365	AUID.172108
AUID.145366	AUID.172117
AUID.145367	AUID.172126
AUID.145368	AUID.172135
AUID.145369	AUID.172145
AUID.145373	AUID.172155
AUID.145371	AUID.144674
AUID.145374	AUID.144701
AUID.145376	AUID.144730
AUID.145377	AUID.144740
AUID.145379	AUID.144781
AUID.145380	AUID.144802
AUID.145381	AUID.144813
AUID.145383	AUID.144834
AUID.145385	AUID.144855
AUID.145388	AUID.144891
AUID.145390	AUID.144931
AUID.145391	AUID.144939
AUID.145392	AUID.144945
AUID.145393	AUID.144955
AUID.145394	AUID.144964
AUID.145395	AUID.144972
AUID.145396	AUID.144983
AUID.145397	AUID.144992
AUID.145398	AUID.145002
AUID.145399	AUID.145012
AUID.145400	AUID.145021
AUID.145401	AUID.145032
AUID.145402	AUID.145042
AUID.145403	AUID.145054
AUID.145404	AUID.145064
AUID.145407	AUID.145104
AUID.145410	AUID.145132
AUID.145411	AUID.145168
AUID.145412	AUID.145178
AUID.145419	AUID.145248
AUID.145422	AUID.145289
AUID.145423	AUID.145300
AUID.145424	AUID.145337
AUID.145425	AUID.145345
AUID.145427	AUID.145368
AUID.145429	AUID.145385
AUID.145432	AUID.145416
AUID.145433	AUID.145426
AUID.145434	AUID.145438
AUID.145435	AUID.145448
AUID.145436	AUID.145459
AUID.145437	AUID.145466
AUID.145439	AUID.145487
AUID.145440	AUID.145504
AUID.145442	AUID.145532
AUID.145443	AUID.145550
AUID.145445	AUID.145571
AUID.145447	AUID.145605
AUID.145448	AUID.145615
AUID.145451	AUID.145644
AUID.145453	AUID.145659
AUID.145454	AUID.145667
AUID.145455	AUID.145676
AUID.145459	AUID.145714
AUID.145462	AUID.145742
AUID.145463	AUID.145766
AUID.145464	AUID.145777
AUID.145469	AUID.145850
AUID.145470	AUID.145861
AUID.145474	AUID.145898
AUID.145475	AUID.145908
AUID.145476	AUID.145918
AUID.145479	AUID.145957
AUID.145483	AUID.146006
AUID.145484	AUID.146017
AUID.145485	AUID.146026
AUID.145486	AUID.146033
AUID.145487	AUID.146043
AUID.145490	AUID.146091
AUID.145491	AUID.146102
AUID.145494	AUID.146129
AUID.145496	AUID.146148
AUID.145498	AUID.146168
AUID.145501	AUID.146203
AUID.145502	AUID.146213
AUID.145507	AUID.146255
AUID.145509	AUID.146275
AUID.145510	AUID.146286
AUID.145512	AUID.146305
AUID.145513	AUID.146315
AUID.145516	AUID.146353
AUID.145517	AUID.146364
AUID.145526	AUID.146496
AUID.145527	AUID.146506
AUID.145528	AUID.146514
AUID.145531	AUID.146542
AUID.145533	AUID.146564
AUID.145534	AUID.146576
AUID.145535	AUID.146584
AUID.145536	AUID.146595
AUID.145537	AUID.146605
AUID.145538	AUID.146613
AUID.145539	AUID.146617
AUID.145542	AUID.146658
AUID.145543	AUID.146668
AUID.145544	AUID.146677
AUID.145547	AUID.146714
AUID.145550	AUID.146746
AUID.145551	AUID.146756
AUID.145553	AUID.146779
AUID.145554	AUID.146789
AUID.145555	AUID.146818
AUID.145556	AUID.146828
AUID.145557	AUID.146838
AUID.145561	AUID.146891
AUID.145562	AUID.146899
AUID.145563	AUID.146909
AUID.145564	AUID.146917
AUID.145566	AUID.146936
AUID.145567	AUID.146945
AUID.145568	AUID.146964
AUID.145569	AUID.146974
AUID.145570	AUID.146983
AUID.145571	AUID.147001
AUID.145576	AUID.147052
AUID.145579	AUID.147084
AUID.145580	AUID.147102
AUID.145585	AUID.147172
AUID.145587	AUID.147193
AUID.145591	AUID.147231
AUID.145592	AUID.147239
AUID.145593	AUID.147247
AUID.145594	AUID.147266
AUID.145597	AUID.147293
AUID.145600	AUID.147325
AUID.145602	AUID.147347
AUID.145605	AUID.147377
AUID.145609	AUID.147416
AUID.145610	AUID.147424
AUID.145611	AUID.147445
AUID.145612	AUID.147452
AUID.145616	AUID.147487
AUID.145618	AUID.147507
AUID.145619	AUID.147514
AUID.145620	AUID.147524
AUID.145627	AUID.147591
AUID.145633	AUID.147661
AUID.145634	AUID.147678
AUID.145635	AUID.147687
AUID.145648	AUID.147830
AUID.145650	AUID.147851
AUID.145651	AUID.147862
AUID.145652	AUID.147873
AUID.145659	AUID.147960
AUID.145661	AUID.147974
AUID.145662	AUID.147983
AUID.145663	AUID.148005
AUID.145664	AUID.148015
AUID.145669	AUID.148068
AUID.145670	AUID.148078
AUID.145676	AUID.148154
AUID.145677	AUID.148165
AUID.145678	AUID.148201
AUID.145679	AUID.148210
AUID.145680	AUID.148217
AUID.145681	AUID.148223
AUID.145682	AUID.148233
AUID.145683	AUID.148252
AUID.145688	AUID.148307
AUID.145695	AUID.148383
AUID.145698	AUID.148416
AUID.145699	AUID.148424
AUID.145700	AUID.148433
AUID.145701	AUID.148444
AUID.145702	AUID.148453
AUID.145703	AUID.148462
AUID.145705	AUID.148483
AUID.145707	AUID.148513
AUID.145708	AUID.148522
AUID.145709	AUID.148533
AUID.145712	AUID.148585
AUID.145713	AUID.148604
AUID.145717	AUID.148650
AUID.145719	AUID.148670
AUID.145721	AUID.148690
AUID.145723	AUID.148709
AUID.145726	AUID.148740
AUID.145731	AUID.148788
AUID.145734	AUID.148818
AUID.145735	AUID.148829
AUID.145737	AUID.148847
AUID.145738	AUID.148858
AUID.145739	AUID.148867
AUID.145740	AUID.148878
AUID.145743	AUID.148911
AUID.145744	AUID.148921
AUID.145745	AUID.148940
AUID.145747	AUID.148969
AUID.145750	AUID.148997
AUID.145752	AUID.149017
AUID.145754	AUID.149035
AUID.145757	AUID.149075
AUID.145758	AUID.149084
AUID.145760	AUID.149102
AUID.145763	AUID.149144
AUID.145764	AUID.149154
AUID.145765	AUID.149163
AUID.145767	AUID.149183
AUID.145768	AUID.149193
AUID.145769	AUID.149201
AUID.145771	AUID.149219
AUID.145772	AUID.149228
AUID.145774	AUID.149249
AUID.145777	AUID.149280
AUID.145778	AUID.149288
AUID.145779	AUID.149297
AUID.145781	AUID.149317
AUID.145783	AUID.149346
AUID.145784	AUID.149367
AUID.145785	AUID.149384
AUID.145786	AUID.149395
AUID.145789	AUID.149423
AUID.145790	AUID.149433
AUID.145791	AUID.149442
AUID.145792	AUID.149452
AUID.98326	AUID.113720
AUID.145793	AUID.149480
AUID.145799	AUID.149544
AUID.145800	AUID.149553
AUID.145802	AUID.149573
AUID.145804	AUID.149595
AUID.145805	AUID.149606
AUID.145807	AUID.149628
AUID.145808	AUID.149640
AUID.145810	AUID.149661
AUID.145812	AUID.149689
AUID.145814	AUID.149708
AUID.145815	AUID.149717
AUID.145819	AUID.149780
AUID.145821	AUID.149798
AUID.145822	AUID.149808
AUID.145825	AUID.149833
AUID.145826	AUID.149844
AUID.145828	AUID.149863
AUID.145831	AUID.149900
AUID.145834	AUID.149932
AUID.145835	AUID.149942
AUID.145836	AUID.149959
AUID.145838	AUID.149979
AUID.145839	AUID.149989
AUID.145841	AUID.150024
AUID.145844	AUID.150055
AUID.145850	AUID.150119
AUID.145852	AUID.150139
AUID.145855	AUID.150170
AUID.145857	AUID.150190
AUID.145859	AUID.150212
AUID.145860	AUID.150231
AUID.145862	AUID.150251
AUID.145864	AUID.150268
AUID.145867	AUID.150305
AUID.145868	AUID.150315
AUID.145870	AUID.150335
AUID.145873	AUID.150373
AUID.145874	AUID.150384
AUID.145875	AUID.150395
AUID.145876	AUID.150414
AUID.145877	AUID.150424
AUID.145879	AUID.150444
AUID.145881	AUID.150463
AUID.145884	AUID.150489
AUID.145885	AUID.150499
AUID.145886	AUID.150509
AUID.145890	AUID.150575
AUID.145894	AUID.150618
AUID.145895	AUID.150627
AUID.145896	AUID.150636
AUID.145899	AUID.150665
AUID.145900	AUID.150673
AUID.145904	AUID.150702
AUID.145909	AUID.150767
AUID.145911	AUID.150792
AUID.145912	AUID.150801
AUID.145915	AUID.150846
AUID.145920	AUID.150908
AUID.145921	AUID.150917
AUID.145922	AUID.150926
AUID.145923	AUID.150932
AUID.145924	AUID.150951
AUID.145926	AUID.150997
AUID.145928	AUID.151017
AUID.145932	AUID.151069
AUID.145936	AUID.151108
AUID.145940	AUID.151171
AUID.145941	AUID.151180
AUID.145948	AUID.151259
AUID.145949	AUID.151269
AUID.145950	AUID.151279
AUID.145953	AUID.151324
AUID.145956	AUID.151352
AUID.145958	AUID.151378
AUID.145961	AUID.151405
AUID.145964	AUID.151436
AUID.145965	AUID.151446
AUID.145967	AUID.151465
AUID.145968	AUID.151486
AUID.145969	AUID.151496
AUID.145974	AUID.151542
AUID.145980	AUID.151604
AUID.145981	AUID.151614
AUID.145983	AUID.151632
AUID.145986	AUID.151659
AUID.145987	AUID.151668
AUID.145988	AUID.151678
AUID.145991	AUID.151719
AUID.145992	AUID.151729
AUID.145995	AUID.151751
AUID.145996	AUID.151758
AUID.145998	AUID.151788
AUID.145999	AUID.151798
AUID.146001	AUID.151825
AUID.146006	AUID.151891
AUID.146007	AUID.151901
AUID.146008	AUID.151911
AUID.146015	AUID.152018
AUID.146016	AUID.152028
AUID.146017	AUID.152038
AUID.146020	AUID.152066
AUID.146022	AUID.152084
AUID.146023	AUID.152101
AUID.146026	AUID.152135
AUID.146029	AUID.152172
AUID.146030	AUID.152181
AUID.146033	AUID.152208
AUID.146034	AUID.152219
AUID.146037	AUID.152245
AUID.146038	AUID.152253
AUID.146041	AUID.152294
AUID.146044	AUID.152339
AUID.146048	AUID.152381
AUID.146054	AUID.152435
AUID.146055	AUID.152446
AUID.146059	AUID.152486
AUID.146061	AUID.152502
AUID.146068	AUID.152573
AUID.146070	AUID.152592
AUID.146071	AUID.152602
AUID.146073	AUID.152621
AUID.146079	AUID.152681
AUID.146080	AUID.152700
AUID.146084	AUID.152748
AUID.146087	AUID.152784
AUID.146093	AUID.152849
AUID.146095	AUID.152871
AUID.146097	AUID.152896
AUID.146098	AUID.152898
AUID.146100	AUID.152924
AUID.146101	AUID.152934
AUID.146102	AUID.152944
AUID.146105	AUID.152996
AUID.146106	AUID.153004
AUID.146107	AUID.153013
AUID.146108	AUID.153022
AUID.146110	AUID.153039
AUID.146112	AUID.153067
AUID.146114	AUID.153083
AUID.146117	AUID.153121
AUID.146118	AUID.153130
AUID.146119	AUID.153154
AUID.146120	AUID.153161
AUID.146122	AUID.153183
AUID.146124	AUID.153208
AUID.146126	AUID.153236
AUID.146130	AUID.153290
AUID.146132	AUID.153307
AUID.146136	AUID.153343
AUID.146139	AUID.153369
AUID.146140	AUID.153377
AUID.146141	AUID.153385
AUID.146143	AUID.153403
AUID.146144	AUID.153414
AUID.146145	AUID.153430
AUID.146150	AUID.153479
AUID.146153	AUID.153510
AUID.146154	AUID.153521
AUID.146375	AUID.155820
AUID.98540	AUID.124650
AUID.130190	AUID.136678
AUID.98164	AUID.119918
AUID.98165	AUID.127921
AUID.98167	AUID.102541
AUID.98168	AUID.105799
AUID.98169	AUID.107977
AUID.98170	AUID.109063
AUID.98171	AUID.111211
AUID.98173	AUID.117754
AUID.98174	AUID.119919
AUID.98175	AUID.121007
AUID.98176	AUID.122981
AUID.96448	AUID.96527
AUID.98177	AUID.123185
AUID.98178	AUID.123391
AUID.98179	AUID.123601
AUID.98180	AUID.123707
AUID.98181	AUID.123811
AUID.98182	AUID.123919
AUID.98183	AUID.124126
AUID.98184	AUID.124231
AUID.98185	AUID.124329
AUID.98186	AUID.124437
AUID.98187	AUID.124649
AUID.98188	AUID.124750
AUID.98190	AUID.125061
AUID.98191	AUID.125166
AUID.98192	AUID.125268
AUID.98193	AUID.125375
AUID.98194	AUID.125479
AUID.98195	AUID.125586
AUID.98196	AUID.125692
AUID.98197	AUID.126224
AUID.98198	AUID.126439
AUID.98199	AUID.126544
AUID.98201	AUID.126757
AUID.98202	AUID.126966
AUID.98203	AUID.127074
AUID.98205	AUID.127285
AUID.98206	AUID.127604
AUID.98207	AUID.127811
AUID.98208	AUID.127922
AUID.98209	AUID.128029
AUID.98210	AUID.128131
AUID.98211	AUID.128337
AUID.98213	AUID.128769
AUID.98214	AUID.128981
AUID.98215	AUID.129196
AUID.98217	AUID.129409
AUID.98218	AUID.129513
AUID.98219	AUID.129620
AUID.98220	AUID.129725
AUID.98221	AUID.129834
AUID.98222	AUID.129940
AUID.98223	AUID.98210
AUID.98224	AUID.98644
AUID.98225	AUID.98752
AUID.98227	AUID.98969
AUID.98228	AUID.99399
AUID.98229	AUID.99615
AUID.98230	AUID.99830
AUID.98231	AUID.99941
AUID.98234	AUID.100583
AUID.98235	AUID.100688
AUID.98236	AUID.100798
AUID.98238	AUID.101015
AUID.98239	AUID.101231
AUID.98240	AUID.101341
AUID.98241	AUID.101451
AUID.98242	AUID.101562
AUID.98243	AUID.101670
AUID.98244	AUID.101781
AUID.98245	AUID.101891
AUID.98246	AUID.101995
AUID.98247	AUID.102105
