SAMPLEID,depth,lat,lon,time,studyID,nucleicAcidType,Size_fraction,geo_loc_name,CMAP_sla_tblAltimetry_REP_Signal,CMAP_sla_nrt_tblAltimetry_NRT_Signal,CMAP_chl_tblCHL_REP,CMAP_AOD_tblModis_AOD_REP,CMAP_PAR_tblModis_PAR,CMAP_sss_tblSSS_NRT,CMAP_sst_tblSST_AVHRR_OI_NRT,CMAP_wind_speed_tblWind_NRT_hourly,CMAP_wind_stress_tblWind_NRT_hourly,CMAP_wind_stress_curl_tblWind_NRT_hourly,CMAP_DIN_tblDarwin_Nutrient,CMAP_PO4_tblDarwin_Nutrient,CMAP_FeT_tblDarwin_Nutrient,CMAP_O2_tblDarwin_Nutrient,CMAP_SiO2_tblDarwin_Nutrient,CMAP_phytoplankton_diversity_shannon_index_tblDarwin_Ecosystem,CMAP_phytoplankton_tblDarwin_Ecosystem,CMAP_zooplankton_tblDarwin_Ecosystem,CMAP_CHL_tblDarwin_Ecosystem,CMAP_primary_production_tblDarwin_Ecosystem,CMAP_diatom_tblDarwin_Phytoplankton,CMAP_coccolithophore_tblDarwin_Phytoplankton,CMAP_mixotrophic_dinoflagellate_tblDarwin_Phytoplankton,CMAP_picoeukaryote_tblDarwin_Phytoplankton,CMAP_picoprokaryote_tblDarwin_Phytoplankton,CMAP_DIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NH4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PO4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_SiO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_FeT_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOP_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POSi_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_ALK_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_O2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_CDOM_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_Fe_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_mls_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mls_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_dt_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_median_argo_climmld_dt_median_argo_clim_tblArgo_MLD_Climatology,CMAP_sst_tblGlobalDrifterProgram,CMAP_M_an_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_an_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_C_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_an_clim_tblWOA_2018_1deg_Climatology,CMAP_C_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_s_an_clim_tblWOA_2018_1deg_Climatology,CMAP_s_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_t_an_clim_tblWOA_2018_1deg_Climatology,CMAP_t_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_A_an_clim_tblWOA_2018_1deg_Climatology,CMAP_A_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_O_an_clim_tblWOA_2018_1deg_Climatology,CMAP_O_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_i_an_clim_tblWOA_2018_1deg_Climatology,CMAP_i_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_n_an_clim_tblWOA_2018_1deg_Climatology,CMAP_n_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_p_an_clim_tblWOA_2018_1deg_Climatology,CMAP_p_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_si_an_clim_tblWOA_2018_1deg_Climatology,CMAP_si_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_AOU_WOA_clim_tblWOA_Climatology,CMAP_o2sat_WOA_clim_tblWOA_Climatology,CMAP_conductivity_WOA_clim_tblWOA_Climatology
Hanna29.63737A,90.0,29.27,-157.59,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.022275,,0.0744127502499999,0.148,51.22271007219856,35.342295646675,20.116660113666665,,,,,,,,,,,,,,,,,,,1764.090025,0.8835229325,0.7906601775,5.124059025,0.003632815625,0.0134933175,0.0001651072125,3.2727012,0.513749075,0.02727251025,3.6690356e-05,0.1285597574999999,0.0213589425,0.003951255225,1.6947995999e-06,0.04586127175,1990.0351,239.719315,0.0001763423599999,0.149491672249531,0.2411996722219999,1.86284601113e-05,241.41563034075,9.9524688720725,0.0021742541139255,0.916923716662,0.18321092799295,,,,,,,,,,,78.0824965,99.0,58.18051,94.75,4.605158033333333,4.550179444444445,34.928897729166664,34.870254,18.454666416666665,17.95685825,25.566843604166667,25.644421777777776,4.676172074999999,4.708621166666667,34.98568491666666,35.00767166666666,18.806941583333334,18.824307333333334,5.737416358333334,4.591997966666667,96.98885,96.0408071111111,25.4643005,25.47460275,0.0048797807916666,,0.3295230058333333,0.4640918133333333,2.1956025333333336,,18.654524167378742,25.564327716827396,34.95560646057129,0.029652571848904,0.3407996123035748,2.4184193213780723,5.211790482203166,0.1698223929852247,96.8608341217041,4.65149188041687
Hanna31.63741A,75.0,28.141,-158.0,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0023916666666666,,0.076093335,0.14600001,52.62393023939299,35.51071770985833,20.70082676708333,,,,,,,,,,,,,,,,,,,1749.365775,1.353361825,0.66851825,4.388420375,0.0004000489375,-0.00027733425,0.00014922663,2.03155605,0.3265478825,0.01692963375,2.362378575e-05,0.06299996825,0.010650233,0.00105866001,8.53021655e-07,0.011336553375,1984.828825,232.8020725,6.3832783e-05,0.0049278118363675,0.2394313092035,2.34687604461e-05,239.7314809163333,9.965225219721669,0.0012159373776123,0.777349268395,0.11550719166795,,,,,,,,,,,61.2888304375,54.0,57.144507,79.5,4.772807958333334,4.735372022222222,35.14066360416667,35.10776122222222,19.617404375,19.091980222222222,25.29914127083333,25.361436333333334,4.8173424916666665,4.84287045,35.16234325,35.22276458333334,19.98315083333333,19.74081475,2.0614264416666668,9.304865333333332,98.29786791666668,93.80330266666664,25.223492000000004,25.207902666666666,0.0085917141,,0.2563756066666667,0.4444090033333334,1.7155598916666666,,19.78620258967082,25.31422217686971,35.11387284596761,0.0313344400686522,0.2651681341230869,1.8728929857412973,5.160255392392476,0.0905888664225737,98.28013610839844,4.784904479980469
Hanna32.63743A,60.0,28.141,-158.0,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0023916666666666,,0.076093335,0.14600001,52.62393023939299,35.51071770985833,20.70082676708333,,,,,,,,,,,,,,,,,,,1747.26235,1.4387017375000002,0.64904494875,4.24519725,0.00031332571625,-0.00188547545,0.00014667228375,1.8395347125,0.297003135,0.01532945575,2.1506139375e-05,0.0491177617499999,0.0082986033625,0.000645532345,6.643024725e-07,0.00704328875,1983.938775,231.3371425,4.49204681249e-05,0.0002885620445644,0.2412522807716667,2.89556743761e-05,238.3484598793333,9.97801113129,0.0004798987599011,0.5313395510116666,0.0510566551238333,,,,,,,,,,,61.2888304375,54.0,57.144507,79.5,4.818393689583334,4.769669255555556,35.18982358333333,35.14745933333333,19.997701916666667,19.44076133333333,25.16755333333333,25.249072555555557,4.854727633333334,4.881175841666667,35.19725508333334,35.26276975,20.35681583333333,20.16513708333333,-0.0378146275,7.1779121,99.43203591666668,94.955118,25.09078275,25.08423991666667,0.0249625472166666,,0.1998645083333333,0.428523685,1.735980283333333,,20.130865732828777,25.165824731191,35.158766428629555,0.068777102821817,0.2115175736447175,1.8594870567321775,5.191837032636006,0.0264367041333268,99.50139999389648,4.826116522153218
Hanna34.63745A,45.0,28.141,-158.0,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0023916666666666,,0.076093335,0.14600001,52.62393023939299,35.51071770985833,20.70082676708333,,,,,,,,,,,,,,,,,,,1745.032875,1.51335725,0.6231829099999999,4.101541675,0.0002690930825,-0.0032425476,0.000143813175,1.657622125,0.268330355,0.0138135172499999,1.942828075e-05,0.03644508125,0.006145249025,0.00033926944,4.916222e-07,0.0042407749,1982.856775,229.77953,3.497072725e-05,0.0001443299121414,0.2418392089504166,3.08694420709e-05,237.0738601685,10.00102639198,0.0003986003733493,0.4874217708905834,0.0381412970212583,,,,,,,,,,,61.2888304375,54.0,57.144507,79.5,4.849272043749999,4.797967611111111,35.22326075,35.18057088888889,20.342571062500003,19.72319833333333,25.05654739583333,25.145656666666667,4.889935,4.904390216666667,35.22487341666667,35.285890333333334,20.660963416666664,20.461793333333333,-1.953024833333333,5.096137266666667,100.82779975,97.65393333333334,24.96314433333333,24.98125458333333,0.04720433275,,0.2355027783333333,0.4133512666666667,1.7566515333333337,,20.45375903447469,25.015831470489506,35.20723946889242,0.1175004026542107,0.2433480136096477,1.8264523446559904,5.172314405441284,-0.0488438503816723,100.93873023986816,4.865340232849121
Hanna36.63749A,15.0,28.141,-158.0,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0023916666666666,,0.076093335,0.14600001,52.62393023939299,35.51071770985833,20.70082676708333,,,,,,,,,,,,,,,,,,,1741.541925,1.5987009499999998,0.5772444025,3.905253225,0.0002230800225,-0.00519252215,0.00014011669,1.424637075,0.2310349675,0.0118719755,1.6712327e-05,0.01924417875,0.0032297464749999,8.641302425e-05,2.5806615000000004e-07,0.00177494445,1981.0721,227.1384125,2.769078675e-05,9.65176507581e-05,0.2424483268210833,3.2693144476e-05,235.32939847312505,10.0337902704825,0.000362165772458,0.469380136579375,0.0309254320648833,,,,,,,,,,,61.2888304375,54.0,57.144507,79.5,4.889782827083334,4.861617833333333,35.23878695833333,35.20788511111111,20.801317916666665,20.278626555555554,24.8332871875,24.876295888888887,4.940293516666666,4.946959408333333,35.2474535,35.30340566666666,21.12310408333333,20.92757333333333,-3.7949103166666656,4.83400971,100.65404041666666,95.15325516666668,24.72598691666667,24.75355241666667,0.0836390533333333,,0.2259087966666666,0.39912148,2.0021986666666667,,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,-0.0398711078936078,100.81515884399414,4.925313949584961
Hanna38.63753A,5.0,28.141,-158.0,2016-04-22T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0023916666666666,,0.076093335,0.14600001,52.62393023939299,35.51071770985833,20.70082676708333,,,,,,,,,,,,,,,,,,,1741.272525,1.6034351,0.5736139725,3.891680825,0.0002202518624999,-0.005350323275,0.0001398262675,1.4106485000000002,0.2287608325,0.011755404,1.654613675e-05,0.0165860205,0.00278247705,6.68723355e-05,2.222511475e-07,0.001446851025,1980.931825,226.97416,2.7399025e-05,9.20959444789e-05,0.2426173323764166,3.42522984434e-05,234.19724782310425,10.04610935846292,0.0003609349038621,0.4638697660217499,0.0292562565688604,,,,,,,,,,,61.2888304375,54.0,57.144507,79.5,4.90544953125,4.882263033333333,35.23659262500001,35.22551933333333,21.0561789375,20.520145,24.74483729166667,24.796337,4.944506466666666,4.959545866666667,35.23904408333333,35.30673066666667,21.25587183333333,21.22235208333333,-4.174414283333333,6.737686566666667,100.64588033333332,94.20635866666667,24.663143416666667,24.679304416666668,0.0995582286666666,,0.2412336966666667,0.3974566666666666,1.919151925,,20.97074047724406,24.67627175649007,35.24688243865967,0.2156456441928943,0.2477641627192497,2.147889782985052,5.103819648424785,-0.0402164146750389,100.83203125,4.935938000679016
Hanna7.63757A,15.0,29.42,-158.0,2016-04-23T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,0.0286666666666666,,0.077571204,0.144,51.43744637473723,35.31308873495,20.031660115500003,,,,,,,,,,,,,,,,,,,1756.861625,1.2706511,0.7626965375,4.60639135,0.0003290895825,0.0030756106,0.000166082975,2.420689875,0.3895602975,0.0201724165,2.8112854e-05,0.033834182,0.00573415835,0.0004630930125,4.5887851000000004e-07,0.0045691249,1987.6315,232.6662775,4.834995975e-05,0.0021080639279695,0.237784168372625,2.66682481348e-05,237.99216461187495,10.018627087267085,0.0010438118133607,0.5784047444662916,0.0405038156701958,,,,,,,,,,,70.76881262500001,77.0,56.520978,75.208332,4.762997947916666,4.799351616666667,35.0949490625,35.174350833333335,19.805666708333334,19.858244,25.006856729166667,25.00220866666666,4.848674066666667,4.869437974999999,35.13891941666666,35.18293466666667,20.420362333333333,20.519378,-4.084584333333333,-6.897149833333334,100.85515833333334,99.56219344444445,24.8533595,24.932142166666665,0.0846728455833333,,0.2791599308333333,0.39912148,2.5693501,,20.24139912923177,24.865852514902752,35.16843954722086,0.2003660487631956,0.2872375411291917,2.8382171988487244,5.20037825902303,-0.0516807311214506,101.02551142374676,4.847817420959473
Hanna9.64076A,15.0,26.17,-157.599,2016-05-01T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.0754333333333333,,0.073737996,0.15100001,52.44695391799464,35.317606290183335,23.552493370249994,,,,,,,,,,,,,,,,,,,1718.4907999999998,1.72671455,0.38840743,2.9364401,0.00016374589,-0.01627638875,7.699662775e-05,0.9144438975,0.1473408775,0.007620365625,1.05349035e-05,0.01153523675,0.001897726925,-8.80239265e-05,1.4969593e-07,0.0003428172375,1967.59475,218.3407325,1.72500112499e-05,6.45431077472875e-07,0.2716535087675625,5.43170976925e-05,225.37666797625,9.746143817903125,0.0003610985131671,0.5003140345215,0.0281314807944062,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.19092911875,5.23460118,35.309936666666665,35.27227606666667,23.81029039583333,24.318415625,24.10060777083333,23.928985333333337,5.1931014583333335,5.211977191666668,35.283157083333336,35.30443025,23.569887750000003,23.991679666666663,-1.278802282,-1.0953876666666664,100.58632358333334,100.49852633333332,24.064339666666665,24.029091250000004,0.0124389740833333,,0.0823756746666666,,1.1335443333333333,,23.00501012802124,24.247536182403564,35.16574192047119,0.1473230154563983,0.1287137096126874,1.4705070753892262,5.009918252627055,-0.0499321043801804,101.0004768371582,5.13708492120107
Hanna11.64088A,15.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1718.4907999999998,1.72671455,0.38840743,2.9364401,0.00016374589,-0.01627638875,7.699662775e-05,0.9144438975,0.1473408775,0.007620365625,1.05349035e-05,0.01153523675,0.001897726925,-8.80239265e-05,1.4969593e-07,0.0003428172375,1967.59475,218.3407325,1.72500112499e-05,6.45431077472875e-07,0.2716535087675625,5.43170976925e-05,225.37666797625,9.746143817903125,0.0003610985131671,0.5003140345215,0.0281314807944062,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.19092911875,5.234601179999999,35.309936666666665,35.27227606666667,23.81029039583333,24.318415625,24.10060777083333,23.928985333333337,5.1931014583333335,5.211977191666668,35.283157083333336,35.30443025,23.569887750000003,23.991679666666663,-1.278802282,-1.0953876666666664,100.58632358333334,100.49852633333332,24.064339666666665,24.029091250000004,0.0124389740833333,,0.0823756746666666,,1.1335443333333333,,23.00501012802124,24.247536182403564,35.16574192047119,0.1473230154563983,0.1287137096126874,1.4705070753892262,5.009918252627055,-0.0499321043801804,101.0004768371582,5.13708492120107
Hanna40.64095A,200.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875005,23.398326706916663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,4.42009234375,4.403406680000001,34.69660693749999,34.6530164,16.796207437499998,16.562716625,26.2609743125,26.2702114,4.4437362,4.418494875,34.705172000000005,34.678236,16.92934975,17.017640749999998,37.5737965,47.994595,84.42833250000001,80.27179,26.22294475,26.25850175,3.8847532,,0.3224104925,,3.99850765,,16.677244663238525,26.351009368896484,34.708102226257324,3.415000736713409,0.3166637122631073,3.997321486473084,4.704551815986633,0.8347743302583694,84.85042762756348,4.437097907066345
Hanna42.64097A,150.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1762.57315,0.2889011449999999,0.3986377075,5.84628205,0.03251945325,0.1684338415,0.0001564683575,2.92835905,0.4284150525,0.0244029915,2.953960625e-05,0.135731005,0.021359855,0.009214863325,1.666177175e-06,0.07990715,1987.298325,240.90514,0.0003706215725,,,,,,,,,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,4.75284916875,4.7437554,35.0878144375,35.0410278,19.374035,19.34824325,25.6277398125,25.608319,4.763234325,4.76697895,35.076455,35.10068425,19.44114975,19.460362,20.40930775,19.31936,91.2029585,91.655785,25.59313375,25.6114625,1.29386111,,0.1335396334999999,,2.246401825,,18.83282232284546,25.772403240203857,35.001365661621094,1.3973166644573212,0.1590153984725475,2.3976299166679382,4.830638766288757,0.4671410396695137,91.19559478759766,4.722156047821045
Hanna44.64101A,120.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1741.4809,1.2257081,0.5106737975,4.320860075,0.0007826835,-0.00440762505,0.0001181583664999,1.83926785,0.2858492875,0.0153272325,2.029924575e-05,0.0591352555,0.00982366775,0.0006056354925,7.783708725e-07,0.009195877475,1979.55645,232.1282125,8.896754075e-05,,,,,,,,,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,4.86911120625,4.894624779999999,35.214550187499995,35.2123598,20.38477425,20.6040845,25.3544628125,25.2873746,4.869938775,4.8814029,35.1907505,35.22619375,20.335645,20.41409075,14.2899665,12.905299333333334,93.83213,94.49591,25.322575,25.33646925,0.2628949475,,0.086801447,,1.622373425,,19.746952533721924,25.53355407714844,35.064093589782715,0.5976618081331253,0.1273114178329706,1.8957444429397583,4.92151153087616,0.310126319527626,94.13604736328124,4.8262248039245605
Hanna47.64105A,75.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1730.467475,1.662794975,0.466182925,3.536131275,0.0002137958975,-0.01175433025,0.0001020591815,1.09320035,0.1757562125,0.0091100035,1.2632317125e-05,0.03374754575,0.0056156456,-2.664914725e-05,4.457048275e-07,0.0015824384749999,1974.91465,225.6602125,2.3122217e-05,0.0001428141682138,0.25740949437025,3.03185152006e-05,235.63595199575,9.75358486173,0.0003671056838357,0.504711866379,0.0548798283562,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.0157697375,5.0616252,35.3118733125,35.32391826666666,21.846480020833337,22.1927615,24.85096360416667,24.737447066666665,5.017472166666667,5.034078475,35.285127499999994,35.331558,21.696584916666662,21.945622333333333,1.8843348966666669,3.2324861888888896,99.16992616666668,98.57729877777776,24.812638000000003,24.82007233333333,0.0024527201466666,,0.05732584625,,1.1717444166666666,,21.28974310557048,24.98962386449178,35.1993195215861,0.1073338979234298,0.1275265781829754,1.3636646668116252,5.065487384796143,0.0090290309308329,99.84557088216144,4.976393262545268
Hanna49.64107A,60.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875005,23.398326706916663,,,,,,,,,,,,,,,,,,,1727.872375,1.706187175,0.4468280149999999,3.3859804125,0.0001930864799999,-0.012792122,9.6455479e-05,1.00881397625,0.16244446375,0.0084067831625,1.1669266875e-05,0.02764042875,0.004586261275,-5.3123873875e-05,3.636009800000001e-07,0.0010681186875,1973.4409625,224.4017975,2.00407469999e-05,4.0653146413e-06,0.2623358145355,4.03465555791e-05,231.73806381225,9.79677963257,0.0002607603382785,0.449034959078,0.03555863164365,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.064009675,5.12715108,35.32264070833333,35.333943733333335,22.30572520833333,22.77471045833333,24.66869583333333,24.501307933333333,5.0625163,5.084210325,35.29440425,35.342128,22.126975916666662,22.423378,-0.0293400991666666,-0.1213368526666666,100.0013595,100.06991544444443,24.63400916666667,24.627569166666664,0.011836724,,0.0619194009999999,,1.1989584916666665,,21.74276002248128,24.81628704071045,35.2181142171224,0.139687156304717,0.108649555593729,1.3565968076388042,5.078096151351929,-0.0341073745706429,100.69208653767905,5.0171113808949785
Hanna51.64109A,45.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875005,23.398326706916663,,,,,,,,,,,,,,,,,,,1725.1607499999998,1.7338342249999998,0.426945715,3.2360937,0.0001778622525,-0.013811071,9.06159749999e-05,0.9463454475,0.1524706125,0.00788621215,1.0937731e-05,0.02158447975,0.00356936995,-6.9681062e-05,2.825348450000001e-07,0.0007095287249999,1971.81785,222.934865,1.8323016e-05,1.9952204723e-06,0.26518504321575,4.46738022219e-05,230.07993125912495,9.7936874627975,0.0002638622063387,0.457540504634375,0.0324378150980875,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.110020560416667,5.177807939999999,35.32551383333333,35.3326664,22.792473645833336,23.281317708333333,24.477831229166668,24.29121673333333,5.111881925,5.135942725,35.296249,35.34020108333333,22.62507158333333,22.967845166666667,-2.155532458333333,-3.3067298277777777,100.94066591666667,101.50256655555556,24.432904583333336,24.415897666666663,0.019452542,,0.0656884244166666,,1.1293017083333332,,22.20470078786214,24.611436525980636,35.20466581980387,0.1468429037680228,0.1094857392211755,1.2230929334958394,5.076654553413391,-0.0696696884309252,101.3879559834798,5.0513144334157305
Hanna53.64113A,15.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1718.4907999999998,1.72671455,0.38840743,2.9364401,0.00016374589,-0.01627638875,7.699662775e-05,0.9144438975,0.1473408775,0.007620365625,1.05349035e-05,0.01153523675,0.001897726925,-8.80239265e-05,1.4969593e-07,0.0003428172375,1967.59475,218.3407325,1.72500112499e-05,6.45431077472875e-07,0.2716535087675625,5.43170976925e-05,225.37666797625,9.746143817903125,0.0003610985131671,0.5003140345215,0.0281314807944062,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.19092911875,5.23460118,35.309936666666665,35.27227606666667,23.81029039583333,24.318415625,24.10060777083333,23.928985333333337,5.1931014583333335,5.211977191666668,35.283157083333336,35.30443025,23.569887750000003,23.991679666666663,-1.278802282,-1.0953876666666664,100.58632358333334,100.49852633333332,24.064339666666665,24.029091250000004,0.0124389740833333,,0.0823756746666666,,1.1335443333333333,,23.00501012802124,24.247536182403564,35.16574192047119,0.1473230154563983,0.1287137096126874,1.4705070753892262,5.009918252627055,-0.0499321043801804,101.0004768371582,5.13708492120107
Hanna55.64117A,5.0,26.17,-157.599,2016-05-02T12:00:00,Gradoville_2020_G1,DNA,3,Pacific Ocean,-0.07645,,0.073737996,0.15100001,53.199708438115366,35.422314643875,23.398326706916663,,,,,,,,,,,,,,,,,,,1718.1887,1.7255163,0.3865972025,2.924736,0.00016308204,-0.01638901725,7.63172125e-05,0.9150318225,0.147464705,0.0076252652,1.0543983e-05,0.009933336375,0.001633934725,-8.919901125e-05,1.2882447249999998e-07,0.0002850959725,1967.403225,218.1744575,1.725594825e-05,4.973602809599376e-07,0.273662643507125,5.665763274e-05,223.66028404243752,9.7236081957825,0.0004356952867965,0.5111222015693437,0.0279335901141031,,,,,,,,,,,39.387172875000005,40.1,34.23187,39.0,5.169607516666667,5.23770614,35.305341437500005,35.2724164,23.91341866666667,24.652382214285712,24.125150291666667,23.8979594,5.202558783333333,5.180513963636364,35.274254500000005,35.290434,23.747280916666664,23.996307833333333,-0.8770467420000001,-1.232112511111111,100.39232175,100.56177677777777,23.976275166666667,24.056552727272727,0.0154871944,,0.086065956,,1.1730600083333331,,23.14363733927409,24.174837907155357,35.18225510915121,0.170019706711173,0.1385583269099394,1.4537592927614849,4.994975487391154,-0.0386741575784981,100.77409172058104,5.153963406880696
