asvLen	totReads	numSamps
ASV.1	325	186944	7
ASV.2	325	12621	2
ASV.3	325	9186	4
ASV.4	328	5128	3
ASV.5	328	4715	3
ASV.6	328	4709	3
ASV.7	322	1681	6
ASV.11	325	1349	3
ASV.12	322	1331	4
ASV.13	325	1295	1
ASV.14	325	1225	1
ASV.15	325	1173	1
ASV.18	199	684	5
ASV.23	322	553	4
ASV.24	322	553	3
ASV.25	325	526	1
ASV.29	328	442	2
ASV.30	325	434	1
ASV.33	262	416	3
ASV.35	322	395	3
ASV.36	317	384	3
ASV.39	322	318	2
ASV.42	322	290	3
ASV.43	325	271	3
ASV.45	230	259	1
ASV.47	322	254	2
ASV.49	322	245	3
ASV.52	328	235	3
ASV.53	262	231	3
ASV.55	322	215	4
ASV.57	204	208	1
ASV.58	284	198	1
ASV.60	282	197	4
ASV.61	316	197	2
ASV.63	328	189	1
ASV.64	335	189	4
ASV.65	322	184	3
ASV.70	233	168	1
ASV.73	325	163	1
ASV.74	325	162	1
ASV.75	233	158	1
ASV.76	262	157	3
ASV.78	325	147	1
ASV.79	199	145	2
ASV.82	255	129	3
ASV.83	340	129	2
ASV.85	316	128	1
ASV.86	199	128	1
ASV.87	335	126	2
ASV.89	282	117	2
ASV.90	269	113	3
ASV.91	322	113	2
ASV.93	275	110	3
ASV.94	316	109	4
ASV.96	247	107	2
ASV.97	196	106	2
ASV.98	199	105	2
ASV.99	322	104	2
ASV.102	282	96	3
ASV.103	328	95	1
ASV.104	201	95	3
ASV.105	259	94	4
ASV.106	262	93	3
ASV.109	335	89	2
ASV.114	235	76	1
ASV.116	319	73	1
ASV.118	325	70	1
ASV.119	280	68	1
ASV.120	355	67	2
ASV.123	196	63	2
ASV.124	262	62	1
ASV.127	322	60	1
ASV.129	255	59	3
ASV.130	281	58	2
ASV.132	282	57	1
ASV.135	315	53	1
ASV.136	256	53	2
ASV.139	328	52	1
ASV.141	360	51	1
ASV.142	230	50	2
ASV.143	293	49	2
ASV.144	325	48	2
ASV.145	244	48	2
ASV.146	212	48	1
ASV.147	229	47	3
ASV.151	250	45	1
ASV.153	340	44	1
ASV.154	328	44	1
ASV.156	314	43	1
ASV.157	316	43	1
ASV.158	290	43	1
ASV.159	196	43	1
ASV.160	215	41	3
ASV.161	328	41	2
ASV.162	274	41	1
ASV.163	225	40	1
ASV.164	240	39	2
ASV.167	328	37	1
ASV.168	324	37	2
ASV.170	296	36	1
ASV.171	316	36	2
ASV.172	269	36	1
ASV.173	348	35	2
ASV.174	276	35	2
ASV.175	223	35	2
ASV.176	314	35	2
ASV.177	337	35	1
ASV.179	253	34	1
ASV.180	262	34	3
ASV.181	278	34	2
ASV.182	262	34	2
ASV.184	296	33	2
ASV.185	246	33	1
ASV.186	199	32	1
ASV.187	322	32	2
ASV.188	266	31	1
ASV.189	202	31	4
ASV.190	243	31	2
ASV.191	322	30	1
ASV.192	248	30	2
ASV.194	245	30	1
ASV.195	214	29	2
ASV.196	223	29	2
ASV.197	227	29	3
ASV.198	325	29	1
ASV.200	262	28	2
ASV.203	328	27	1
ASV.205	204	27	1
ASV.206	314	27	1
ASV.207	316	27	1
ASV.208	223	26	2
ASV.209	195	26	2
ASV.210	332	25	1
ASV.211	287	25	2
ASV.212	261	25	1
ASV.214	290	24	1
ASV.215	202	24	2
ASV.216	328	23	1
ASV.217	320	23	1
ASV.218	226	23	2
ASV.219	325	23	1
ASV.220	198	23	2
ASV.221	221	23	2
ASV.222	235	23	1
ASV.225	320	22	1
ASV.226	212	22	1
ASV.227	340	22	1
ASV.228	328	22	1
ASV.229	338	22	1
ASV.230	286	21	2
ASV.231	240	21	1
ASV.232	196	21	1
ASV.233	235	21	1
