#Source	Type	SizeFrac	SampName
RawFastqs/SRR10759626_1.fastq.gz	DNA	Frac_0.2	SRR10759626
RawFastqs/SRR10759626_2.fastq.gz	DNA	Frac_0.2	SRR10759626
RawFastqs/SRR10759627_1.fastq.gz	DNA	Frac_0.2	SRR10759627
RawFastqs/SRR10759627_2.fastq.gz	DNA	Frac_0.2	SRR10759627
RawFastqs/SRR10759628_1.fastq.gz	DNA	Frac_0.2	SRR10759628
RawFastqs/SRR10759628_2.fastq.gz	DNA	Frac_0.2	SRR10759628
RawFastqs/SRR10759629_1.fastq.gz	DNA	Frac_0.2	SRR10759629
RawFastqs/SRR10759629_2.fastq.gz	DNA	Frac_0.2	SRR10759629
RawFastqs/SRR10759630_1.fastq.gz	DNA	Frac_0.2	SRR10759630
RawFastqs/SRR10759630_2.fastq.gz	DNA	Frac_0.2	SRR10759630
RawFastqs/SRR10759631_1.fastq.gz	DNA	Frac_0.2	SRR10759631
RawFastqs/SRR10759631_2.fastq.gz	DNA	Frac_0.2	SRR10759631
RawFastqs/SRR10759632_1.fastq.gz	DNA	Frac_0.2	SRR10759632
RawFastqs/SRR10759632_2.fastq.gz	DNA	Frac_0.2	SRR10759632
RawFastqs/SRR10759633_1.fastq.gz	DNA	Frac_0.2	SRR10759633
RawFastqs/SRR10759633_2.fastq.gz	DNA	Frac_0.2	SRR10759633
RawFastqs/SRR10759634_1.fastq.gz	DNA	Frac_0.2	SRR10759634
RawFastqs/SRR10759634_2.fastq.gz	DNA	Frac_0.2	SRR10759634
RawFastqs/SRR10759635_1.fastq.gz	DNA	Frac_0.2	SRR10759635
RawFastqs/SRR10759635_2.fastq.gz	DNA	Frac_0.2	SRR10759635
RawFastqs/SRR10759636_1.fastq.gz	DNA	Frac_0.2	SRR10759636
RawFastqs/SRR10759636_2.fastq.gz	DNA	Frac_0.2	SRR10759636
RawFastqs/SRR10759637_1.fastq.gz	DNA	Frac_0.2	SRR10759637
RawFastqs/SRR10759637_2.fastq.gz	DNA	Frac_0.2	SRR10759637
RawFastqs/SRR10759638_1.fastq.gz	DNA	Frac_0.2	SRR10759638
RawFastqs/SRR10759638_2.fastq.gz	DNA	Frac_0.2	SRR10759638
RawFastqs/SRR10759639_1.fastq.gz	DNA	Frac_0.2	SRR10759639
RawFastqs/SRR10759639_2.fastq.gz	DNA	Frac_0.2	SRR10759639
RawFastqs/SRR10759640_1.fastq.gz	DNA	Frac_0.2	SRR10759640
RawFastqs/SRR10759640_2.fastq.gz	DNA	Frac_0.2	SRR10759640
RawFastqs/SRR10759641_1.fastq.gz	DNA	Frac_0.2	SRR10759641
RawFastqs/SRR10759641_2.fastq.gz	DNA	Frac_0.2	SRR10759641
RawFastqs/SRR10759642_1.fastq.gz	DNA	Frac_0.2	SRR10759642
RawFastqs/SRR10759642_2.fastq.gz	DNA	Frac_0.2	SRR10759642
RawFastqs/SRR10759643_1.fastq.gz	DNA	Frac_0.2	SRR10759643
RawFastqs/SRR10759643_2.fastq.gz	DNA	Frac_0.2	SRR10759643
RawFastqs/SRR10759644_1.fastq.gz	DNA	Frac_0.2	SRR10759644
RawFastqs/SRR10759644_2.fastq.gz	DNA	Frac_0.2	SRR10759644
RawFastqs/SRR10759645_1.fastq.gz	DNA	Frac_0.2	SRR10759645
RawFastqs/SRR10759645_2.fastq.gz	DNA	Frac_0.2	SRR10759645
RawFastqs/SRR10759646_1.fastq.gz	DNA	Frac_0.2	SRR10759646
RawFastqs/SRR10759646_2.fastq.gz	DNA	Frac_0.2	SRR10759646
RawFastqs/SRR10759647_1.fastq.gz	DNA	Frac_0.2	SRR10759647
RawFastqs/SRR10759647_2.fastq.gz	DNA	Frac_0.2	SRR10759647
RawFastqs/SRR10759648_1.fastq.gz	DNA	Frac_0.2	SRR10759648
RawFastqs/SRR10759648_2.fastq.gz	DNA	Frac_0.2	SRR10759648
RawFastqs/SRR10759649_1.fastq.gz	DNA	Frac_0.2	SRR10759649
RawFastqs/SRR10759649_2.fastq.gz	DNA	Frac_0.2	SRR10759649
RawFastqs/SRR10759650_1.fastq.gz	DNA	Frac_0.2	SRR10759650
RawFastqs/SRR10759650_2.fastq.gz	DNA	Frac_0.2	SRR10759650
RawFastqs/SRR10759651_1.fastq.gz	DNA	Frac_0.2	SRR10759651
RawFastqs/SRR10759651_2.fastq.gz	DNA	Frac_0.2	SRR10759651
RawFastqs/SRR10759652_1.fastq.gz	DNA	Frac_0.2	SRR10759652
RawFastqs/SRR10759652_2.fastq.gz	DNA	Frac_0.2	SRR10759652
RawFastqs/SRR10759653_1.fastq.gz	DNA	Frac_0.2	SRR10759653
RawFastqs/SRR10759653_2.fastq.gz	DNA	Frac_0.2	SRR10759653
RawFastqs/SRR10759654_1.fastq.gz	DNA	Frac_0.2	SRR10759654
RawFastqs/SRR10759654_2.fastq.gz	DNA	Frac_0.2	SRR10759654
RawFastqs/SRR10759655_1.fastq.gz	DNA	Frac_0.2	SRR10759655
RawFastqs/SRR10759655_2.fastq.gz	DNA	Frac_0.2	SRR10759655
RawFastqs/SRR10759656_1.fastq.gz	DNA	Frac_0.2	SRR10759656
RawFastqs/SRR10759656_2.fastq.gz	DNA	Frac_0.2	SRR10759656
RawFastqs/SRR10759657_1.fastq.gz	DNA	Frac_0.2	SRR10759657
RawFastqs/SRR10759657_2.fastq.gz	DNA	Frac_0.2	SRR10759657
RawFastqs/SRR10759658_1.fastq.gz	DNA	Frac_0.2	SRR10759658
RawFastqs/SRR10759658_2.fastq.gz	DNA	Frac_0.2	SRR10759658
RawFastqs/SRR10759659_1.fastq.gz	DNA	Frac_0.2	SRR10759659
RawFastqs/SRR10759659_2.fastq.gz	DNA	Frac_0.2	SRR10759659
RawFastqs/SRR10759660_1.fastq.gz	DNA	Frac_0.2	SRR10759660
RawFastqs/SRR10759660_2.fastq.gz	DNA	Frac_0.2	SRR10759660
RawFastqs/SRR10759661_1.fastq.gz	DNA	Frac_0.2	SRR10759661
RawFastqs/SRR10759661_2.fastq.gz	DNA	Frac_0.2	SRR10759661
RawFastqs/SRR10759662_1.fastq.gz	DNA	Frac_0.2	SRR10759662
RawFastqs/SRR10759662_2.fastq.gz	DNA	Frac_0.2	SRR10759662
RawFastqs/SRR10759663_1.fastq.gz	DNA	Frac_0.2	SRR10759663
RawFastqs/SRR10759663_2.fastq.gz	DNA	Frac_0.2	SRR10759663
RawFastqs/SRR10759664_1.fastq.gz	DNA	Frac_0.2	SRR10759664
RawFastqs/SRR10759664_2.fastq.gz	DNA	Frac_0.2	SRR10759664
RawFastqs/SRR10759665_1.fastq.gz	DNA	Frac_0.2	SRR10759665
RawFastqs/SRR10759665_2.fastq.gz	DNA	Frac_0.2	SRR10759665
RawFastqs/SRR10759666_1.fastq.gz	DNA	Frac_0.2	SRR10759666
RawFastqs/SRR10759666_2.fastq.gz	DNA	Frac_0.2	SRR10759666
RawFastqs/SRR10759667_1.fastq.gz	DNA	Frac_0.2	SRR10759667
RawFastqs/SRR10759667_2.fastq.gz	DNA	Frac_0.2	SRR10759667
RawFastqs/SRR10759668_1.fastq.gz	DNA	Frac_0.2	SRR10759668
RawFastqs/SRR10759668_2.fastq.gz	DNA	Frac_0.2	SRR10759668
RawFastqs/SRR10759669_1.fastq.gz	DNA	Frac_0.2	SRR10759669
RawFastqs/SRR10759669_2.fastq.gz	DNA	Frac_0.2	SRR10759669
RawFastqs/SRR10759670_1.fastq.gz	DNA	Frac_0.2	SRR10759670
RawFastqs/SRR10759670_2.fastq.gz	DNA	Frac_0.2	SRR10759670
RawFastqs/SRR10759671_1.fastq.gz	DNA	Frac_0.2	SRR10759671
RawFastqs/SRR10759671_2.fastq.gz	DNA	Frac_0.2	SRR10759671
RawFastqs/SRR10759672_1.fastq.gz	DNA	Frac_0.2	SRR10759672
RawFastqs/SRR10759672_2.fastq.gz	DNA	Frac_0.2	SRR10759672
RawFastqs/SRR10759673_1.fastq.gz	DNA	Frac_0.2	SRR10759673
RawFastqs/SRR10759673_2.fastq.gz	DNA	Frac_0.2	SRR10759673
RawFastqs/SRR10759674_1.fastq.gz	DNA	Frac_0.2	SRR10759674
RawFastqs/SRR10759674_2.fastq.gz	DNA	Frac_0.2	SRR10759674
RawFastqs/SRR10759675_1.fastq.gz	DNA	Frac_0.2	SRR10759675
RawFastqs/SRR10759675_2.fastq.gz	DNA	Frac_0.2	SRR10759675
RawFastqs/SRR10759676_1.fastq.gz	DNA	Frac_0.2	SRR10759676
RawFastqs/SRR10759676_2.fastq.gz	DNA	Frac_0.2	SRR10759676
