AUID_updt	AUID_OLD
AUID.31080	AUID.13265
AUID.40487	AUID.14792
AUID.13778	AUID.11450
AUID.96956	AUID.96779
AUID.1045	AUID.965
AUID.26371	AUID.12773
AUID.14252	AUID.11500
AUID.23937	AUID.10422
AUID.40939	AUID.15093
AUID.17090	AUID.24408
AUID.19745	AUID.26755
AUID.17941	AUID.11889
AUID.11012	AUID.19020
AUID.41073	AUID.15156
AUID.43014	AUID.16705
AUID.96959	AUID.96782
AUID.10487	AUID.11109
AUID.906	AUID.910
AUID.13403	AUID.21141
AUID.14310	AUID.21945
AUID.33846	AUID.13642
AUID.38332	AUID.14315
AUID.37174	AUID.14087
AUID.35128	AUID.13766
AUID.44167	AUID.17736
AUID.11624	AUID.19564
AUID.19826	AUID.10373
AUID.10174	AUID.20285
AUID.41515	AUID.15362
AUID.10466	AUID.11107
AUID.37266	AUID.14097
AUID.19711	AUID.12076
AUID.19343	AUID.26403
AUID.172804	AUID.172666
AUID.29632	AUID.13128
AUID.93759	AUID.86276
AUID.171324	AUID.145297
AUID.44066	AUID.17643
AUID.15667	AUID.23150
AUID.12160	AUID.20039
AUID.42143	AUID.15926
AUID.12226	AUID.20098
AUID.41214	AUID.15230
AUID.41529	AUID.15375
AUID.24961	AUID.12617
AUID.17740	AUID.11870
AUID.10033	AUID.9494
AUID.12047	AUID.19941
AUID.11988	AUID.11263
AUID.15357	AUID.11614
AUID.18265	AUID.11917
AUID.41653	AUID.10759
AUID.37656	AUID.14136
AUID.38708	AUID.14450
AUID.38442	AUID.14375
AUID.19612	AUID.12069
AUID.3625	AUID.2901
AUID.43961	AUID.17548
AUID.172633	AUID.172138
AUID.40783	AUID.14981
AUID.41596	AUID.10753
AUID.44274	AUID.17830
AUID.44542	AUID.18066
AUID.42013	AUID.15810
AUID.33365	AUID.13574
AUID.14624	AUID.11542
AUID.39874	AUID.14605
AUID.41378	AUID.10221
AUID.12967	AUID.20756
AUID.20154	AUID.12126
AUID.37792	AUID.14153
AUID.39005	AUID.14494
AUID.23793	AUID.12497
AUID.20669	AUID.10382
AUID.19594	AUID.12067
AUID.42457	AUID.16204
AUID.10246	AUID.16910
AUID.43368	AUID.17018
AUID.41266	AUID.15243
AUID.42403	AUID.16156
AUID.19271	AUID.12024
AUID.17557	AUID.11852
AUID.111211	AUID.98171
AUID.20064	AUID.12112
AUID.40446	AUID.14774
AUID.14189	AUID.21841
AUID.14227	AUID.21873
AUID.10336	AUID.18422
AUID.14385	AUID.22011
AUID.10349	AUID.18434
AUID.13366	AUID.21108
AUID.41808	AUID.15625
AUID.13038	AUID.20818
AUID.40336	AUID.10668
AUID.42331	AUID.16091
AUID.13180	AUID.20943
AUID.41505	AUID.15355
AUID.42561	AUID.16297
AUID.11277	AUID.19258
AUID.14111	AUID.21771
AUID.43605	AUID.17227
AUID.44723	AUID.18224
AUID.41856	AUID.15668
AUID.11722	AUID.19651
AUID.43296	AUID.16955
AUID.100438	AUID.99172
AUID.31264	AUID.13312
AUID.11272	AUID.11190
AUID.31580	AUID.13347
AUID.10242	AUID.16385
AUID.43199	AUID.10916
AUID.40600	AUID.14846
AUID.38917	AUID.14482
AUID.10844	AUID.11148
AUID.18276	AUID.11918
AUID.40710	AUID.14926
AUID.41630	AUID.15467
AUID.14665	AUID.11546
AUID.41011	AUID.15134
AUID.13612	AUID.21325
AUID.41958	AUID.15760
AUID.29407	AUID.13100
AUID.34801	AUID.13732
AUID.42848	AUID.16555
AUID.11017	AUID.19025
AUID.43920	AUID.17513
AUID.33166	AUID.13532
AUID.26504	AUID.12786
AUID.41597	AUID.15437
AUID.33548	AUID.13613
AUID.19387	AUID.10184
AUID.40836	AUID.10704
AUID.42229	AUID.10817
AUID.43367	AUID.10933
AUID.21200	AUID.10389
AUID.14024	AUID.11475
AUID.44287	AUID.11021
AUID.25037	AUID.12629
AUID.33446	AUID.10546
AUID.10254	AUID.10166
AUID.30723	AUID.13217
AUID.22742	AUID.10407
AUID.38445	AUID.14376
AUID.14221	AUID.11496
AUID.11946	AUID.11260
AUID.36221	AUID.13990
AUID.18293	AUID.11921
AUID.19536	AUID.10370
AUID.11238	AUID.19222
AUID.31940	AUID.13382
AUID.20628	AUID.12172
AUID.42247	AUID.16017
AUID.56064	AUID.55652
AUID.56430	AUID.55544
AUID.56175	AUID.55752
AUID.96973	AUID.96739
AUID.57134	AUID.56845
AUID.56501	AUID.56047
AUID.59835	AUID.59503
AUID.59333	AUID.56811
AUID.56149	AUID.55729
AUID.40820	AUID.15010
AUID.16877	AUID.11781
AUID.37640	AUID.14134
AUID.43408	AUID.10244
AUID.13783	AUID.21479
AUID.42113	AUID.15900
AUID.42462	AUID.16209
AUID.44238	AUID.17798
AUID.10513	AUID.18581
AUID.32713	AUID.13454
AUID.43810	AUID.17411
AUID.40590	AUID.14841
AUID.12517	AUID.20355
AUID.40390	AUID.14741
AUID.43089	AUID.16772
AUID.17547	AUID.11851
AUID.17800	AUID.11876
AUID.43811	AUID.17412
AUID.10624	AUID.18678
AUID.57361	AUID.56862
AUID.59474	AUID.59477
AUID.57998	AUID.56916
AUID.55672	AUID.55598
AUID.59521	AUID.59481
AUID.17224	AUID.24527
AUID.42430	AUID.16180
AUID.13246	AUID.21003
AUID.42389	AUID.16143
AUID.11724	AUID.19652
AUID.23385	AUID.29989
AUID.172365	AUID.172108
AUID.15895	AUID.11673
AUID.27871	AUID.12936
AUID.11614	AUID.19556
AUID.42668	AUID.16393
AUID.38392	AUID.14342
AUID.10830	AUID.18861
AUID.38502	AUID.14411
AUID.15781	AUID.11662
AUID.11962	AUID.19866
AUID.29277	AUID.13072
AUID.42400	AUID.16153
AUID.13911	AUID.11462
AUID.40910	AUID.10711
AUID.19996	AUID.12103
AUID.40621	AUID.14862
AUID.14324	AUID.11509
AUID.31551	AUID.13344
AUID.23646	AUID.12473
AUID.19409	AUID.12045
AUID.23178	AUID.12431
AUID.21415	AUID.12251
AUID.34121	AUID.13668
AUID.38341	AUID.14318
AUID.40325	AUID.14700
AUID.25998	AUID.12715
AUID.44128	AUID.17700
AUID.22618	AUID.12371
AUID.27792	AUID.12925
AUID.20692	AUID.12178
AUID.25504	AUID.12671
AUID.17338	AUID.11832
AUID.19333	AUID.26395
AUID.34003	AUID.13658
AUID.14856	AUID.11567
AUID.40321	AUID.10667
AUID.21781	AUID.12289
AUID.41614	AUID.15453
AUID.25041	AUID.10190
AUID.92638	AUID.86604
AUID.37967	AUID.14192
AUID.29477	AUID.13110
AUID.36619	AUID.14040
AUID.24381	AUID.12553
AUID.96853	AUID.96751
AUID.58210	AUID.56935
AUID.61075	AUID.59587
AUID.14745	AUID.22328
AUID.3197	AUID.2652
AUID.6482	AUID.5257
AUID.172764	AUID.172672
AUID.403	AUID.54
AUID.10	AUID.98
AUID.7524	AUID.5325
AUID.172791	AUID.172664
AUID.14873	AUID.22439
AUID.38187	AUID.14261
AUID.172785	AUID.172663
AUID.172317	AUID.172103
AUID.172748	AUID.172668
AUID.90178	AUID.88690
AUID.55889	AUID.56646
AUID.43771	AUID.17375
AUID.56171	AUID.55519
AUID.96953	AUID.96776
AUID.10241	AUID.10857
AUID.29715	AUID.10492
AUID.32740	AUID.13457
AUID.56232	AUID.55804
AUID.12321	AUID.20183
AUID.59158	AUID.57060
AUID.13292	AUID.11400
AUID.56103	AUID.55687
AUID.20042	AUID.12109
AUID.96922	AUID.96764
AUID.96899	AUID.96761
AUID.96822	AUID.96746
AUID.56217	AUID.55523
AUID.96865	AUID.96754
AUID.44578	AUID.11054
AUID.10250	AUID.11006
AUID.96950	AUID.96774
AUID.39204	AUID.10647
AUID.56661	AUID.55569
AUID.61636	AUID.59460
AUID.96979	AUID.96800
AUID.56419	AUID.55973
AUID.60721	AUID.59563
AUID.59515	AUID.59480
AUID.96834	AUID.96748
AUID.56033	AUID.55635
AUID.58130	AUID.56929
AUID.10797	AUID.11143
AUID.14462	AUID.11524
AUID.13620	AUID.11434
AUID.26623	AUID.12796
AUID.10171	AUID.11201
AUID.40394	AUID.10673
AUID.61807	AUID.59474
AUID.40785	AUID.10700
AUID.96964	AUID.96786
AUID.56928	AUID.56830
AUID.56448	AUID.55998
AUID.96976	AUID.96797
AUID.96965	AUID.96787
AUID.61820	AUID.59476
AUID.96839	AUID.96749
AUID.56612	AUID.55499
AUID.96847	AUID.96734
AUID.96801	AUID.96743
AUID.56070	AUID.55510
AUID.96952	AUID.96737
AUID.55694	AUID.56471
AUID.59571	AUID.59484
AUID.96776	AUID.96733
AUID.29127	AUID.10195
AUID.56851	AUID.56826
AUID.96981	AUID.96802
AUID.59706	AUID.59494
AUID.17797	AUID.11875
AUID.96962	AUID.96785
AUID.11651	AUID.10278
AUID.109063	AUID.98170
AUID.19606	AUID.26629
AUID.10202	AUID.28796
AUID.18965	AUID.10363
AUID.20228	AUID.12137
AUID.43968	AUID.10992
AUID.61758	AUID.59471
AUID.96977	AUID.96798
AUID.96777	AUID.96741
AUID.17498	AUID.11846
AUID.19631	AUID.10371
AUID.35681	AUID.13884
AUID.96978	AUID.96799
AUID.56523	AUID.56066
AUID.40481	AUID.14789
AUID.21190	AUID.12234
AUID.42637	AUID.10860
AUID.43585	AUID.10956
AUID.38459	AUID.10634
AUID.10176	AUID.11377
AUID.27246	AUID.10459
AUID.23523	AUID.12457
AUID.26273	AUID.12758
AUID.37987	AUID.10614
AUID.94946	AUID.86756
AUID.96830	AUID.96747
AUID.991	AUID.985
AUID.96903	AUID.96762
AUID.96927	AUID.96765
AUID.10075	AUID.9535
AUID.42058	AUID.15850
AUID.17123	AUID.11805
AUID.38227	AUID.14279
AUID.22587	AUID.12368
AUID.26061	AUID.12723
AUID.24772	AUID.10430
AUID.38416	AUID.10631
AUID.16644	AUID.10337
AUID.11046	AUID.11170
AUID.17296	AUID.10344
AUID.11500	AUID.11215
AUID.41377	AUID.10171
AUID.12496	AUID.11318
AUID.18752	AUID.11969
AUID.22630	AUID.12373
AUID.42163	AUID.15944
AUID.19691	AUID.12074
AUID.42388	AUID.16142
AUID.26467	AUID.12782
AUID.41296	AUID.15250
AUID.20181	AUID.12132
AUID.24	AUID.111
AUID.38618	AUID.14430
AUID.26417	AUID.12777
AUID.10221	AUID.13640
AUID.13772	AUID.21469
AUID.40679	AUID.10691
AUID.39793	AUID.14595
AUID.13034	AUID.11372
AUID.35479	AUID.10571
AUID.117754	AUID.98173
AUID.16392	AUID.11726
AUID.40713	AUID.14929
AUID.40851	AUID.15036
AUID.96970	AUID.96792
AUID.96848	AUID.96750
AUID.27996	AUID.34043
AUID.43869	AUID.10983
AUID.56107	AUID.55691
AUID.55858	AUID.56619
AUID.31700	AUID.13358
AUID.22981	AUID.12414
AUID.11279	AUID.11191
AUID.41736	AUID.10768
AUID.32233	AUID.13409
AUID.43500	AUID.10948
AUID.42581	AUID.16315
AUID.26850	AUID.12817
AUID.13251	AUID.21007
AUID.10719	AUID.11135
AUID.14939	AUID.22500
AUID.43009	AUID.16701
AUID.13825	AUID.11454
AUID.11123	AUID.11176
AUID.96967	AUID.96789
AUID.41507	AUID.10744
AUID.31485	AUID.13338
AUID.59151	AUID.56792
AUID.43288	AUID.16948
AUID.57512	AUID.56874
AUID.59575	AUID.59485
AUID.96940	AUID.96736
AUID.59904	AUID.59444
AUID.96991	AUID.96740
AUID.96884	AUID.96758
AUID.44284	AUID.17839
AUID.61730	AUID.59467
AUID.96784	AUID.96826
AUID.11527	AUID.11219
AUID.25932	AUID.12707
AUID.58464	AUID.56957
AUID.125375	AUID.98193
AUID.96963	AUID.96738
AUID.55790	AUID.55504
AUID.96795	AUID.96836
AUID.56578	AUID.55560
AUID.96975	AUID.96796
AUID.36666	AUID.14043
AUID.61707	AUID.59464
AUID.56837	AUID.56825
AUID.56322	AUID.55533
AUID.56561	AUID.55558
AUID.56292	AUID.55859
AUID.10252	AUID.11074
AUID.11448	AUID.11208
AUID.43259	AUID.10922
AUID.56585	AUID.55561
AUID.31230	AUID.13298
AUID.38832	AUID.10212
AUID.61589	AUID.59454
AUID.40494	AUID.14794
AUID.104703	AUID.98262
AUID.57562	AUID.56878
AUID.40399	AUID.14747
AUID.35012	AUID.13749
AUID.11616	AUID.11228
AUID.10658	AUID.10266
AUID.59417	AUID.56818
AUID.57543	AUID.56782
AUID.61690	AUID.59463
AUID.58598	AUID.56786
AUID.124329	AUID.98185
AUID.27780	AUID.10467
AUID.12604	AUID.20433
AUID.96793	AUID.96742
AUID.125268	AUID.98192
AUID.55709	AUID.56483
AUID.55893	AUID.56649
AUID.96949	AUID.96773
AUID.42490	AUID.16234
AUID.16425	AUID.23820
AUID.38287	AUID.14302
AUID.18716	AUID.11964
AUID.43950	AUID.10990
AUID.43602	AUID.17225
AUID.15822	AUID.10328
AUID.38283	AUID.14301
AUID.20752	AUID.10383
AUID.42732	AUID.10869
AUID.4524	AUID.3907
AUID.15924	AUID.23374
AUID.36463	AUID.14022
AUID.35620	AUID.13868
AUID.17519	AUID.11848
AUID.16695	AUID.11759
AUID.13666	AUID.21374
AUID.24743	AUID.31195
AUID.39067	AUID.14503
AUID.59642	AUID.59489
AUID.96966	AUID.96788
AUID.56140	AUID.55516
AUID.55513	AUID.55520
AUID.32404	AUID.13425
AUID.33169	AUID.13533
AUID.10574	AUID.11119
AUID.13889	AUID.11461
AUID.59284	AUID.56808
AUID.96951	AUID.96775
AUID.42584	AUID.10854
AUID.55699	AUID.55600
AUID.56800	AUID.56832
AUID.10506	AUID.18574
AUID.43283	AUID.10924
AUID.38718	AUID.14454
AUID.27790	AUID.12923
AUID.12741	AUID.20554
AUID.13693	AUID.21399
AUID.20995	AUID.12220
AUID.16633	AUID.11754
AUID.15170	AUID.22707
AUID.42423	AUID.16174
AUID.88506	AUID.87128
AUID.15086	AUID.22632
AUID.43461	AUID.17099
AUID.15134	AUID.22675
AUID.19653	AUID.26672
AUID.11346	AUID.19318
AUID.39	AUID.124
AUID.507	AUID.66
AUID.144	AUID.217
AUID.22497	AUID.12359
AUID.21700	AUID.12277
AUID.38036	AUID.14218
AUID.12467	AUID.11316
AUID.30887	AUID.13236
AUID.28470	AUID.34465
AUID.10373	AUID.11098
AUID.43644	AUID.17261
AUID.32739	AUID.10531
AUID.31208	AUID.13295
AUID.15793	AUID.23258
AUID.44655	AUID.18165
AUID.27880	AUID.12938
AUID.41627	AUID.15464
AUID.43737	AUID.17345
AUID.56397	AUID.55952
AUID.38418	AUID.14357
AUID.42826	AUID.16535
AUID.44656	AUID.18166
AUID.37784	AUID.14151
AUID.12743	AUID.20556
AUID.43206	AUID.16874
AUID.11955	AUID.19860
AUID.40148	AUID.14638
AUID.42221	AUID.15995
AUID.35456	AUID.13824
AUID.726	AUID.84
AUID.432	AUID.57
AUID.90898	AUID.86471
AUID.12930	AUID.20723
AUID.44085	AUID.17661
AUID.12888	AUID.20684
AUID.96941	AUID.96767
AUID.59223	AUID.57117
AUID.96954	AUID.96777
AUID.96961	AUID.96784
AUID.127245	AUID.105017
AUID.55514	AUID.55851
AUID.56287	AUID.55854
AUID.96972	AUID.96794
AUID.55956	AUID.55506
AUID.55961	AUID.56710
AUID.44061	AUID.17639
AUID.96789	AUID.96831
AUID.55884	AUID.55505
AUID.42156	AUID.15938
AUID.3538	AUID.2549
AUID.10787	AUID.18822
AUID.15439	AUID.11624
AUID.34140	AUID.13670
AUID.41	AUID.126
AUID.84704	AUID.62410
AUID.12748	AUID.20558
AUID.13906	AUID.21590
AUID.10351	AUID.11095
AUID.22359	AUID.12348
AUID.11799	AUID.11246
AUID.21424	AUID.28242
AUID.28049	AUID.10471
AUID.33239	AUID.10540
AUID.19603	AUID.12068
AUID.35704	AUID.13888
AUID.16919	AUID.11787
AUID.35718	AUID.13895
AUID.56119	AUID.55702
AUID.33153	AUID.13524
AUID.88608	AUID.86310
AUID.40248	AUID.14665
AUID.24258	AUID.30756
AUID.42477	AUID.16222
AUID.10861	AUID.18887
AUID.94054	AUID.86699
AUID.42428	AUID.16179
AUID.44478	AUID.18009
AUID.13517	AUID.21243
AUID.27178	AUID.12843
AUID.28021	AUID.12950
AUID.30926	AUID.13239
AUID.13367	AUID.21109
AUID.11420	AUID.11205
AUID.41742	AUID.15566
AUID.43718	AUID.10971
AUID.44780	AUID.18281
AUID.11995	AUID.19895
AUID.1000	AUID.994
AUID.41743	AUID.15567
AUID.16024	AUID.11688
AUID.40789	AUID.14986
AUID.10268	AUID.11086
AUID.44680	AUID.18187
AUID.42597	AUID.16329
AUID.13611	AUID.11433
AUID.15377	AUID.22892
AUID.27377	AUID.12861
AUID.35813	AUID.13936
AUID.41680	AUID.10762
AUID.11026	AUID.11168
AUID.42079	AUID.15869
AUID.13719	AUID.21423
AUID.10894	AUID.18918
AUID.59295	AUID.56809
AUID.20271	AUID.27214
AUID.43177	AUID.16848
AUID.33163	AUID.13529
AUID.42482	AUID.16227
AUID.41687	AUID.15518
AUID.43501	AUID.17134
AUID.19366	AUID.26421
AUID.43315	AUID.16972
AUID.35589	AUID.13849
AUID.42978	AUID.16673
AUID.33681	AUID.38971
AUID.61564	AUID.59650
AUID.54799	AUID.44925
AUID.89202	AUID.87783
AUID.137	AUID.211
AUID.92955	AUID.86620
AUID.12511	AUID.20351
AUID.40951	AUID.15099
AUID.89996	AUID.86395
AUID.88694	AUID.86316
AUID.41629	AUID.15466
AUID.15723	AUID.11655
AUID.22991	AUID.12415
AUID.41526	AUID.15372
AUID.59326	AUID.57210
AUID.96792	AUID.96834
AUID.96933	AUID.96766
AUID.56366	AUID.55538
AUID.56776	AUID.55580
AUID.96780	AUID.96822
AUID.59581	AUID.59486
AUID.41775	AUID.15595
AUID.40705	AUID.10693
AUID.41981	AUID.15781
AUID.56013	AUID.56754
AUID.59624	AUID.59488
AUID.96869	AUID.96755
AUID.56365	AUID.55498
AUID.96980	AUID.96801
AUID.56245	AUID.55526
AUID.56642	AUID.55567
AUID.43409	AUID.10939
AUID.11481	AUID.19438
AUID.44436	AUID.17972
AUID.10194	AUID.24005
AUID.41622	AUID.15460
AUID.56166	AUID.55744
AUID.96945	AUID.96769
AUID.58094	AUID.56925
AUID.60282	AUID.59535
AUID.22711	AUID.12382
AUID.42663	AUID.16389
AUID.56304	AUID.55870
AUID.33686	AUID.13629
AUID.55865	AUID.55614
AUID.56057	AUID.55646
AUID.14874	AUID.22440
AUID.42791	AUID.16504
AUID.43143	AUID.10909
AUID.23246	AUID.12437
AUID.33282	AUID.13556
AUID.44486	AUID.18017
AUID.10332	AUID.18420
AUID.7798	AUID.5347
AUID.883	AUID.889
AUID.44514	AUID.18042
AUID.34722	AUID.13726
AUID.4829	AUID.3903
AUID.26660	AUID.10454
AUID.56536	AUID.55555
AUID.43719	AUID.17328
AUID.20081	AUID.27051
AUID.11947	AUID.19852
AUID.10951	AUID.18967
AUID.42608	AUID.16339
AUID.40885	AUID.15065
AUID.41435	AUID.15291
AUID.202	AUID.32
AUID.546	AUID.7
AUID.19298	AUID.26364
AUID.89128	AUID.87716
AUID.19	AUID.106
AUID.12996	AUID.20782
AUID.40658	AUID.10689
AUID.42263	AUID.16031
AUID.674	AUID.80
AUID.11890	AUID.19801
AUID.43404	AUID.17049
AUID.43762	AUID.17367
AUID.40360	AUID.14720
AUID.42172	AUID.15952
AUID.54	AUID.138
AUID.12845	AUID.20644
AUID.43989	AUID.17575
AUID.172479	AUID.172120
AUID.13798	AUID.21493
AUID.18822	AUID.11980
AUID.27060	AUID.12835
AUID.34682	AUID.13722
AUID.11817	AUID.19738
AUID.42651	AUID.16377
AUID.29598	AUID.35446
AUID.3477	AUID.2770
AUID.158554	AUID.144623
AUID.157224	AUID.144769
AUID.171410	AUID.144668
AUID.42014	AUID.15811
AUID.22740	AUID.29410
AUID.11022	AUID.19029
AUID.11006	AUID.19015
AUID.40315	AUID.14691
AUID.14263	AUID.11501
AUID.43779	AUID.17382
AUID.40657	AUID.14889
AUID.24106	AUID.12528
AUID.33272	AUID.13550
AUID.42721	AUID.16442
AUID.20531	AUID.12163
AUID.43375	AUID.17024
AUID.172435	AUID.172114
AUID.42636	AUID.16365
AUID.14386	AUID.22012
AUID.10999	AUID.11165
AUID.42933	AUID.16632
AUID.43251	AUID.10921
AUID.44567	AUID.18088
AUID.15057	AUID.11584
AUID.989	AUID.983
AUID.44299	AUID.17852
AUID.44197	AUID.11012
AUID.13155	AUID.10296
AUID.16833	AUID.11776
AUID.42972	AUID.16668
AUID.22242	AUID.12337
AUID.43798	AUID.17399
AUID.44247	AUID.17806
AUID.41852	AUID.15665
AUID.44841	AUID.18336
AUID.18831	AUID.25948
AUID.44342	AUID.17890
AUID.18706	AUID.11962
AUID.16071	AUID.11695
AUID.25069	AUID.12631
AUID.14803	AUID.11561
AUID.10828	AUID.11146
AUID.23658	AUID.12475
AUID.27785	AUID.12920
AUID.96877	AUID.96756
AUID.12497	AUID.20338
AUID.39055	AUID.14501
AUID.17217	AUID.24521
AUID.17458	AUID.11843
AUID.13314	AUID.21061
AUID.15513	AUID.23009
AUID.365	AUID.50
AUID.85	AUID.18
AUID.40631	AUID.14870
AUID.42185	AUID.15963
AUID.42431	AUID.16181
AUID.10706	AUID.18751
AUID.11556	AUID.11222
AUID.43831	AUID.17430
AUID.11621	AUID.19562
AUID.44430	AUID.11038
AUID.9	AUID.97
AUID.88872	AUID.87470
AUID.43759	AUID.17364
AUID.56332	AUID.55895
AUID.14199	AUID.21850
AUID.14074	AUID.21737
AUID.42432	AUID.16182
AUID.10317	AUID.18406
AUID.20774	AUID.27664
AUID.14582	AUID.10313
AUID.12198	AUID.20073
AUID.11208	AUID.19195
AUID.12220	AUID.20093
AUID.28116	AUID.34151
AUID.43617	AUID.17238
AUID.64	AUID.147
AUID.43603	AUID.10958
AUID.14164	AUID.21820
AUID.14797	AUID.22374
AUID.141646	AUID.130051
AUID.141428	AUID.130006
AUID.137797	AUID.130024
AUID.27278	AUID.12852
AUID.44627	AUID.18140
AUID.31076	AUID.13263
AUID.33150	AUID.13522
AUID.13167	AUID.20932
AUID.39697	AUID.10654
AUID.18176	AUID.10354
AUID.24652	AUID.12573
AUID.41864	AUID.10781
AUID.15197	AUID.11599
AUID.21718	AUID.10395
AUID.31218	AUID.10198
AUID.17066	AUID.11800
AUID.44720	AUID.18221
AUID.941	AUID.946
AUID.30181	AUID.13175
AUID.41935	AUID.15739
AUID.42706	AUID.16427
AUID.13784	AUID.21480
AUID.41328	AUID.15262
AUID.19454	AUID.12051
AUID.44557	AUID.18079
AUID.31081	AUID.13266
AUID.43627	AUID.10961
AUID.31085	AUID.13267
AUID.14724	AUID.11552
AUID.35518	AUID.13840
AUID.19356	AUID.26413
AUID.16014	AUID.23453
AUID.12168	AUID.20046
AUID.10814	AUID.11144
AUID.15733	AUID.11656
AUID.20814	AUID.12195
AUID.13762	AUID.21460
AUID.41506	AUID.10222
AUID.41905	AUID.15711
AUID.39420	AUID.43671
AUID.84514	AUID.62395
AUID.42010	AUID.15807
AUID.14339	AUID.21970
AUID.34341	AUID.13688
AUID.11521	AUID.19472
AUID.21812	AUID.12294
AUID.28246	AUID.12972
AUID.10419	AUID.18496
AUID.43334	AUID.16988
AUID.12121	AUID.20006
AUID.16262	AUID.23673
AUID.15127	AUID.11592
AUID.40283	AUID.10664
AUID.20383	AUID.12151
AUID.16332	AUID.11718
AUID.35603	AUID.13860
AUID.40873	AUID.15055
AUID.42841	AUID.16550
AUID.26786	AUID.32985
AUID.12732	AUID.20547
AUID.172385	AUID.172109
AUID.24455	AUID.12559
AUID.15367	AUID.11615
AUID.166238	AUID.144632
AUID.716	AUID.83
AUID.41787	AUID.15605
AUID.172765	AUID.172673
AUID.35486	AUID.13833
AUID.18090	AUID.25294
AUID.27876	AUID.33934
AUID.25203	AUID.12642
AUID.12065	AUID.19958
AUID.172211	AUID.172092
AUID.17236	AUID.24536
AUID.42779	AUID.10873
AUID.20730	AUID.12183
AUID.43934	AUID.17524
AUID.29331	AUID.13083
AUID.34600	AUID.13714
AUID.76	AUID.17
AUID.14286	AUID.11505
AUID.41120	AUID.15179
AUID.121007	AUID.98175
AUID.24864	AUID.12602
AUID.10995	AUID.19006
AUID.38244	AUID.14289
AUID.172286	AUID.172227
AUID.25149	AUID.31539
AUID.40318	AUID.14694
AUID.14177	AUID.11490
AUID.10168	AUID.11128
AUID.13191	AUID.20953
AUID.43493	AUID.17128
AUID.10180	AUID.21641
AUID.32802	AUID.13463
AUID.44515	AUID.18043
AUID.42157	AUID.15939
AUID.40383	AUID.14735
AUID.17936	AUID.25156
AUID.11524	AUID.19475
AUID.32131	AUID.13399
AUID.42444	AUID.10840
AUID.14268	AUID.11502
AUID.24311	AUID.10426
AUID.40827	AUID.10703
AUID.43028	AUID.16717
AUID.14017	AUID.21688
AUID.30384	AUID.13189
AUID.30322	AUID.13184
AUID.43216	AUID.16883
AUID.29622	AUID.10491
AUID.21023	AUID.12223
AUID.30275	AUID.13180
AUID.14394	AUID.11516
AUID.13087	AUID.11376
AUID.10334	AUID.11093
AUID.14306	AUID.11507
AUID.40289	AUID.14678
AUID.37459	AUID.14112
AUID.66	AUID.16
AUID.25581	AUID.12679
AUID.1044	AUID.1036
AUID.41573	AUID.10751
AUID.10226	AUID.14336
AUID.30999	AUID.13247
AUID.145	AUID.25
AUID.42885	AUID.16589
AUID.31170	AUID.13283
AUID.22651	AUID.12376
AUID.10285	AUID.18377
AUID.10733	AUID.18775
AUID.40544	AUID.14821
AUID.31013	AUID.13252
AUID.41413	AUID.10736
AUID.42000	AUID.15798
AUID.16816	AUID.11774
AUID.15503	AUID.11633
AUID.11907	AUID.11257
AUID.993	AUID.987
AUID.11431	AUID.11206
AUID.18375	AUID.25548
AUID.31052	AUID.13259
AUID.15082	AUID.10319
AUID.38545	AUID.10636
AUID.23106	AUID.12425
AUID.18698	AUID.11961
AUID.60525	AUID.59551
AUID.42860	AUID.16566
AUID.19827	AUID.12086
AUID.43648	AUID.17265
AUID.13922	AUID.21603
AUID.43022	AUID.16712
AUID.10244	AUID.16642
AUID.11708	AUID.11238
AUID.26991	AUID.12831
AUID.29176	AUID.13061
AUID.20071	AUID.10376
AUID.11670	AUID.11233
AUID.11609	AUID.11227
AUID.27149	AUID.12841
AUID.13606	AUID.21320
AUID.38367	AUID.14324
AUID.29486	AUID.35347
AUID.33388	AUID.13588
AUID.42605	AUID.16337
AUID.15177	AUID.11597
AUID.44612	AUID.11058
AUID.44665	AUID.11064
AUID.20239	AUID.12138
AUID.30810	AUID.13227
AUID.14444	AUID.11521
AUID.40345	AUID.14710
AUID.42272	AUID.16040
AUID.28482	AUID.12995
AUID.24701	AUID.10429
AUID.23674	AUID.12478
AUID.19342	AUID.26402
AUID.43685	AUID.17296
AUID.31035	AUID.13255
AUID.15272	AUID.22798
AUID.12846	AUID.20645
AUID.43575	AUID.17201
AUID.18844	AUID.11982
AUID.10669	AUID.11130
AUID.44716	AUID.11070
AUID.20753	AUID.12186
AUID.42733	AUID.16452
AUID.41077	AUID.15158
AUID.28383	AUID.12986
AUID.16065	AUID.11694
AUID.10453	AUID.18526
AUID.11321	AUID.19297
AUID.44626	AUID.18139
AUID.11156	AUID.11180
AUID.56285	AUID.55852
AUID.44046	AUID.10998
AUID.44038	AUID.17618
AUID.2546	AUID.2592
AUID.42943	AUID.10889
AUID.13464	AUID.21197
AUID.40317	AUID.14693
AUID.42805	AUID.16517
AUID.28197	AUID.12967
AUID.25743	AUID.12691
AUID.10495	AUID.11110
AUID.41074	AUID.15157
AUID.16865	AUID.11779
AUID.12323	AUID.11300
AUID.40133	AUID.14637
AUID.24662	AUID.12574
AUID.42197	AUID.15974
AUID.38450	AUID.14380
AUID.40802	AUID.14998
AUID.56121	AUID.55514
AUID.42344	AUID.10829
AUID.10198	AUID.12041
