AUID_updt	AUID_OLD
AUID.136048	AUID.130144
AUID.123627	AUID.101718
AUID.128537	AUID.106192
AUID.59811	AUID.60210
AUID.126122	AUID.103994
AUID.119262	AUID.98367
AUID.79776	AUID.62021
AUID.179313	AUID.178602
AUID.114013	AUID.100330
AUID.126680	AUID.104502
AUID.139110	AUID.130400
AUID.140243	AUID.130043
AUID.71409	AUID.61925
AUID.132323	AUID.131096
AUID.134081	AUID.131252
AUID.132193	AUID.130090
AUID.63471	AUID.62668
AUID.141318	AUID.130048
AUID.80690	AUID.62095
AUID.78291	AUID.61972
AUID.143583	AUID.130066
AUID.138964	AUID.130032
AUID.130491	AUID.130078
AUID.79363	AUID.61985
AUID.135468	AUID.131380
AUID.141001	AUID.130046
AUID.71517	AUID.61926
AUID.84018	AUID.62360
AUID.141535	AUID.130050
AUID.79982	AUID.62038
AUID.139792	AUID.130460
AUID.140719	AUID.136004
AUID.81384	AUID.65779
AUID.99120	AUID.99061
AUID.5629	AUID.6325
AUID.137103	AUID.132729
AUID.138560	AUID.134051
AUID.5768	AUID.6457
AUID.157325	AUID.146522
AUID.125807	AUID.103703
AUID.123795	AUID.101869
AUID.122970	AUID.98396
AUID.106271	AUID.99669
AUID.103669	AUID.99448
AUID.125604	AUID.103520
AUID.126556	AUID.98691
AUID.130011	AUID.108401
AUID.124184	AUID.102223
AUID.17479	AUID.24749
AUID.129189	AUID.107656
AUID.124616	AUID.102616
AUID.98460	AUID.99005
AUID.99813	AUID.109028
AUID.124131	AUID.102175
AUID.124926	AUID.102898
AUID.11050	AUID.19054
AUID.16030	AUID.11689
AUID.136	AUID.210
AUID.20062	AUID.27037
AUID.21829	AUID.12297
AUID.93074	AUID.86627
AUID.97426	AUID.96974
AUID.97518	AUID.96959
AUID.97502	AUID.96982
AUID.97468	AUID.96979
AUID.97352	AUID.96971
AUID.97307	AUID.96970
AUID.59102	AUID.57007
AUID.13225	AUID.20985
AUID.15182	AUID.22718
AUID.41932	AUID.10787
AUID.33724	AUID.39010
AUID.43265	AUID.16927
AUID.89021	AUID.87611
AUID.17454	AUID.24728
AUID.12939	AUID.20731
AUID.23670	AUID.30239
AUID.90692	AUID.86453
AUID.232	AUID.293
AUID.88721	AUID.87328
AUID.128823	AUID.98878
AUID.3734	AUID.2999
AUID.11265	AUID.19247
AUID.38874	AUID.14474
AUID.42201	AUID.10814
AUID.44232	AUID.17793
AUID.43858	AUID.17454
AUID.14054	AUID.11478
AUID.88616	AUID.87229
AUID.11938	AUID.11259
AUID.96303	AUID.96330
AUID.13475	AUID.21207
AUID.92806	AUID.86613
AUID.42524	AUID.16265
AUID.38350	AUID.10627
AUID.90439	AUID.88933
AUID.172323	AUID.172104
AUID.19143	AUID.12014
AUID.11127	AUID.19123
AUID.12577	AUID.11326
AUID.15569	AUID.11639
AUID.42133	AUID.10806
AUID.12897	AUID.20693
AUID.42465	AUID.16212
AUID.43871	AUID.17466
AUID.3560	AUID.2552
AUID.44388	AUID.17930
AUID.32920	AUID.13481
AUID.33404	AUID.13596
AUID.37022	AUID.14075
AUID.28929	AUID.13032
AUID.41947	AUID.15749
AUID.22311	AUID.12343
AUID.37065	AUID.14079
AUID.14593	AUID.11539
AUID.10742	AUID.18783
AUID.17400	AUID.11838
AUID.42929	AUID.16629
AUID.13996	AUID.21669
AUID.14280	AUID.21919
AUID.11984	AUID.19887
AUID.13681	AUID.21388
AUID.44378	AUID.17921
AUID.87755	AUID.86974
AUID.12691	AUID.20510
AUID.89815	AUID.88359
AUID.43019	AUID.10897
AUID.43279	AUID.16940
AUID.12458	AUID.11315
AUID.43324	AUID.16980
AUID.27830	AUID.12931
AUID.93023	AUID.86271
AUID.88368	AUID.86293
AUID.88812	AUID.86324
AUID.90140	AUID.86407
AUID.43809	AUID.17410
AUID.43615	AUID.17236
AUID.10258	AUID.18267
AUID.42145	AUID.15928
AUID.18439	AUID.25604
AUID.88900	AUID.87496
AUID.42015	AUID.15812
AUID.13010	AUID.11369
AUID.27128	AUID.12839
AUID.20994	AUID.27850
AUID.172490	AUID.172407
AUID.3867	AUID.2586
AUID.2732	AUID.2529
AUID.3503	AUID.2545
AUID.18980	AUID.26079
AUID.10620	AUID.18674
AUID.41803	AUID.15620
AUID.42123	AUID.15908
AUID.35342	AUID.13793
AUID.10621	AUID.18675
AUID.16928	AUID.24262
AUID.32663	AUID.13449
AUID.18029	AUID.25240
AUID.28537	AUID.12999
AUID.12916	AUID.20710
AUID.43978	AUID.17564
AUID.13838	AUID.21528
AUID.30402	AUID.13191
AUID.17696	AUID.24944
AUID.21909	AUID.12310
AUID.88874	AUID.87472
AUID.36173	AUID.13985
AUID.37922	AUID.14179
AUID.12101	AUID.19988
AUID.13773	AUID.21470
AUID.39236	AUID.14532
AUID.11302	AUID.19280
AUID.13826	AUID.21517
AUID.41434	AUID.15290
AUID.31219	AUID.10512
AUID.42128	AUID.15913
AUID.44297	AUID.11022
AUID.43294	AUID.16953
AUID.43158	AUID.16834
AUID.43204	AUID.16872
AUID.17713	AUID.24960
AUID.39400	AUID.14551
AUID.35752	AUID.10582
AUID.17730	AUID.10349
AUID.229	AUID.35
AUID.12261	AUID.11294
AUID.43100	AUID.16782
AUID.38851	AUID.14471
AUID.13338	AUID.11405
AUID.35669	AUID.10577
AUID.29462	AUID.10489
AUID.10791	AUID.18826
AUID.286	AUID.41
AUID.13845	AUID.21533
AUID.42689	AUID.16412
AUID.15691	AUID.23170
AUID.87389	AUID.86945
AUID.44017	AUID.17599
AUID.13534	AUID.21258
AUID.11575	AUID.19520
AUID.33164	AUID.13530
AUID.56402	AUID.55542
AUID.12756	AUID.20566
AUID.42541	AUID.16280
AUID.91245	AUID.86500
AUID.88392	AUID.87022
AUID.88407	AUID.86295
AUID.96109	AUID.86841
AUID.92714	AUID.86608
AUID.43072	AUID.10240
AUID.31464	AUID.10517
AUID.31129	AUID.10510
AUID.10998	AUID.10270
AUID.11303	AUID.11194
AUID.12266	AUID.11295
AUID.43752	AUID.10248
AUID.44649	AUID.11062
AUID.42821	AUID.10237
AUID.11399	AUID.11204
AUID.10678	AUID.11131
AUID.13156	AUID.11385
AUID.12032	AUID.11269
AUID.43263	AUID.16925
AUID.37182	AUID.14088
AUID.40596	AUID.14844
AUID.15256	AUID.11605
AUID.23625	AUID.12471
AUID.10060	AUID.9520
AUID.9820	AUID.9374
AUID.3572	AUID.2856
AUID.61720	AUID.59466
AUID.13118	AUID.20891
AUID.30059	AUID.35860
AUID.19738	AUID.26749
AUID.15210	AUID.22743
AUID.20757	AUID.27649
AUID.40743	AUID.14952
AUID.12884	AUID.20680
AUID.44451	AUID.17985
AUID.24688	AUID.31146
AUID.42730	AUID.16450
AUID.40721	AUID.14935
AUID.18396	AUID.11933
AUID.39419	AUID.14553
AUID.165850	AUID.144629
AUID.98154	AUID.97986
AUID.14362	AUID.21991
AUID.11985	AUID.19888
AUID.40920	AUID.15087
AUID.87005	AUID.86911
AUID.88619	AUID.87231
AUID.21734	AUID.28516
AUID.18475	AUID.25637
AUID.11203	AUID.11184
AUID.1028	AUID.1021
AUID.12814	AUID.20617
AUID.43429	AUID.17070
AUID.102791	AUID.99374
AUID.44161	AUID.17730
AUID.14473	AUID.22087
AUID.16409	AUID.23806
AUID.33392	AUID.10545
AUID.547	AUID.70
AUID.42084	AUID.15873
AUID.59233	AUID.57125
AUID.56316	AUID.55881
AUID.128404	AUID.98843
AUID.56357	AUID.55537
AUID.55653	AUID.55596
AUID.58270	AUID.56940
AUID.40904	AUID.15076
AUID.15171	AUID.22708
AUID.172395	AUID.172110
AUID.57005	AUID.57525
AUID.88515	AUID.86302
AUID.79556	AUID.62001
AUID.11173	AUID.19163
AUID.12264	AUID.20131
AUID.11699	AUID.19631
AUID.19467	AUID.12053
AUID.29965	AUID.13156
AUID.43247	AUID.16911
AUID.15116	AUID.22659
AUID.38083	AUID.14235
AUID.12487	AUID.20329
AUID.18903	AUID.26011
AUID.14208	AUID.21857
AUID.19499	AUID.26532
AUID.15228	AUID.22760
AUID.40670	AUID.14897
AUID.38409	AUID.14353
AUID.119698	AUID.98368
AUID.33126	AUID.13517
AUID.43923	AUID.17515
AUID.43508	AUID.17141
AUID.272	AUID.329
AUID.88817	AUID.87417
AUID.29309	AUID.35206
AUID.42887	AUID.16591
AUID.42725	AUID.16445
AUID.32104	AUID.13397
AUID.88795	AUID.86323
AUID.26486	AUID.12784
AUID.44300	AUID.17853
AUID.56214	AUID.55788
AUID.96955	AUID.96778
AUID.43237	AUID.16902
AUID.44377	AUID.11031
AUID.10401	AUID.11101
AUID.33824	AUID.10169
AUID.12307	AUID.11299
AUID.18743	AUID.25873
AUID.40999	AUID.15130
AUID.26686	AUID.12801
AUID.19503	AUID.12059
AUID.25006	AUID.12626
AUID.35085	AUID.13760
AUID.16187	AUID.23605
AUID.89050	AUID.86335
AUID.93143	AUID.86632
AUID.91764	AUID.86540
AUID.90940	AUID.86474
AUID.20844	AUID.27720
AUID.20969	AUID.27827
AUID.22631	AUID.29317
AUID.16473	AUID.23862
AUID.34419	AUID.10558
AUID.32858	AUID.13473
AUID.12290	AUID.11297
AUID.12334	AUID.11301
AUID.43499	AUID.10245
AUID.18620	AUID.11954
AUID.14424	AUID.10179
AUID.41135	AUID.10724
AUID.18312	AUID.25490
AUID.41439	AUID.15295
AUID.13997	AUID.21670
AUID.41157	AUID.15205
AUID.13303	AUID.21053
AUID.12433	AUID.11311
AUID.43569	AUID.17196
AUID.43764	AUID.10975
AUID.27823	AUID.12930
AUID.90592	AUID.86444
AUID.14285	AUID.21923
AUID.96974	AUID.96795
AUID.19465	AUID.26505
AUID.44490	AUID.11044
AUID.38293	AUID.14306
AUID.96957	AUID.96780
AUID.94641	AUID.86735
AUID.18738	AUID.11967
AUID.92503	AUID.86594
AUID.40671	AUID.14898
AUID.13174	AUID.11388
AUID.18609	AUID.11953
AUID.13300	AUID.11401
AUID.89568	AUID.88130
AUID.16890	AUID.24229
AUID.89175	AUID.87759
AUID.17870	AUID.11883
AUID.19773	AUID.26780
AUID.14743	AUID.11554
AUID.31066	AUID.10508
AUID.11338	AUID.10274
AUID.89251	AUID.87829
AUID.14826	AUID.22399
AUID.42516	AUID.16258
AUID.10653	AUID.18703
AUID.90215	AUID.88724
AUID.16233	AUID.23647
AUID.17301	AUID.24591
AUID.93781	AUID.86680
AUID.43101	AUID.16783
AUID.42808	AUID.16520
AUID.13409	AUID.21146
AUID.40607	AUID.10686
AUID.44381	AUID.17924
AUID.12185	AUID.20061
AUID.15307	AUID.11609
AUID.38281	AUID.14300
AUID.11424	AUID.19389
AUID.34150	AUID.13671
AUID.12803	AUID.20608
AUID.40779	AUID.14978
AUID.35396	AUID.10569
AUID.25273	AUID.12649
AUID.89422	AUID.87990
AUID.19713	AUID.26727
AUID.44327	AUID.17877
AUID.42361	AUID.10831
AUID.41451	AUID.15307
AUID.15046	AUID.22597
AUID.87325	AUID.86940
AUID.13512	AUID.21239
AUID.16784	AUID.24139
AUID.31047	AUID.36742
AUID.20829	AUID.27709
AUID.89606	AUID.86365
AUID.43805	AUID.17406
AUID.31179	AUID.13285
AUID.41545	AUID.15389
AUID.16007	AUID.23448
AUID.39672	AUID.14582
AUID.15547	AUID.23040
AUID.22599	AUID.29291
AUID.57	AUID.140
AUID.44533	AUID.18058
AUID.37429	AUID.10604
AUID.14695	AUID.11549
AUID.44064	AUID.17641
AUID.38963	AUID.10643
AUID.16488	AUID.23873
AUID.27695	AUID.12905
AUID.16759	AUID.24117
AUID.90475	AUID.86262
AUID.92005	AUID.86560
AUID.88412	AUID.87040
AUID.89345	AUID.86352
AUID.10209	AUID.12731
AUID.42595	AUID.10855
AUID.93874	AUID.86688
AUID.18082	AUID.10353
AUID.36502	AUID.10593
AUID.20182	AUID.27134
AUID.41658	AUID.15492
AUID.16678	AUID.24046
AUID.11133	AUID.19128
AUID.43959	AUID.17547
AUID.42866	AUID.16571
AUID.12085	AUID.19975
AUID.11611	AUID.19553
AUID.43494	AUID.17129
AUID.25054	AUID.31453
AUID.35414	AUID.13810
AUID.12086	AUID.19976
AUID.42518	AUID.16260
AUID.25325	AUID.31699
AUID.89867	AUID.88407
AUID.10827	AUID.18859
AUID.41860	AUID.15672
AUID.43436	AUID.17076
AUID.192	AUID.258
AUID.42566	AUID.16302
AUID.38229	AUID.14281
AUID.91561	AUID.86526
AUID.30	AUID.116
AUID.86527	AUID.86874
AUID.228	AUID.290
AUID.31237	AUID.13299
AUID.11761	AUID.19685
AUID.15759	AUID.11659
AUID.11866	AUID.11252
AUID.41846	AUID.10779
AUID.92555	AUID.86598
AUID.24040	AUID.12522
AUID.59163	AUID.56793
AUID.18863	AUID.11986
AUID.42435	AUID.16185
AUID.44160	AUID.11008
AUID.42875	AUID.16580
AUID.26705	AUID.12803
AUID.26281	AUID.12761
AUID.29055	AUID.10482
AUID.13153	AUID.20921
AUID.18215	AUID.11911
AUID.14455	AUID.11523
AUID.25418	AUID.10438
AUID.21393	AUID.12249
AUID.28786	AUID.13020
AUID.35736	AUID.13906
AUID.18030	AUID.25241
AUID.42297	AUID.16061
AUID.35777	AUID.13929
AUID.17500	AUID.24769
AUID.17216	AUID.11814
AUID.41709	AUID.15536
AUID.13024	AUID.20806
AUID.18280	AUID.11919
AUID.11586	AUID.19530
AUID.38205	AUID.10622
AUID.27614	AUID.12892
AUID.44561	AUID.11052
AUID.10515	AUID.10264
AUID.11470	AUID.11212
AUID.39235	AUID.14531
AUID.3976	AUID.4659
AUID.38650	AUID.10639
AUID.59349	AUID.56812
AUID.11880	AUID.19792
AUID.59362	AUID.56813
AUID.12165	AUID.20043
AUID.13670	AUID.21378
AUID.31249	AUID.13303
AUID.40253	AUID.14667
AUID.44396	AUID.17936
AUID.18677	AUID.10359
AUID.30264	AUID.10498
AUID.24941	AUID.12614
AUID.38632	AUID.14436
AUID.14738	AUID.22322
AUID.18760	AUID.25886
AUID.43683	AUID.10968
AUID.11103	AUID.19101
AUID.15947	AUID.23395
AUID.40496	AUID.10215
AUID.13173	AUID.20937
AUID.61541	AUID.59449
AUID.88956	AUID.86331
AUID.3403	AUID.2701
AUID.20075	AUID.27046
AUID.88508	AUID.87130
AUID.89539	AUID.88101
AUID.42681	AUID.16405
AUID.19297	AUID.12027
AUID.44146	AUID.17717
AUID.41575	AUID.15417
AUID.37842	AUID.14162
AUID.44699	AUID.18203
AUID.12516	AUID.11320
AUID.24029	AUID.10423
AUID.12151	AUID.10284
AUID.26144	AUID.10447
AUID.10346	AUID.18431
AUID.35260	AUID.13783
AUID.102541	AUID.98167
AUID.12847	AUID.20646
AUID.10592	AUID.18648
AUID.34883	AUID.10563
AUID.32339	AUID.13419
AUID.17143	AUID.11807
AUID.17014	AUID.24340
AUID.89157	AUID.87743
AUID.88609	AUID.87222
AUID.13779	AUID.21475
AUID.22166	AUID.12330
AUID.88660	AUID.87270
AUID.43919	AUID.17512
AUID.94984	AUID.86760
AUID.16040	AUID.23475
AUID.11701	AUID.19633
AUID.21792	AUID.28567
AUID.8919	AUID.5125
AUID.21099	AUID.10388
AUID.11509	AUID.11217
AUID.38455	AUID.14385
AUID.16545	AUID.23925
AUID.59424	AUID.57300
AUID.13015	AUID.20798
AUID.43765	AUID.17369
AUID.16386	AUID.23788
AUID.11439	AUID.11207
AUID.23990	AUID.30515
AUID.88714	AUID.87321
AUID.94580	AUID.86731
AUID.24466	AUID.12560
AUID.23825	AUID.12503
AUID.39124	AUID.14513
AUID.44474	AUID.18006
AUID.29813	AUID.10493
AUID.41379	AUID.10735
AUID.17777	AUID.11872
AUID.40478	AUID.14788
AUID.43885	AUID.17480
AUID.14125	AUID.21784
AUID.32816	AUID.13465
AUID.27770	AUID.33853
AUID.93720	AUID.86675
AUID.21661	AUID.28457
AUID.21614	AUID.28416
AUID.21258	AUID.12239
AUID.17804	AUID.25037
AUID.11835	AUID.19753
AUID.43343	AUID.16996
AUID.121008	AUID.98379
AUID.43616	AUID.17237
AUID.90017	AUID.86397
AUID.19350	AUID.26408
AUID.18999	AUID.26096
AUID.88842	AUID.87440
AUID.43410	AUID.17053
AUID.44397	AUID.17937
AUID.42918	AUID.16619
AUID.11457	AUID.19418
AUID.10460	AUID.18532
AUID.26094	AUID.12727
AUID.24975	AUID.12620
AUID.19124	AUID.12012
AUID.29112	AUID.13052
AUID.42290	AUID.16056
AUID.15677	AUID.23158
AUID.16891	AUID.24230
AUID.22917	AUID.29564
AUID.43635	AUID.10962
AUID.23402	AUID.12448
AUID.31014	AUID.13253
AUID.26580	AUID.32801
AUID.89495	AUID.88059
AUID.14685	AUID.10314
AUID.44303	AUID.11023
AUID.42471	AUID.10842
AUID.44425	AUID.11037
AUID.11960	AUID.11261
AUID.14827	AUID.10316
AUID.10459	AUID.11106
AUID.41863	AUID.10226
AUID.19337	AUID.10367
AUID.40760	AUID.10697
AUID.43913	AUID.10986
AUID.31314	AUID.10515
AUID.3275	AUID.2664
AUID.10151	AUID.10140
AUID.9908	AUID.9384
AUID.16122	AUID.11701
AUID.26744	AUID.12806
AUID.18061	AUID.25269
AUID.23692	AUID.12481
AUID.42090	AUID.10802
AUID.40674	AUID.14901
AUID.8300	AUID.5119
AUID.43205	AUID.16873
AUID.42886	AUID.16590
AUID.43374	AUID.17023
AUID.44053	AUID.17632
AUID.43949	AUID.17538
AUID.43371	AUID.10934
AUID.22405	AUID.12351
AUID.92109	AUID.86567
AUID.59107	AUID.57012
AUID.40616	AUID.14856
AUID.41991	AUID.15790
AUID.14545	AUID.22149
AUID.44153	AUID.17723
AUID.16079	AUID.11696
AUID.13592	AUID.11430
AUID.14	AUID.102
AUID.17718	AUID.24965
AUID.25514	AUID.10439
AUID.41747	AUID.15570
AUID.86930	AUID.86904
AUID.33359	AUID.13570
AUID.8905	AUID.5441
AUID.25	AUID.112
AUID.58	AUID.141
AUID.5462	AUID.5181
AUID.193	AUID.31
AUID.16191	AUID.11706
AUID.43064	AUID.16751
AUID.22849	AUID.29503
AUID.88646	AUID.87257
AUID.41997	AUID.15796
AUID.12576	AUID.20408
AUID.16221	AUID.23636
AUID.19500	AUID.26533
AUID.100172	AUID.99149
AUID.12826	AUID.20627
AUID.26342	AUID.12769
AUID.42555	AUID.10234
AUID.12322	AUID.10286
AUID.30411	AUID.13192
AUID.14489	AUID.11528
AUID.17789	AUID.25025
AUID.12186	AUID.20062
AUID.42395	AUID.16149
AUID.13521	AUID.21246
AUID.10277	AUID.18370
AUID.16057	AUID.23490
AUID.43995	AUID.17580
AUID.28839	AUID.13025
AUID.92730	AUID.86609
AUID.3437	AUID.2540
AUID.26275	AUID.12759
AUID.28041	AUID.12952
AUID.42401	AUID.16154
AUID.41840	AUID.15654
AUID.15979	AUID.11682
AUID.12992	AUID.11366
AUID.88917	AUID.87512
AUID.88593	AUID.86308
AUID.93911	AUID.92126
AUID.13975	AUID.21651
AUID.42019	AUID.15815
AUID.12164	AUID.20042
AUID.92031	AUID.86562
AUID.25842	AUID.12698
AUID.833	AUID.93
AUID.16764	AUID.24121
AUID.20998	AUID.27853
AUID.125061	AUID.98190
AUID.90618	AUID.86446
AUID.40981	AUID.15120
AUID.43678	AUID.17290
AUID.42728	AUID.16448
AUID.43458	AUID.17096
AUID.92098	AUID.90447
AUID.22930	AUID.29575
AUID.12106	AUID.19993
AUID.12982	AUID.20770
AUID.89397	AUID.87965
AUID.22176	AUID.12331
AUID.20302	AUID.27241
AUID.41012	AUID.15135
AUID.11742	AUID.11242
AUID.21455	AUID.12254
AUID.29302	AUID.13078
AUID.21392	AUID.10391
AUID.10275	AUID.11087
AUID.12820	AUID.10292
AUID.41934	AUID.15738
AUID.44158	AUID.17728
AUID.28348	AUID.12983
AUID.32500	AUID.13434
AUID.14057	AUID.11479
AUID.22214	AUID.12334
AUID.43118	AUID.10906
AUID.18581	AUID.11950
AUID.41244	AUID.10730
AUID.24202	AUID.12537
AUID.34326	AUID.10557
AUID.22606	AUID.12369
AUID.44083	AUID.17659
AUID.21356	AUID.12246
AUID.42186	AUID.15964
AUID.35059	AUID.13753
AUID.29519	AUID.13116
AUID.10948	AUID.18965
AUID.16255	AUID.23666
AUID.88538	AUID.87158
AUID.44359	AUID.10255
AUID.22633	AUID.29319
AUID.20788	AUID.27676
AUID.2848	AUID.2619
AUID.10249	AUID.17565
AUID.36286	AUID.13998
AUID.38472	AUID.14400
AUID.42233	AUID.16005
AUID.10730	AUID.18772
AUID.42203	AUID.15979
AUID.4872	AUID.3927
AUID.91331	AUID.86508
AUID.89104	AUID.87692
AUID.91301	AUID.86504
AUID.11505	AUID.11216
AUID.61526	AUID.59448
AUID.38833	AUID.10641
AUID.42753	AUID.10871
AUID.10938	AUID.11158
AUID.17163	AUID.10343
AUID.18778	AUID.11975
AUID.59122	AUID.57027
AUID.18925	AUID.26030
AUID.13600	AUID.21314
AUID.11996	AUID.19896
AUID.12441	AUID.20288
AUID.9850	AUID.9375
AUID.88710	AUID.86317
AUID.466	AUID.61
AUID.110	AUID.187
AUID.11576	AUID.19521
AUID.88679	AUID.87288
AUID.89082	AUID.87670
AUID.23562	AUID.12462
AUID.12593	AUID.20424
AUID.44432	AUID.17968
AUID.41702	AUID.15530
AUID.43070	AUID.16756
AUID.16370	AUID.23774
AUID.16892	AUID.24231
AUID.44387	AUID.17929
AUID.40445	AUID.14773
AUID.14732	AUID.22316
AUID.42594	AUID.16327
AUID.89286	AUID.86348
AUID.91850	AUID.86549
AUID.14258	AUID.21900
AUID.25812	AUID.10442
AUID.37138	AUID.14085
AUID.89146	AUID.87732
AUID.87940	AUID.86986
AUID.41553	AUID.10749
AUID.42970	AUID.16666
AUID.15519	AUID.11635
AUID.3001	AUID.2636
AUID.3407	AUID.2539
AUID.3723	AUID.2569
AUID.4070	AUID.3904
AUID.89192	AUID.86342
AUID.32027	AUID.13389
AUID.3753	AUID.2572
AUID.172218	AUID.172166
AUID.89172	AUID.87757
AUID.88716	AUID.87323
AUID.105799	AUID.98168
AUID.123392	AUID.98431
AUID.16504	AUID.23888
AUID.23702	AUID.12483
AUID.22207	AUID.28936
AUID.858	AUID.866
AUID.20737	AUID.27633
AUID.170041	AUID.144661
AUID.38475	AUID.14403
AUID.88569	AUID.87186
AUID.56011	AUID.55630
AUID.88681	AUID.87290
AUID.87848	AUID.86980
AUID.88783	AUID.87385
AUID.89468	AUID.88034
AUID.55	AUID.15
AUID.21	AUID.108
AUID.736	AUID.85
AUID.88610	AUID.87223
AUID.125586	AUID.98195
AUID.40905	AUID.15077
AUID.15365	AUID.22882
AUID.97824	AUID.96963
AUID.89469	AUID.88035
AUID.20380	AUID.27312
AUID.89244	AUID.87822
AUID.41839	AUID.15653
AUID.11152	AUID.19145
AUID.25495	AUID.12670
AUID.15381	AUID.22895
AUID.44485	AUID.18016
AUID.44502	AUID.18031
AUID.13284	AUID.21037
AUID.165951	AUID.144630
AUID.41090	AUID.15167
AUID.13859	AUID.11458
AUID.18313	AUID.25491
AUID.59168	AUID.56794
AUID.35392	AUID.13805
AUID.11014	AUID.19022
AUID.42414	AUID.16166
AUID.35348	AUID.10568
AUID.12137	AUID.11280
AUID.42152	AUID.10808
AUID.22186	AUID.10400
AUID.27791	AUID.12924
AUID.18854	AUID.11985
AUID.42480	AUID.16225
AUID.41663	AUID.15496
AUID.38424	AUID.14363
AUID.167000	AUID.144638
AUID.87166	AUID.86925
AUID.98342	AUID.98994
AUID.634	AUID.77
AUID.31872	AUID.37439
AUID.13540	AUID.21264
AUID.88551	AUID.87169
AUID.91195	AUID.86497
AUID.3506	AUID.2798
AUID.123626	AUID.101717
AUID.32012	AUID.13387
AUID.15803	AUID.23267
AUID.19688	AUID.26705
AUID.128843	AUID.98880
AUID.142154	AUID.137300
AUID.137738	AUID.130280
AUID.127696	AUID.105428
AUID.123147	AUID.101283
AUID.105054	AUID.99563
AUID.12342	AUID.20201
AUID.44156	AUID.17726
AUID.42064	AUID.15855
AUID.89362	AUID.87934
AUID.19288	AUID.26355
AUID.43850	AUID.17448
AUID.20255	AUID.27200
AUID.90653	AUID.86450
AUID.94518	AUID.86726
AUID.11360	AUID.19331
AUID.22901	AUID.12407
AUID.86657	AUID.86884
AUID.19400	AUID.12044
AUID.23560	AUID.10188
AUID.21268	AUID.12240
AUID.21847	AUID.10186
AUID.43668	AUID.10247
AUID.40898	AUID.15072
AUID.16399	AUID.10334
AUID.18579	AUID.10167
AUID.42912	AUID.10238
AUID.31995	AUID.10523
AUID.44192	AUID.11011
AUID.15921	AUID.11676
AUID.56296	AUID.55862
AUID.88397	AUID.87027
AUID.26218	AUID.12747
AUID.27535	AUID.12878
AUID.12923	AUID.20717
AUID.43544	AUID.17174
AUID.23543	AUID.12459
AUID.38677	AUID.14447
AUID.41681	AUID.15512
AUID.30084	AUID.13167
AUID.22990	AUID.10410
AUID.28356	AUID.12984
AUID.43874	AUID.17469
AUID.15366	AUID.22883
AUID.42281	AUID.10823
AUID.17047	AUID.24370
AUID.10958	AUID.18973
AUID.16656	AUID.24026
AUID.42275	AUID.16042
AUID.13546	AUID.21270
AUID.42085	AUID.15874
AUID.40834	AUID.15022
AUID.56394	AUID.55541
AUID.56112	AUID.55695
AUID.18233	AUID.11913
AUID.19379	AUID.12042
AUID.40379	AUID.14732
AUID.10874	AUID.18899
AUID.11839	AUID.19757
AUID.42165	AUID.15946
AUID.10433	AUID.11104
AUID.41180	AUID.15220
AUID.10918	AUID.11155
AUID.42030	AUID.15825
AUID.11829	AUID.19748
AUID.31180	AUID.10511
AUID.24642	AUID.12572
AUID.23867	AUID.30403
AUID.11497	AUID.19452
AUID.19566	AUID.12065
AUID.43266	AUID.10923
AUID.91887	AUID.86552
AUID.21884	AUID.28641
AUID.12429	AUID.20278
AUID.16175	AUID.11705
AUID.11157	AUID.19149
AUID.36335	AUID.14004
AUID.38397	AUID.10630
AUID.44013	AUID.17597
AUID.21334	AUID.12244
AUID.10599	AUID.11122
AUID.14231	AUID.11498
AUID.14819	AUID.22392
AUID.44323	AUID.11025
AUID.42696	AUID.16418
AUID.11409	AUID.19376
AUID.42775	AUID.16490
AUID.42336	AUID.16096
AUID.17225	AUID.11816
AUID.32094	AUID.13396
AUID.44183	AUID.11010
AUID.43376	AUID.10935
AUID.33082	AUID.10536
AUID.95409	AUID.86792
AUID.61626	AUID.59459
AUID.60504	AUID.59445
AUID.59605	AUID.59487
AUID.56613	AUID.55564
AUID.44546	AUID.18070
AUID.18678	AUID.11959
AUID.26763	AUID.12808
AUID.165715	AUID.147374
AUID.13136	AUID.11383
AUID.12473	AUID.20317
AUID.10561	AUID.18622
AUID.43002	AUID.16694
AUID.44565	AUID.18086
AUID.42028	AUID.15823
AUID.12564	AUID.20398
AUID.43280	AUID.16941
AUID.2934	AUID.2630
AUID.9526	AUID.9352
AUID.148106	AUID.144701
AUID.154517	AUID.144747
AUID.4491	AUID.4022
AUID.3411	AUID.2708
AUID.166352	AUID.144894
AUID.4418	AUID.3978
AUID.98043	AUID.98026
AUID.98039	AUID.98022
AUID.3713	AUID.2567
AUID.98045	AUID.97994
AUID.9390	AUID.9345
AUID.9603	AUID.9359
AUID.89058	AUID.86336
AUID.9406	AUID.9346
AUID.158189	AUID.144777
AUID.149441	AUID.144711
AUID.8963	AUID.5128
AUID.151230	AUID.144726
AUID.9980	AUID.9338
AUID.8193	AUID.5118
AUID.81061	AUID.61828
AUID.9566	AUID.9357
AUID.9574	AUID.9358
AUID.9970	AUID.9336
AUID.7917	AUID.5355
AUID.153597	AUID.144741
AUID.84904	AUID.61853
AUID.169646	AUID.144658
AUID.155067	AUID.144753
AUID.155617	AUID.144758
AUID.4530	AUID.3908
AUID.146767	AUID.144691
AUID.91507	AUID.86266
AUID.160345	AUID.144797
AUID.2658	AUID.2528
