##
## This file organizes Arctic 2016 DNA samples (FASTQs) for input into the DADA2
## pipeline so that different size fractions will be processed independently by
## DADA2.  I.e. Filt0.2, Filt3, and FiltSterivex will be run in separate DADA2
## runs. (Even though the pipeline will be run once and will launch DADA2 three
## times.)
##

RawFastqs/Harding137-63180_S137_L001_R1.fastq.gz	Filt3	Harding137_63180_S137
RawFastqs/Harding137-63180_S137_L001_R2.fastq.gz	Filt3	Harding137_63180_S137
RawFastqs/Harding138-63181_S138_L001_R1.fastq.gz	Filt0.2	Harding138_63181_S138
RawFastqs/Harding138-63181_S138_L001_R2.fastq.gz	Filt0.2	Harding138_63181_S138
RawFastqs/Harding139-63188_S139_L001_R1.fastq.gz	Filt3	Harding139_63188_S139
RawFastqs/Harding139-63188_S139_L001_R2.fastq.gz	Filt3	Harding139_63188_S139
RawFastqs/Harding140-63189_S140_L001_R1.fastq.gz	Filt0.2	Harding140_63189_S140
RawFastqs/Harding140-63189_S140_L001_R2.fastq.gz	Filt0.2	Harding140_63189_S140
RawFastqs/Harding141-63190_S141_L001_R1.fastq.gz	Filt3	Harding141_63190_S141
RawFastqs/Harding141-63190_S141_L001_R2.fastq.gz	Filt3	Harding141_63190_S141
RawFastqs/Harding142-63191_S142_L001_R1.fastq.gz	Filt0.2	Harding142_63191_S142
RawFastqs/Harding142-63191_S142_L001_R2.fastq.gz	Filt0.2	Harding142_63191_S142
RawFastqs/Harding144-63201_S144_L001_R1.fastq.gz	Filt0.2	Harding144_63201_S144
RawFastqs/Harding144-63201_S144_L001_R2.fastq.gz	Filt0.2	Harding144_63201_S144
RawFastqs/Harding145-63210_S145_L001_R1.fastq.gz	Filt3	Harding145_63210_S145
RawFastqs/Harding145-63210_S145_L001_R2.fastq.gz	Filt3	Harding145_63210_S145
RawFastqs/Harding146-63211_S146_L001_R1.fastq.gz	Filt0.2	Harding146_63211_S146
RawFastqs/Harding146-63211_S146_L001_R2.fastq.gz	Filt0.2	Harding146_63211_S146
RawFastqs/Harding147-63216_S147_L001_R1.fastq.gz	Filt3	Harding147_63216_S147
RawFastqs/Harding147-63216_S147_L001_R2.fastq.gz	Filt3	Harding147_63216_S147
RawFastqs/Harding148-63217_S148_L001_R1.fastq.gz	Filt0.2	Harding148_63217_S148
RawFastqs/Harding148-63217_S148_L001_R2.fastq.gz	Filt0.2	Harding148_63217_S148
RawFastqs/Harding149-63220_S149_L001_R1.fastq.gz	Filt3	Harding149_63220_S149
RawFastqs/Harding149-63220_S149_L001_R2.fastq.gz	Filt3	Harding149_63220_S149
RawFastqs/Harding150-63221_S150_L001_R1.fastq.gz	Filt0.2	Harding150_63221_S150
RawFastqs/Harding150-63221_S150_L001_R2.fastq.gz	Filt0.2	Harding150_63221_S150
RawFastqs/Harding151-63234_S151_L001_R1.fastq.gz	Filt3	Harding151_63234_S151
RawFastqs/Harding151-63234_S151_L001_R2.fastq.gz	Filt3	Harding151_63234_S151
RawFastqs/Harding152-63235_S152_L001_R1.fastq.gz	Filt0.2	Harding152_63235_S152
RawFastqs/Harding152-63235_S152_L001_R2.fastq.gz	Filt0.2	Harding152_63235_S152
RawFastqs/Harding153-63242_S153_L001_R1.fastq.gz	Filt3	Harding153_63242_S153
RawFastqs/Harding153-63242_S153_L001_R2.fastq.gz	Filt3	Harding153_63242_S153
RawFastqs/Harding154-63243_S154_L001_R1.fastq.gz	Filt0.2	Harding154_63243_S154
RawFastqs/Harding154-63243_S154_L001_R2.fastq.gz	Filt0.2	Harding154_63243_S154
RawFastqs/Harding157-64171_S157_L001_R1.fastq.gz	Filt0.2	Harding157_64171_S157
RawFastqs/Harding157-64171_S157_L001_R2.fastq.gz	Filt0.2	Harding157_64171_S157
RawFastqs/Harding158-64178_S158_L001_R1.fastq.gz	Filt3	Harding158_64178_S158
RawFastqs/Harding158-64178_S158_L001_R2.fastq.gz	Filt3	Harding158_64178_S158
RawFastqs/Harding159-64179_S159_L001_R1.fastq.gz	Filt0.2	Harding159_64179_S159
RawFastqs/Harding159-64179_S159_L001_R2.fastq.gz	Filt0.2	Harding159_64179_S159
RawFastqs/Harding160-64186_S160_L001_R1.fastq.gz	Filt3	Harding160_64186_S160
RawFastqs/Harding160-64186_S160_L001_R2.fastq.gz	Filt3	Harding160_64186_S160
RawFastqs/Harding161-64202_S161_L001_R1.fastq.gz	Filt3	Harding161_64202_S161
RawFastqs/Harding161-64202_S161_L001_R2.fastq.gz	Filt3	Harding161_64202_S161
RawFastqs/Harding162-64203_S162_L001_R1.fastq.gz	Filt0.2	Harding162_64203_S162
RawFastqs/Harding162-64203_S162_L001_R2.fastq.gz	Filt0.2	Harding162_64203_S162
RawFastqs/Harding163-64210_S163_L001_R1.fastq.gz	Filt3	Harding163_64210_S163
RawFastqs/Harding163-64210_S163_L001_R2.fastq.gz	Filt3	Harding163_64210_S163
RawFastqs/Harding164-64211_S164_L001_R1.fastq.gz	Filt0.2	Harding164_64211_S164
RawFastqs/Harding164-64211_S164_L001_R2.fastq.gz	Filt0.2	Harding164_64211_S164
RawFastqs/Harding165-64218_S165_L001_R1.fastq.gz	Filt3	Harding165_64218_S165
RawFastqs/Harding165-64218_S165_L001_R2.fastq.gz	Filt3	Harding165_64218_S165
RawFastqs/Harding166-64219_S166_L001_R1.fastq.gz	Filt0.2	Harding166_64219_S166
RawFastqs/Harding166-64219_S166_L001_R2.fastq.gz	Filt0.2	Harding166_64219_S166
RawFastqs/Harding167-64226_S167_L001_R1.fastq.gz	Filt3	Harding167_64226_S167
RawFastqs/Harding167-64226_S167_L001_R2.fastq.gz	Filt3	Harding167_64226_S167
RawFastqs/Harding168-64227_S168_L001_R1.fastq.gz	Filt0.2	Harding168_64227_S168
RawFastqs/Harding168-64227_S168_L001_R2.fastq.gz	Filt0.2	Harding168_64227_S168
RawFastqs/Harding169-64236_S169_L001_R1.fastq.gz	Filt3	Harding169_64236_S169
RawFastqs/Harding169-64236_S169_L001_R2.fastq.gz	Filt3	Harding169_64236_S169
RawFastqs/Harding170-64235_S170_L001_R1.fastq.gz	Filt0.2	Harding170_64235_S170
RawFastqs/Harding170-64235_S170_L001_R2.fastq.gz	Filt0.2	Harding170_64235_S170
RawFastqs/Harding171-64243_S171_L001_R1.fastq.gz	Filt0.2	Harding171_64243_S171
RawFastqs/Harding171-64243_S171_L001_R2.fastq.gz	Filt0.2	Harding171_64243_S171
RawFastqs/Harding172-64259_S172_L001_R1.fastq.gz	Filt0.2	Harding172_64259_S172
RawFastqs/Harding172-64259_S172_L001_R2.fastq.gz	Filt0.2	Harding172_64259_S172
RawFastqs/Harding173-64267_S173_L001_R1.fastq.gz	Filt0.2	Harding173_64267_S173
RawFastqs/Harding173-64267_S173_L001_R2.fastq.gz	Filt0.2	Harding173_64267_S173
RawFastqs/Harding174-64282_S174_L001_R1.fastq.gz	Filt3	Harding174_64282_S174
RawFastqs/Harding174-64282_S174_L001_R2.fastq.gz	Filt3	Harding174_64282_S174
RawFastqs/Harding175-64283_S175_L001_R1.fastq.gz	Filt0.2	Harding175_64283_S175
RawFastqs/Harding175-64283_S175_L001_R2.fastq.gz	Filt0.2	Harding175_64283_S175
RawFastqs/Harding176-64290_S176_L001_R1.fastq.gz	Filt3	Harding176_64290_S176
RawFastqs/Harding176-64290_S176_L001_R2.fastq.gz	Filt3	Harding176_64290_S176
RawFastqs/Harding177-64298_S177_L001_R1.fastq.gz	Filt3	Harding177_64298_S177
RawFastqs/Harding177-64298_S177_L001_R2.fastq.gz	Filt3	Harding177_64298_S177
RawFastqs/Harding178-64299_S178_L001_R1.fastq.gz	Filt0.2	Harding178_64299_S178
RawFastqs/Harding178-64299_S178_L001_R2.fastq.gz	Filt0.2	Harding178_64299_S178
RawFastqs/Harding179-64306_S179_L001_R1.fastq.gz	Filt3	Harding179_64306_S179
RawFastqs/Harding179-64306_S179_L001_R2.fastq.gz	Filt3	Harding179_64306_S179
RawFastqs/Harding180-64307_S180_L001_R1.fastq.gz	Filt0.2	Harding180_64307_S180
RawFastqs/Harding180-64307_S180_L001_R2.fastq.gz	Filt0.2	Harding180_64307_S180
RawFastqs/Harding181-65457_S181_L001_R1.fastq.gz	Filt3	Harding181_65457_S181
RawFastqs/Harding181-65457_S181_L001_R2.fastq.gz	Filt3	Harding181_65457_S181
RawFastqs/Harding182-65458_S182_L001_R1.fastq.gz	Filt0.2	Harding182_65458_S182
RawFastqs/Harding182-65458_S182_L001_R2.fastq.gz	Filt0.2	Harding182_65458_S182
RawFastqs/Harding183-65465_S183_L001_R1.fastq.gz	Filt3	Harding183_65465_S183
RawFastqs/Harding183-65465_S183_L001_R2.fastq.gz	Filt3	Harding183_65465_S183
RawFastqs/Harding184-65466_S184_L001_R1.fastq.gz	Filt0.2	Harding184_65466_S184
RawFastqs/Harding184-65466_S184_L001_R2.fastq.gz	Filt0.2	Harding184_65466_S184
RawFastqs/Harding185-65473_S185_L001_R1.fastq.gz	Filt3	Harding185_65473_S185
RawFastqs/Harding185-65473_S185_L001_R2.fastq.gz	Filt3	Harding185_65473_S185
RawFastqs/Harding186-65474_S186_L001_R1.fastq.gz	Filt0.2	Harding186_65474_S186
RawFastqs/Harding186-65474_S186_L001_R2.fastq.gz	Filt0.2	Harding186_65474_S186
RawFastqs/Harding187-65481_S187_L001_R1.fastq.gz	Filt3	Harding187_65481_S187
RawFastqs/Harding187-65481_S187_L001_R2.fastq.gz	Filt3	Harding187_65481_S187
RawFastqs/Harding188-65489_S188_L001_R1.fastq.gz	Filt3	Harding188_65489_S188
RawFastqs/Harding188-65489_S188_L001_R2.fastq.gz	Filt3	Harding188_65489_S188
RawFastqs/Harding189-65490_S189_L001_R1.fastq.gz	Filt0.2	Harding189_65490_S189
RawFastqs/Harding189-65490_S189_L001_R2.fastq.gz	Filt0.2	Harding189_65490_S189
RawFastqs/Harding190-65509_S190_L001_R1.fastq.gz	Filt3	Harding190_65509_S190
RawFastqs/Harding190-65509_S190_L001_R2.fastq.gz	Filt3	Harding190_65509_S190
RawFastqs/Harding191-65510_S191_L001_R1.fastq.gz	Filt0.2	Harding191_65510_S191
RawFastqs/Harding191-65510_S191_L001_R2.fastq.gz	Filt0.2	Harding191_65510_S191
RawFastqs/Harding192-65521_S192_L001_R1.fastq.gz	Filt3	Harding192_65521_S192
RawFastqs/Harding192-65521_S192_L001_R2.fastq.gz	Filt3	Harding192_65521_S192
RawFastqs/Harding193-65531_S193_L001_R1.fastq.gz	Filt3	Harding193_65531_S193
RawFastqs/Harding193-65531_S193_L001_R2.fastq.gz	Filt3	Harding193_65531_S193
RawFastqs/Harding194-65532_S194_L001_R1.fastq.gz	Filt0.2	Harding194_65532_S194
RawFastqs/Harding194-65532_S194_L001_R2.fastq.gz	Filt0.2	Harding194_65532_S194
RawFastqs/Harding195-65545_S195_L001_R1.fastq.gz	Filt3	Harding195_65545_S195
RawFastqs/Harding195-65545_S195_L001_R2.fastq.gz	Filt3	Harding195_65545_S195
RawFastqs/Harding196-65546_S196_L001_R1.fastq.gz	Filt0.2	Harding196_65546_S196
RawFastqs/Harding196-65546_S196_L001_R2.fastq.gz	Filt0.2	Harding196_65546_S196
RawFastqs/Harding197-65547_S197_L001_R1.fastq.gz	Filt3	Harding197_65547_S197
RawFastqs/Harding197-65547_S197_L001_R2.fastq.gz	Filt3	Harding197_65547_S197
RawFastqs/Harding198-65548_S198_L001_R1.fastq.gz	Filt0.2	Harding198_65548_S198
RawFastqs/Harding198-65548_S198_L001_R2.fastq.gz	Filt0.2	Harding198_65548_S198
RawFastqs/Harding199-65556_S199_L001_R1.fastq.gz	Filt0.2	Harding199_65556_S199
RawFastqs/Harding199-65556_S199_L001_R2.fastq.gz	Filt0.2	Harding199_65556_S199
RawFastqs/Harding200-65566_S200_L001_R1.fastq.gz	Filt3	Harding200_65566_S200
RawFastqs/Harding200-65566_S200_L001_R2.fastq.gz	Filt3	Harding200_65566_S200
RawFastqs/Harding201-65567_S201_L001_R1.fastq.gz	Filt0.2	Harding201_65567_S201
RawFastqs/Harding201-65567_S201_L001_R2.fastq.gz	Filt0.2	Harding201_65567_S201
RawFastqs/Harding202-65574_S202_L001_R1.fastq.gz	Filt3	Harding202_65574_S202
RawFastqs/Harding202-65574_S202_L001_R2.fastq.gz	Filt3	Harding202_65574_S202
RawFastqs/Harding203-65575_S203_L001_R1.fastq.gz	Filt0.2	Harding203_65575_S203
RawFastqs/Harding203-65575_S203_L001_R2.fastq.gz	Filt0.2	Harding203_65575_S203
RawFastqs/Harding204-65582_S204_L001_R1.fastq.gz	Filt3	Harding204_65582_S204
RawFastqs/Harding204-65582_S204_L001_R2.fastq.gz	Filt3	Harding204_65582_S204
RawFastqs/Harding205-65583_S205_L001_R1.fastq.gz	Filt0.2	Harding205_65583_S205
RawFastqs/Harding205-65583_S205_L001_R2.fastq.gz	Filt0.2	Harding205_65583_S205
RawFastqs/Harding206-65590_S206_L001_R1.fastq.gz	Filt3	Harding206_65590_S206
RawFastqs/Harding206-65590_S206_L001_R2.fastq.gz	Filt3	Harding206_65590_S206
RawFastqs/Harding207-65591_S207_L001_R1.fastq.gz	Filt0.2	Harding207_65591_S207
RawFastqs/Harding207-65591_S207_L001_R2.fastq.gz	Filt0.2	Harding207_65591_S207
RawFastqs/Harding208-65598_S208_L001_R1.fastq.gz	Filt3	Harding208_65598_S208
RawFastqs/Harding208-65598_S208_L001_R2.fastq.gz	Filt3	Harding208_65598_S208
RawFastqs/Harding209-65606_S209_L001_R1.fastq.gz	Filt3	Harding209_65606_S209
RawFastqs/Harding209-65606_S209_L001_R2.fastq.gz	Filt3	Harding209_65606_S209
RawFastqs/Harding210-65607_S210_L001_R1.fastq.gz	Filt0.2	Harding210_65607_S210
RawFastqs/Harding210-65607_S210_L001_R2.fastq.gz	Filt0.2	Harding210_65607_S210
RawFastqs/Harding211-65638_S211_L001_R1.fastq.gz	Filt3	Harding211_65638_S211
RawFastqs/Harding211-65638_S211_L001_R2.fastq.gz	Filt3	Harding211_65638_S211
RawFastqs/Harding212-65639_S212_L001_R1.fastq.gz	Filt0.2	Harding212_65639_S212
RawFastqs/Harding212-65639_S212_L001_R2.fastq.gz	Filt0.2	Harding212_65639_S212
RawFastqs/Harding213-65646_S213_L001_R1.fastq.gz	Filt3	Harding213_65646_S213
RawFastqs/Harding213-65646_S213_L001_R2.fastq.gz	Filt3	Harding213_65646_S213
RawFastqs/Harding214-65647_S214_L001_R1.fastq.gz	Filt0.2	Harding214_65647_S214
RawFastqs/Harding214-65647_S214_L001_R2.fastq.gz	Filt0.2	Harding214_65647_S214
RawFastqs/Harding215-66541_S215_L001_R1.fastq.gz	FiltSterivex	Harding215_66541_S215
RawFastqs/Harding215-66541_S215_L001_R2.fastq.gz	FiltSterivex	Harding215_66541_S215
